H,1560134271,364729
P,1560134271,5236
P,1560134300,5235
P,1560134330,5236
P,1560134360,5236
P,1560134389,5237
P,1560134418,5236
P,1560134448,5236
P,1560134477,5235
P,1560134506,5236
P,1560134535,5236
P,1560134565,5234
P,1560134594,5236
P,1560134623,5236
P,1560134654,5236
P,1560134683,5236
P,1560134712,5236
P,1560134741,5236
P,1560134771,5237
D,1560134779,310784
D,1560134781,480000
R,1560134781,5C00DDFC36
R,1560134781,5C00DDFC36
R,1560134781,5C00DDFC36
X,1560134782,730724,54006
X,1560134782,727883,23980
X,1560134783,727077,9230
X,1560134784,730002,30792
X,1560134784,729903,4221
X,1560134785,730039,3284
X,1560134785,729539,6179
X,1560134786,730154,3407
X,1560134786,730358,9918
X,1560134787,729872,6210
X,1560134787,730021,3737
X,1560134788,729611,3192
X,1560134789,730205,3876
X,1560134789,728905,14587
X,1560134790,730446,12987
X,1560134790,729727,6548
X,1560134791,729942,3744
X,1560134791,730083,3169
X,1560134792,729548,6550
X,1560134793,730175,12702
X,1560134793,729793,1946
X,1560134794,729866,3454
X,1560134794,730078,11154
X,1560134795,721489,8696
X,1560134795,581578,4364
X,1560134796,379156,19648
X,1560134797,379297,6916
X,1560134797,378781,2980
X,1560134798,378981,1075
X,1560134798,378823,503
X,1560134799,378778,181
X,1560134799,378730,248
X,1560134800,378708,204
P,1560134800,5228
X,1560134801,378659,254
X,1560134801,378641,326
X,1560134802,378609,493
O,1560134802,378591,251
O,1560134803,378559,174
O,1560134803,378541,219
O,1560134804,378528,337
O,1560134804,378519,556
O,1560134805,378471,2485
O,1560134806,378505,852
O,1560134806,378498,966
O,1560134807,378483,331
O,1560134807,554537,44546
T,1560134807,2860
D,1560134809,473344
R,1560134809,5C00DDFC36
R,1560134809,5C00DDFC36
R,1560134809,5C00DDFC36
X,1560134810,717693,16158
X,1560134811,719151,4225
X,1560134812,718751,4169
X,1560134812,719358,5778
X,1560134813,718385,4778
X,1560134813,719346,8612
X,1560134814,720242,30603
X,1560134814,715936,898
X,1560134815,719230,40481
X,1560134816,718152,45669
X,1560134816,720784,65187
X,1560134817,717895,22796
X,1560134817,718301,10731
X,1560134818,718798,9020
X,1560134818,718637,3725
X,1560134819,719111,9488
X,1560134820,719223,7028
X,1560134820,718920,10208
X,1560134821,719118,9877
X,1560134821,719318,2781
X,1560134822,719386,7138
X,1560134822,718743,2915
X,1560134822,719616,4558
X,1560134823,718966,6718
X,1560134823,719093,2969
X,1560134824,719509,6960
X,1560134824,718976,12108
X,1560134825,719481,6215
X,1560134825,719154,20442
X,1560134826,717062,59225
X,1560134826,718066,17501
X,1560134827,719040,36927
X,1560134828,386777,7499
X,1560134828,377696,22120
X,1560134829,379908,7729
P,1560134829,5230
X,1560134829,378855,2446
X,1560134830,378967,1151
X,1560134830,379153,763
X,1560134831,379036,247
X,1560134832,379024,171
X,1560134832,379000,196
X,1560134833,378966,203
X,1560134833,378963,160
O,1560134834,378933,184
O,1560134834,378892,114
O,1560134835,378910,121
O,1560134836,378877,124
O,1560134836,378852,176
O,1560134837,378882,304
O,1560134837,378855,89
O,1560134838,378811,151
O,1560134838,378827,159
O,1560134839,378784,118
O,1560134840,378787,95
O,1560134840,378762,127
O,1560134841,378727,194
O,1560134841,378728,96
O,1560134842,378746,87
O,1560134842,378723,132
O,1560134843,378717,136
O,1560134843,378752,134
O,1560134844,378734,130
O,1560134845,378736,117
O,1560134845,378741,184
O,1560134846,378733,132
O,1560134846,378716,147
O,1560134847,378739,140
O,1560134847,378708,224
O,1560134848,378710,398
O,1560134849,378716,199
O,1560134849,378725,313
O,1560134850,378704,231
O,1560134850,378716,158
O,1560134851,378711,110
O,1560134851,378718,345
O,1560134852,378694,311
O,1560134853,378678,284
O,1560134853,378676,242
O,1560134854,378667,165
O,1560134854,378697,123
O,1560134855,378694,125
O,1560134855,378690,156
O,1560134856,378709,95
O,1560134857,378708,128
O,1560134857,378717,89
O,1560134858,378710,273
O,1560134858,378696,218
O,1560134859,378692,124
P,1560134859,5228
O,1560134859,378668,156
O,1560134860,378670,307
O,1560134860,378676,83
O,1560134861,378649,95
O,1560134862,378667,129
O,1560134862,378666,161
O,1560134863,378662,350
O,1560134863,378655,127
O,1560134863,378652,158
O,1560134863,378666,118
O,1560134864,378664,118
O,1560134865,378654,130
O,1560134865,378639,92
O,1560134866,378637,90
