1558924585,5378
P,1558924614,5378
P,1558924643,5378
P,1558924672,5380
P,1558924702,5379
P,1558924731,5377
P,1558924761,5378
P,1558924790,5379
P,1558924820,5379
P,1558924849,5378
P,1558924878,5378
P,1558924908,5379
P,1558924937,5379
P,1558924966,5379
P,1558924995,5378
D,1558925024,480000
P,1558925025,5378
D,1558925026,488960
D,1558925028,487936
D,1558925030,485888
D,1558925032,486912
D,1558925035,486912
D,1558925036,486400
D,1558925038,485120
D,1558925040,486400
D,1558925042,486912
D,1558925045,484864
R,1558925045,5C00DDFC36
R,1558925045,5C00DDFC36
R,1558925045,5C00DDFC36
X,1558925046,737174,5928
X,1558925047,737682,19300
X,1558925048,737107,11594
X,1558925048,737647,4743
X,1558925049,737682,11389
X,1558925049,737843,6354
X,1558925050,737985,3751
X,1558925050,737766,6538
X,1558925051,737918,8953
X,1558925052,737475,12336
X,1558925052,738002,3882
X,1558925053,738528,11828
X,1558925053,737636,21596
X,1558925054,738147,12973
X,1558925054,738208,4265
P,1558925055,5373
X,1558925055,737858,3812
X,1558925056,738029,12281
X,1558925056,738102,1863
X,1558925057,738029,2380
X,1558925057,738201,2664
X,1558925058,738211,1472
X,1558925058,738217,2855
X,1558925059,738600,1326
X,1558925059,737689,21456
X,1558925060,738275,1427
X,1558925061,738929,7525
X,1558925061,738356,5949
X,1558925062,738906,19583
X,1558925062,738723,2109
X,1558925063,738839,2997
X,1558925063,738875,15148
X,1558925064,738193,2438
X,1558925065,738276,2195
X,1558925065,738674,3012
X,1558925066,738554,28924
X,1558925066,738920,2896
X,1558925067,738830,1392
X,1558925067,739063,6641
X,1558925068,739043,9049
X,1558925069,738528,2389
X,1558925069,738407,1772
X,1558925070,738389,35410
X,1558925070,738545,17312
X,1558925071,738137,2663
X,1558925071,738810,1202
X,1558925072,738623,2732
X,1558925073,738469,2372
X,1558925073,738769,2483
X,1558925074,738814,1763
X,1558925074,738750,2959
X,1558925075,738923,3189
X,1558925075,738827,10084
X,1558925076,737867,34146
X,1558925076,738718,8916
X,1558925077,739019,4321
X,1558925077,739034,2413
X,1558925077,738989,7536
X,1558925078,739549,3359
X,1558925078,738211,25493
X,1558925079,738677,1734
X,1558925079,738984,1840
X,1558925080,739036,2390
X,1558925081,739028,1970
X,1558925081,739142,3248
X,1558925082,738765,15149
X,1558925082,738808,7113
X,1558925083,738924,2523
X,1558925083,738931,1401
P,1558925084,5371
X,1558925084,738718,5658
X,1558925085,738976,31817
X,1558925085,738943,3144
X,1558925086,738863,1988
X,1558925086,738803,1842
X,1558925087,738663,2488
X,1558925087,739450,13115
X,1558925088,734028,50340
X,1558925089,739372,12907
X,1558925089,739101,5828
X,1558925090,739282,14260
X,1558925090,740593,18482
X,1558925091,738826,34998
X,1558925091,739199,22805
X,1558925092,740098,28046
X,1558925092,740849,8077
X,1558925093,740033,35247
X,1558925094,739128,56324
X,1558925094,739043,51100
X,1558925095,740018,13175
X,1558925095,741474,16841
X,1558925096,739594,3013
X,1558925096,739401,1562
X,1558925097,739324,8590
X,1558925098,739402,2882
X,1558925098,739336,2484
X,1558925099,739501,3041
X,1558925099,739570,2359
X,1558925100,739903,11218
X,1558925100,739440,2083
X,1558925101,739450,1707
X,1558925102,739589,1949
X,1558925102,739680,2008
X,1558925103,739498,2853
X,1558925103,739913,1903
X,1558925104,739831,27555
X,1558925104,739830,3284
X,1558925105,739915,2653
X,1558925106,740086,1416
X,1558925106,739828,913
X,1558925107,740039,2612
X,1558925107,739997,4544
X,1558925108,739820,5339
X,1558925108,740138,1593
X,1558925109,740108,1945
X,1558925109,739979,1644
X,1558925110,740044,2721
X,1558925111,739922,3341
X,1558925111,739992,6646
X,1558925112,740206,11847
X,1558925112,740284,10972
X,1558925113,740081,4669
X,1558925113,741409,22386
P,1558925114,5370
X,1558925114,739649,9073
X,1558925115,740385,7958
X,1558925115,740613,18591
X,1558925116,740293,4106
X,1558925116,740339,3646
X,1558925117,740427,1617
X,1558925117,740316,3029
X,1558925118,740389,4370
X,1558925118,740218,5622
X,1558925118,740185,10912
X,1558925119,740249,3871
X,1558925119,740074,5393
X,1558925120,740469,3287
X,1558925120,740082,1606
X,1558925121,741113,3181
X,1558925122,740561,4877
X,1558925122,740393,2931
