H,1558725534,364729
P,1558725534,5438
P,1558725564,5437
P,1558725593,5436
P,1558725623,5437
P,1558725652,5438
P,1558725682,5436
P,1558725711,5437
P,1558725740,5437
P,1558725769,5436
P,1558725799,5438
P,1558725828,5438
P,1558725857,5438
P,1558725887,5438
P,1558725917,5437
P,1558725946,5437
P,1558725975,5438
P,1558726005,5438
P,1558726034,5435
P,1558726063,5435
P,1558726093,5438
D,1558726101,648960
P,1558726122,5437
P,1558726151,5436
P,1558726180,5437
P,1558726211,5438
P,1558726240,5436
P,1558726269,5437
P,1558726299,5437
P,1558726328,5438
P,1558726357,5437
P,1558726386,5437
P,1558726416,5436
P,1558726445,5435
P,1558726474,5438
P,1558726505,5437
P,1558726534,5436
P,1558726563,5438
P,1558726592,5437
P,1558726622,5437
P,1558726651,5437
P,1558726680,5437
P,1558726710,5437
P,1558726739,5436
P,1558726768,5438
P,1558726798,5435
P,1558726828,5438
P,1558726857,5437
P,1558726886,5436
P,1558726916,5436
P,1558726945,5436
P,1558726975,5436
P,1558727004,5436
P,1558727034,5436
P,1558727063,5438
D,1558727079,513792
R,1558727079,5C00DDFC36
R,1558727079,5C00DDFC36
R,1558727079,5C00DDFC36
X,1558727081,704731,4550
X,1558727081,705090,2037
X,1558727082,704968,2607
X,1558727082,707229,13101
X,1558727082,744158,2364
X,1558727083,380163,35023
X,1558727083,370987,27763
X,1558727084,371604,33724
X,1558727084,375119,10696
X,1558727085,374762,3833
X,1558727086,375150,2083
X,1558727086,374834,1212
X,1558727087,374830,855
X,1558727087,375041,554
X,1558727088,374991,388
X,1558727088,374987,470
O,1558727089,375051,426
O,1558727090,375006,688
O,1558727090,374909,621
O,1558727091,374897,581
O,1558727091,374864,662
O,1558727092,374950,316
O,1558727092,374975,145
P,1558727093,5429
O,1558727093,375044,204
O,1558727093,375089,177
O,1558727094,375060,88
O,1558727095,375069,131
O,1558727095,375081,126
O,1558727096,375117,151
O,1558727096,375122,83
O,1558727097,375135,170
O,1558727097,375157,122
O,1558727098,375160,119
O,1558727099,530153,62684
T,1558727099,2907
D,1558727100,568832
R,1558727100,700D9B77A
R,1558727100,700D9B77A
R,1558727100,700D9B77A
X,1558727102,848552,43621
X,1558727102,847758,44756
X,1558727103,850180,23673
X,1558727103,847766,22882
X,1558727104,849827,26002
X,1558727105,848420,24963
X,1558727105,848135,46673
X,1558727106,850818,44631
X,1558727106,849646,26227
X,1558727107,848692,16061
X,1558727107,849191,6634
X,1558727108,847644,9304
X,1558727109,849130,5070
X,1558727109,848938,9153
X,1558727110,848921,4141
X,1558727110,849385,9786
X,1558727111,849620,9179
X,1558727111,848796,8445
X,1558727112,847533,8226
X,1558727113,849399,22800
X,1558727113,848609,12427
X,1558727114,848636,22407
X,1558727114,848715,9194
X,1558727115,849520,12753
X,1558727115,848550,18998
X,1558727116,848706,5355
X,1558727116,848990,7127
X,1558727117,848540,15129
X,1558727118,848709,8696
X,1558727118,848849,7616
X,1558727119,849278,8707
X,1558727119,847588,14711
X,1558727120,844503,8275
X,1558727120,845298,27062
X,1558727121,849915,37923
X,1558727122,848502,23182
X,1558727122,847955,10902
P,1558727123,5428
X,1558727123,847856,41721
X,1558727123,847712,62165
X,1558727123,835844,22501
X,1558727123,734129,53090
X,1558727124,372489,21251
X,1558727125,375182,6986
X,1558727125,374219,3040
X,1558727126,374513,1758
X,1558727126,374521,1117
X,1558727127,374399,721
X,1558727127,374430,541
X,1558727128,374462,232
X,1558727129,374434,250
X,1558727129,374477,291
X,1558727130,374443,163
O,1558727130,374437,112
O,1558727131,374414,111
O,1558727131,374446,138
O,1558727132,374441,138
O,1558727132,374406,107
O,1558727133,374410,142
O,1558727134,374415,81
O,1558727134,374406,114
O,1558727135,374397,152
O,1558727135,374391,103
O,1558727136,374405,89
O,1558727136,374393,139
O,1558727137,374387,81
O,1558727138,374417,185
O,1558727138,374401,123
O,1558727139,374415,127
O,1558727139,374432,221
O,1558727140,374445,185
O,1558727140,374438,135
O,1558727141,374435,71
O,1558727142,374431,137
O,1558727142,374453,79
O,1558727143,374458,142
O,1558727143,374458,105
O,1558727144,374485,64
O,1558727144,374481,161
O,1558727145,374459,159
O,1558727146,374469,76
O,1558727146,374491,116
O,1558727147,374542,134
O,1558727147,374447,167
O,1558727148,374470,102
O,1558727148,374453,118
O,1558727149,374479,64
O,1558727150,374502,110
O,1558727150,374492,73
O,1558727151,374506,127
O,1558727151,374489,113
P,1558727152,5429
