4,723820,2176
X,1558315604,723798,1426
X,1558315605,723729,1962
X,1558315606,723860,1397
X,1558315606,723932,1014
X,1558315607,723716,1261
X,1558315607,723802,4226
X,1558315608,723814,1641
X,1558315608,723759,2214
X,1558315609,723889,9648
P,1558315610,5517
X,1558315610,723562,1938
X,1558315610,722054,46981
X,1558315611,724452,24964
X,1558315611,721689,51154
X,1558315612,724349,61323
X,1558315612,723921,19772
X,1558315613,725345,40558
X,1558315614,723657,6074
X,1558315614,723728,8560
X,1558315615,724069,3386
X,1558315615,724224,43619
X,1558315616,723151,30086
X,1558315616,720755,26928
X,1558315617,723946,30651
X,1558315618,723662,18558
X,1558315618,724107,22728
X,1558315619,725683,11203
X,1558315619,723501,8503
X,1558315620,723427,22626
X,1558315620,724169,23796
X,1558315621,723368,11685
X,1558315621,724246,36973
X,1558315622,723233,9464
X,1558315623,723595,5451
X,1558315623,724975,39906
X,1558315624,723191,13601
X,1558315624,723941,22980
X,1558315625,723534,26390
X,1558315625,724732,42646
X,1558315626,723710,8975
X,1558315627,726833,49108
X,1558315627,720490,27272
X,1558315628,723270,21477
X,1558315628,723970,3613
X,1558315629,723834,1710
X,1558315629,723989,1593
X,1558315630,722287,10479
X,1558315630,724488,9243
X,1558315630,723823,7121
X,1558315631,724490,6005
X,1558315631,723198,5083
X,1558315632,723939,7251
X,1558315632,723936,2328
X,1558315633,723510,10536
X,1558315634,724621,10825
X,1558315634,723766,1564
X,1558315635,723676,2031
X,1558315635,723595,40874
X,1558315636,722608,42771
X,1558315636,725553,48337
X,1558315637,725555,13184
X,1558315637,722049,21034
X,1558315638,723983,1487
X,1558315639,723862,1452
P,1558315639,5514
X,1558315639,724444,28611
X,1558315640,723905,33194
X,1558315640,723816,3117
X,1558315641,724990,19041
X,1558315641,722558,15718
X,1558315642,723599,26447
X,1558315643,724526,8028
X,1558315643,724034,1131
X,1558315644,723984,1100
X,1558315644,723819,26476
X,1558315645,723843,1471
X,1558315645,723926,879
X,1558315646,723887,1820
X,1558315647,723756,1485
X,1558315647,723693,7862
X,1558315648,723590,2300
X,1558315648,723976,1370
X,1558315649,724033,3526
X,1558315649,723224,8994
X,1558315650,726279,2603
X,1558315651,722275,23968
X,1558315651,723425,4474
X,1558315652,718865,33689
X,1558315652,724509,8584
X,1558315653,723410,4999
X,1558315653,723199,40157
X,1558315654,724001,2627
X,1558315654,723961,1429
X,1558315655,723918,1651
X,1558315656,723899,12656
X,1558315656,723878,2664
X,1558315657,723919,1988
X,1558315657,723445,3906
X,1558315658,725233,43688
X,1558315658,723731,1721
X,1558315659,717219,20021
X,1558315660,460412,2293
X,1558315660,383326,1543
X,1558315661,383832,387
X,1558315661,383496,72
X,1558315662,383524,70
X,1558315662,383438,112
X,1558315663,383326,138
X,1558315664,383251,108
X,1558315664,383173,118
X,1558315665,383102,113
X,1558315665,383044,56
X,1558315666,383022,83
O,1558315666,382965,134
O,1558315667,382927,160
O,1558315668,382897,110
O,1558315668,382854,104
O,1558315669,382848,144
P,1558315669,5523
O,1558315669,382800,93
O,1558315670,382797,115
O,1558315670,382789,72
O,1558315671,382747,142
O,1558315671,382713,83
O,1558315671,382727,114
O,1558315672,382672,118
O,1558315672,382650,134
O,1558315673,382630,105
O,1558315673,382621,97
O,1558315674,382623,105
O,1558315674,382604,72
O,1558315675,382585,83
O,1558315676,382573,110
O,1558315676,382551,120
O,1558315677,382536,59
O,1558315677,382516,114
O,1558315678,382508,94
O,1558315678,382481,71
O,1558315679,382480,108
O,1558315680,382485,94
O,1558315680,382481,108
O,1558315681,382469,121
O,1558315681,382446,81
O,1558315682,382433,93
O,1558315682,382452,117
O,1558315683,382430,106
O,1558315684,382416,99
O,1558315684,382414,102
O,1558315685,382397,124
O,1558315685,382373,92
O,1558315686,382357,81
O,1558315686,382358,66
O,1558315687,382352,89
O,1558315688,382349,137
O,1558315688,382335,93
O,1558315689,382316,118
O,1558315689,382320,104
O,1558315690,382311,122
O,1558315690,382308,72
O,1558315691,382318,167
O,1558315691,382302,104
