H,1559782381,364729
P,1559782381,5279
P,1559782411,5279
P,1559782440,5278
P,1559782470,5278
P,1559782499,5279
P,1559782528,5280
P,1559782557,5279
P,1559782587,5279
P,1559782616,5279
P,1559782645,5279
P,1559782675,5280
P,1559782705,5278
P,1559782734,5278
P,1559782763,5278
P,1559782793,5278
P,1559782822,5280
P,1559782851,5280
P,1559782880,5279
P,1559782910,5278
P,1559782939,5278
P,1559782968,5278
P,1559782999,5279
P,1559783028,5279
P,1559783057,5280
P,1559783086,5278
P,1559783116,5279
P,1559783145,5277
P,1559783174,5279
P,1559783204,5279
P,1559783233,5279
P,1559783262,5278
P,1559783292,5278
P,1559783322,5280
P,1559783351,5280
P,1559783380,5280
P,1559783410,5278
P,1559783439,5279
P,1559783468,5279
P,1559783497,5279
P,1559783527,5278
P,1559783556,5279
P,1559783586,5276
P,1559783616,5279
D,1559783641,469248
R,1559783641,5C00DDFC36
R,1559783641,5C00DDFC36
R,1559783641,5C00DDFC36
X,1559783642,726263,9267
X,1559783643,724391,52838
X,1559783643,725556,10178
X,1559783644,725745,4664
X,1559783645,725533,10861
X,1559783645,725024,11800
X,1559783646,725405,16218
P,1559783646,5271
X,1559783646,725579,6383
X,1559783647,725684,4824
X,1559783647,725941,2854
X,1559783648,725546,2440
X,1559783649,725310,5355
X,1559783649,725338,7093
X,1559783650,725418,17440
X,1559783650,719781,34650
X,1559783651,556988,20799
X,1559783651,377446,37409
X,1559783652,376498,19779
X,1559783653,376335,8614
X,1559783653,376402,3827
X,1559783654,376637,1815
X,1559783654,376767,957
X,1559783655,376809,563
X,1559783655,376752,402
X,1559783656,376693,283
X,1559783657,376815,189
X,1559783657,376825,146
O,1559783658,376795,120
O,1559783658,376941,118
O,1559783659,376916,244
O,1559783659,376827,149
O,1559783660,376811,147
O,1559783660,376816,127
O,1559783660,376729,197
O,1559783661,376620,184
O,1559783661,376644,224
O,1559783662,376662,185
O,1559783662,376609,281
O,1559783663,376640,197
O,1559783663,376722,213
O,1559783664,376875,346
O,1559783665,377018,291
O,1559783665,376947,175
O,1559783666,376953,220
O,1559783666,376865,212
O,1559783667,376804,250
O,1559783667,376683,449
O,1559783668,376572,886
O,1559783669,376456,721
O,1559783669,376485,396
O,1559783670,376459,265
O,1559783670,376468,284
O,1559783671,376505,240
O,1559783671,376462,194
O,1559783672,376468,189
O,1559783673,376467,96
O,1559783673,376426,193
O,1559783674,376423,183
O,1559783674,376422,111
O,1559783675,376435,99
P,1559783675,5272
O,1559783675,376413,172
O,1559783676,376388,130
O,1559783676,376415,129
O,1559783677,376411,156
O,1559783678,376470,205
O,1559783678,376441,166
O,1559783679,376471,193
O,1559783679,376459,118
O,1559783680,376436,192
O,1559783680,376443,157
O,1559783681,376432,149
O,1559783682,376409,154
O,1559783682,376382,246
O,1559783683,376393,228
O,1559783683,376437,143
O,1559783684,376442,180
O,1559783684,376406,246
O,1559783685,376407,102
O,1559783686,376426,172
O,1559783686,376360,314
O,1559783687,376350,201
O,1559783687,376301,366
O,1559783688,376252,286
O,1559783688,376319,235
O,1559783689,376352,214
O,1559783690,376369,568
O,1559783690,376311,316
O,1559783691,376336,262
O,1559783691,376315,193
O,1559783692,376312,129
O,1559783692,376362,156
O,1559783693,376372,116
O,1559783694,376345,117
O,1559783694,376382,120
O,1559783695,376357,77
O,1559783695,376297,159
O,1559783696,376380,108
O,1559783696,376360,99
O,1559783697,376278,120
O,1559783697,376301,148
O,1559783698,376305,96
O,1559783699,376329,123
O,1559783699,376384,147
O,1559783700,376288,157
O,1559783700,376204,133
O,1559783701,376308,107
O,1559783701,376313,60
O,1559783701,376346,90
O,1559783702,376322,131
O,1559783702,376297,135
O,1559783703,376273,261
O,1559783703,376209,250
O,1559783704,376241,246
P,1559783704,5271
O,1559783704,376290,142
O,1559783705,376260,116
O,1559783706,376273,178
O,1559783706,376323,132
T,1559783706,2856
D,1559783729,462848
R,1559783729,5C00DDFC36
R,1559783729,5C00DDFC36
R,1559783729,5C00DDFC36
X,1559783730,703649,6083
X,1559783731,703991,4107
X,1559783731,704300,2555
X,1559783732,710368,55442
X,1559783733,707928,56586
X,1559783733,711191,42852
X,1559783734,706789,24128
P,1559783734,5273
X,1559783734,702837,10245
X,1559783735,703388,4114
X,1559783735,703429,2866
X,1559783736,703466,2987
X,1559783737,703563,3851
X,1559783737,703706,1661
