H,1559078248,364729
P,1559078248,5351
P,1559078277,5350
P,1559078307,5351
P,1559078336,5349
P,1559078366,5350
P,1559078395,5350
P,1559078425,5352
P,1559078455,5351
P,1559078484,5352
P,1559078513,5351
P,1559078542,5350
P,1559078572,5351
P,1559078601,5351
P,1559078630,5350
P,1559078660,5350
P,1559078689,5351
P,1559078719,5349
P,1559078748,5351
P,1559078778,5351
D,1559078791,459776
D,1559078793,490496
D,1559078795,490496
D,1559078798,488704
R,1559078798,5C00DDFC36
R,1559078798,5C00DDFC36
X,1559078799,742018,18075
X,1559078800,742693,3086
X,1559078801,742795,6018
X,1559078801,742497,4497
X,1559078802,742657,2467
X,1559078802,742611,8434
X,1559078803,743205,6107
X,1559078803,742966,16486
X,1559078804,742726,33662
X,1559078805,742157,38948
X,1559078805,744616,19047
X,1559078806,743302,49779
X,1559078806,740555,24376
X,1559078807,746381,18121
P,1559078807,5343
X,1559078807,611150,3479
X,1559078808,376711,13782
X,1559078809,375798,3476
X,1559078809,375807,951
X,1559078810,375810,463
X,1559078810,375791,233
X,1559078811,375755,325
X,1559078811,375737,233
X,1559078812,375757,279
X,1559078813,375715,176
X,1559078813,375684,120
X,1559078814,375648,159
O,1559078814,375526,203
O,1559078815,375568,157
O,1559078815,375542,165
O,1559078816,375475,217
O,1559078816,375592,129
O,1559078817,375505,206
O,1559078818,375610,180
O,1559078818,375644,129
O,1559078819,375659,105
O,1559078819,375654,155
O,1559078820,375635,89
O,1559078820,375640,196
O,1559078821,375577,236
O,1559078822,375576,135
O,1559078822,375628,150
O,1559078823,375593,274
O,1559078823,375539,185
O,1559078824,375607,113
O,1559078824,375628,170
O,1559078825,375660,134
O,1559078826,375692,144
O,1559078826,375756,130
O,1559078827,375727,115
O,1559078827,375737,158
O,1559078827,375740,91
O,1559078827,375720,129
O,1559078828,375731,110
O,1559078829,375727,87
O,1559078829,375709,67
O,1559078830,375689,111
O,1559078830,375654,72
O,1559078831,375621,133
O,1559078831,375624,133
O,1559078832,375621,142
O,1559078832,375622,131
O,1559078833,375652,127
O,1559078834,375649,142
O,1559078834,375675,122
O,1559078835,375739,126
O,1559078835,375744,96
O,1559078836,375784,129
P,1559078836,5344
O,1559078836,375802,113
O,1559078837,375836,192
O,1559078838,375824,114
O,1559078838,375869,94
O,1559078839,375879,134
O,1559078839,375837,114
O,1559078840,375860,72
O,1559078840,375854,130
O,1559078841,375862,129
O,1559078842,375832,91
O,1559078842,375830,164
O,1559078843,375847,122
O,1559078843,375823,99
O,1559078844,375845,173
O,1559078844,375817,214
O,1559078845,375857,145
O,1559078846,375900,168
O,1559078846,375900,145
O,1559078847,375904,105
O,1559078847,375910,137
O,1559078848,375903,121
O,1559078848,375894,124
O,1559078849,375896,147
O,1559078849,375864,113
O,1559078850,375877,130
O,1559078851,375872,124
O,1559078851,375893,174
O,1559078852,375848,207
O,1559078852,375817,101
O,1559078853,375832,161
O,1559078853,375873,129
O,1559078854,375855,119
O,1559078855,375893,176
O,1559078855,375902,121
O,1559078856,375898,113
O,1559078856,375923,164
O,1559078857,375919,177
O,1559078857,375906,83
O,1559078858,375930,198
O,1559078859,375925,127
O,1559078859,375930,88
O,1559078860,375909,125
O,1559078860,375885,116
O,1559078861,375891,118
O,1559078861,375874,75
O,1559078862,375913,120
O,1559078863,375933,110
O,1559078863,375995,106
O,1559078864,376108,181
T,1559078864,2820
P,1559078866,5350
D,1559078883,444416
R,1559078883,5C00DDFC36
R,1559078883,5C00DDFC36
R,1559078883,5C00DDFC36
X,1559078885,722226,6800
X,1559078885,723086,6016
X,1559078886,722379,19383
X,1559078887,722805,5788
X,1559078887,722593,3183
X,1559078888,722965,7137
X,1559078888,722681,2845
X,1559078889,726645,65460
X,1559078889,719741,54784
X,1559078890,723373,3753
X,1559078890,720651,58632
X,1559078891,726893,27324
X,1559078892,723592,12549
X,1559078892,723448,7508
X,1559078893,723262,3483
X,1559078893,723640,19997
X,1559078894,722998,8160
X,1559078894,722969,4899
X,1559078895,709941,42492
P,1559078895,5342
X,1559078896,533061,12796
X,1559078896,378084,10336
X,1559078897,377799,1866
X,1559078897,377987,994
X,1559078898,378025,643
X,1559078898,378060,320
X,1559078899,377930,195
X,1559078900,377734,191
X,1559078900,377591,113
X,1559078901,377510,177
X,1559078901,377454,94
