8228532,883137,15893
X,1558228532,882330,19427
P,1558228532,5556
X,1558228533,883371,14545
X,1558228533,884599,19448
X,1558228534,882625,20369
X,1558228535,882936,10773
X,1558228535,882485,12665
X,1558228536,883045,8860
X,1558228536,882797,8402
X,1558228537,882985,13565
X,1558228537,883499,9970
X,1558228538,882942,7224
X,1558228539,883329,16702
X,1558228539,883012,11617
X,1558228540,883300,15240
X,1558228540,882882,15379
X,1558228541,883890,20091
X,1558228541,882824,11879
X,1558228542,883059,8665
X,1558228543,883095,6378
X,1558228543,883165,8503
X,1558228544,882881,11408
X,1558228544,883178,8298
X,1558228545,883025,4747
X,1558228545,882839,13770
X,1558228546,883359,8365
X,1558228546,883187,6325
X,1558228547,883249,10997
X,1558228548,883509,7437
X,1558228548,883218,8141
X,1558228549,883375,6936
X,1558228549,883143,3767
X,1558228550,882680,8384
X,1558228550,883198,8449
X,1558228551,883115,8219
X,1558228552,883167,5456
X,1558228552,883176,11043
X,1558228553,883156,11092
X,1558228553,883155,13219
X,1558228554,884084,22947
X,1558228554,881169,32849
X,1558228555,883205,13730
X,1558228556,883037,13064
X,1558228556,883994,17520
X,1558228557,881483,857
X,1558228557,883527,13871
X,1558228558,884745,28701
X,1558228558,881731,58355
X,1558228558,883285,6576
X,1558228559,882670,11392
X,1558228559,883147,2979
X,1558228560,883162,7980
X,1558228560,883282,8774
X,1558228561,883273,7622
X,1558228561,883506,6816
P,1558228562,5566
X,1558228562,882951,7008
X,1558228562,883250,11292
X,1558228563,883477,4238
X,1558228564,882949,10715
X,1558228564,883061,6164
X,1558228565,883445,12651
X,1558228565,883177,7094
X,1558228566,882779,10057
X,1558228566,884110,8374
X,1558228567,883079,20601
X,1558228568,882612,17024
X,1558228568,882276,52484
X,1558228569,883753,8546
X,1558228569,883083,8585
X,1558228570,883105,5422
X,1558228570,882874,26805
X,1558228571,883172,10977
X,1558228572,882975,3954
X,1558228572,882886,8892
X,1558228573,882944,8611
X,1558228573,882792,9328
X,1558228574,883328,6822
X,1558228574,882854,18039
X,1558228575,882998,8292
X,1558228576,883527,14585
X,1558228576,883376,12694
X,1558228577,882943,14006
X,1558228577,882992,15618
X,1558228578,883313,15587
X,1558228578,882858,8323
X,1558228579,883201,5259
X,1558228579,883045,4164
X,1558228580,882934,5229
X,1558228581,883434,5489
X,1558228581,883295,7565
X,1558228582,882869,5969
X,1558228582,883337,7004
X,1558228583,883353,11514
X,1558228583,883158,4296
X,1558228584,883010,9186
X,1558228585,883364,6580
X,1558228585,883359,3183
X,1558228586,883339,3929
X,1558228586,883284,12181
X,1558228587,883553,18839
X,1558228587,884101,17976
X,1558228588,881862,23495
X,1558228589,883391,10382
X,1558228589,883280,8675
X,1558228590,883019,4623
X,1558228590,882726,10186
X,1558228591,886661,15809
X,1558228591,884098,58179
P,1558228592,5565
X,1558228592,883693,8191
X,1558228593,882241,45799
X,1558228593,886224,29291
X,1558228594,883270,12480
X,1558228594,882718,10627
X,1558228595,883152,9864
X,1558228595,883420,11230
X,1558228596,882304,14736
X,1558228596,883297,11582
X,1558228597,882705,15367
X,1558228598,883440,10224
X,1558228598,883708,11331
X,1558228599,882936,9474
X,1558228599,883268,4990
X,1558228599,884020,12960
X,1558228599,883052,8882
X,1558228600,883368,11368
X,1558228601,883819,17518
X,1558228601,883172,11304
X,1558228602,883608,6377
X,1558228602,883075,10479
X,1558228603,883334,9370
X,1558228603,883326,8699
X,1558228604,883466,4066
X,1558228605,883162,8892
X,1558228605,883401,6013
X,1558228606,883172,9694
X,1558228606,883900,8412
X,1558228607,883028,14338
X,1558228607,883060,22356
X,1558228608,884451,55476
X,1558228609,882925,29657
X,1558228609,883460,9822
X,1558228610,883104,13072
X,1558228610,885113,41178
X,1558228611,885280,16998
X,1558228611,882316,14327
X,1558228612,882227,11188
X,1558228612,883877,17248
X,1558228613,885144,31731
X,1558228614,881300,33333
X,1558228614,884245,4327
X,1558228615,882200,18633
X,1558228615,882925,6801
X,1558228616,883193,8572
X,1558228616,883010,3748
X,1558228617,883160,6698
X,1558228618,882851,4813
X,1558228618,883569,5755
X,1558228619,883672,12848
