H,1549503221,312466
P,1549503221,5107
P,1549503250,5108
P,1549503279,5108
P,1549503309,5108
P,1549503339,5108
P,1549503368,5108
P,1549503398,5107
P,1549503427,5107
P,1549503456,5107
P,1549503485,5107
P,1549503515,5107
P,1549503544,5108
P,1549503573,5107
P,1549503603,5107
P,1549503633,5107
P,1549503662,5106
P,1549503691,5108
P,1549503721,5108
P,1549503750,5108
P,1549503779,5106
P,1549503809,5107
P,1549503838,5108
P,1549503867,5107
P,1549503896,5107
P,1549503927,5108
P,1549503956,5107
P,1549503985,5108
P,1549504015,5107
P,1549504044,5107
P,1549504073,5107
P,1549504102,5107
P,1549504132,5108
P,1549504161,5108
P,1549504190,5108
P,1549504221,5107
P,1549504251,5107
P,1549504280,5107
P,1549504309,5108
P,1549504339,5107
P,1549504368,5107
P,1549504397,5107
P,1549504427,5108
P,1549504456,5107
O,1549504471,331984,2130
O,1549504471,332163,99
O,1549504472,332101,91
O,1549504473,332093,141
O,1549504473,332111,155
O,1549504474,332114,90
O,1549504474,332077,78
O,1549504475,332131,138
O,1549504475,332147,157
O,1549504476,332133,84
O,1549504477,332131,105
O,1549504477,332120,91
O,1549504478,332123,119
O,1549504478,332139,85
O,1549504479,332139,162
O,1549504479,332161,109
O,1549504480,332149,90
O,1549504480,332153,126
O,1549504481,332174,79
O,1549504482,332180,86
O,1549504482,332153,114
O,1549504483,332162,72
O,1549504483,332158,97
O,1549504484,332189,109
O,1549504484,332173,51
O,1549504485,332177,95
P,1549504485,5100
O,1549504486,332182,69
O,1549504486,332183,51
O,1549504487,332170,98
O,1549504487,332164,62
O,1549504488,332163,87
O,1549504488,332158,95
O,1549504489,332150,88
O,1549504490,332151,85
O,1549504490,332166,87
O,1549504491,332152,73
O,1549504491,332180,132
O,1549504492,332184,61
O,1549504492,332173,135
O,1549504493,332168,117
O,1549504494,332187,130
O,1549504494,332187,146
O,1549504495,332180,103
O,1549504495,332192,108
O,1549504496,332188,83
O,1549504496,332177,90
O,1549504497,332174,91
O,1549504498,332196,83
O,1549504498,332154,100
O,1549504499,332189,86
O,1549504499,332175,117
O,1549504500,332173,76
O,1549504500,332170,124
O,1549504501,332165,52
O,1549504502,332144,130
O,1549504502,332143,75
O,1549504503,332135,105
O,1549504503,332124,73
O,1549504504,332133,96
O,1549504504,332144,131
O,1549504505,332172,124
O,1549504505,332174,92
O,1549504506,332190,101
O,1549504507,332181,128
O,1549504507,332202,122
O,1549504508,332196,61
O,1549504508,332186,69
O,1549504509,332176,47
O,1549504509,332177,171
O,1549504510,332137,89
O,1549504510,332161,148
O,1549504510,332155,93
O,1549504511,332099,102
O,1549504511,332196,119
O,1549504512,332216,133
O,1549504512,332136,101
O,1549504513,332177,105
O,1549504514,332162,104
O,1549504514,332165,101
P,1549504515,5099
O,1549504515,332181,127
O,1549504515,332208,100
O,1549504516,332190,106
O,1549504516,332149,54
O,1549504517,332131,158
O,1549504518,332174,65
O,1549504518,332172,91
O,1549504519,332154,83
O,1549504519,332203,96
O,1549504520,332190,54
O,1549504520,332178,87
O,1549504521,332149,101
O,1549504522,332168,111
O,1549504522,332169,112
O,1549504523,332165,77
O,1549504523,332163,146
O,1549504524,332183,109
O,1549504524,332166,120
O,1549504525,332143,148
O,1549504526,332162,134
O,1549504526,332186,101
O,1549504527,332183,63
T,1549504527,2710
P,1549504545,5107
P,1549504574,5107
P,1549504603,5107
P,1549504633,5107
P,1549504662,5107
P,1549504691,5107
P,1549504720,5106
P,1549504750,5108
P,1549504779,5107
P,1549504809,5108
P,1549504838,5107
P,1549504868,5107
P,1549504897,5107
P,1549504926,5107
P,1549504956,5107
P,1549504985,5108
P,1549505014,5107
P,1549505043,5107
P,1549505073,5108
P,1549505103,5107
P,1549505132,5108
P,1549505162,5108
P,1549505191,5107
P,1549505220,5107
P,1549505249,5108
P,1549505279,5108
P,1549505308,5108
P,1549505337,5107
P,1549505367,5108
P,1549505397,5108
P,1549505426,5107
P,1549505455,5107
P,1549505485,5106
P,1549505514,5107
P,1549505543,5106
P,1549505573,5107
P,1549505602,5107
P,1549505631,5108
P,1549505660,5107
P,1549505691,5107
P,1549505720,5106
P,1549505749,5107
P,1549505779,5106
P,1549505808,5108
P,1549505837,5108
P,1549505866,5108
P,1549505896,5108
P,1549505925,5107
P,1549505954,5108
P,1549505985,5107
P,1549506014,5107
P,1549506043,5106
P,1549506072,5108
P,1549506102,5107
P,1549506131,5105
P,1549506160,5107
P,1549506190,5108
P,1549506219,5107
