H,1548824043,312466
P,1548824043,5127
P,1548824074,5125
P,1548824103,5126
P,1548824132,5127
P,1548824162,5127
P,1548824191,5126
P,1548824220,5127
P,1548824249,5128
P,1548824279,5127
P,1548824308,5126
P,1548824337,5127
P,1548824368,5126
P,1548824397,5127
P,1548824426,5127
P,1548824455,5127
P,1548824485,5127
P,1548824514,5128
P,1548824543,5127
P,1548824573,5127
P,1548824602,5126
P,1548824631,5127
P,1548824661,5126
P,1548824691,5127
P,1548824720,5127
P,1548824749,5126
P,1548824779,5127
P,1548824808,5127
P,1548824837,5127
P,1548824866,5127
P,1548824896,5127
P,1548824925,5126
P,1548824955,5126
P,1548824985,5128
P,1548825014,5127
P,1548825043,5127
P,1548825072,5127
P,1548825102,5127
P,1548825132,5127
P,1548825161,5126
P,1548825191,5128
P,1548825220,5126
P,1548825250,5126
P,1548825279,5128
P,1548825309,5127
P,1548825338,5128
P,1548825367,5128
P,1548825396,5127
P,1548825426,5127
P,1548825455,5127
P,1548825484,5129
P,1548825514,5127
P,1548825544,5127
P,1548825573,5127
P,1548825602,5127
P,1548825632,5127
P,1548825661,5127
P,1548825690,5127
P,1548825720,5128
P,1548825749,5128
O,1548825754,327662,3060
O,1548825755,327510,1411
O,1548825755,327326,925
O,1548825756,327639,270
O,1548825756,326005,2457
O,1548825757,325965,1428
O,1548825758,326974,2395
O,1548825758,322534,4387
O,1548825759,321847,6837
O,1548825759,323413,1567
O,1548825760,325374,2192
O,1548825760,325438,3304
O,1548825761,324158,1197
O,1548825762,323994,3544
O,1548825762,322413,4516
O,1548825763,322748,3574
O,1548825763,317606,10176
O,1548825764,321653,5579
O,1548825764,323468,4641
O,1548825765,322442,2954
O,1548825765,322128,3195
O,1548825765,322790,2767
O,1548825766,320583,5337
O,1548825766,318837,4365
O,1548825767,316597,4489
O,1548825767,323536,3966
O,1548825768,325235,1343
O,1548825769,324884,1901
O,1548825769,326829,1244
O,1548825770,327796,1980
O,1548825770,327808,930
O,1548825771,327766,1712
O,1548825771,326668,1498
O,1548825772,326531,1378
O,1548825773,327120,1000
O,1548825773,326802,1280
O,1548825774,327641,523
O,1548825774,326345,4063
O,1548825775,324607,2890
O,1548825775,325604,1653
O,1548825776,325338,1841
O,1548825777,326084,1183
O,1548825777,326292,1704
O,1548825778,324899,1542
O,1548825778,324890,1751
P,1548825778,5120
O,1548825779,326659,1058
O,1548825779,326889,649
O,1548825780,327426,778
O,1548825780,327597,321
O,1548825781,327506,1196
O,1548825782,326477,613
O,1548825782,326433,718
O,1548825783,325787,1526
O,1548825783,324642,1672
O,1548825784,325599,829
O,1548825784,325763,243
O,1548825785,325697,680
O,1548825786,325094,293
O,1548825786,325354,497
O,1548825787,326082,449
O,1548825787,325873,478
O,1548825788,325535,1858
O,1548825788,325056,2123
O,1548825789,325552,1308
O,1548825790,325431,818
O,1548825790,326022,432
O,1548825791,326430,713
O,1548825791,326253,1549
O,1548825792,326778,829
O,1548825792,326038,695
O,1548825793,325699,923
O,1548825794,327125,648
O,1548825794,327018,934
O,1548825795,327002,1201
O,1548825795,326000,986
O,1548825796,325164,1101
O,1548825796,325483,719
O,1548825797,325165,523
O,1548825798,325530,583
O,1548825798,325750,617
O,1548825799,325823,445
O,1548825799,325968,242
O,1548825800,325669,573
O,1548825800,325565,594
O,1548825801,325599,151
O,1548825802,325325,756
O,1548825802,325432,1573
O,1548825803,325218,919
O,1548825803,325020,1230
O,1548825804,324909,1025
O,1548825804,323668,1325
O,1548825805,325195,1397
O,1548825805,325945,966
O,1548825806,326373,692
O,1548825806,327159,487
O,1548825806,327508,477
O,1548825807,326577,1062
O,1548825807,325672,278
P,1548825807,5120
O,1548825808,325606,1507
O,1548825808,325218,2302
O,1548825809,325134,2142
T,1548825809,2749
P,1548825838,5128
P,1548825867,5127
P,1548825896,5127
P,1548825926,5128
P,1548825955,5128
P,1548825984,5127
P,1548826013,5127
P,1548826043,5128
P,1548826072,5128
P,1548826101,5128
P,1548826132,5126
P,1548826161,5127
P,1548826190,5126
P,1548826219,5127
P,1548826249,5127
P,1548826278,5128
P,1548826307,5128
P,1548826337,5128
P,1548826366,5128
P,1548826395,5126
P,1548826425,5127
P,1548826455,5127
P,1548826484,5127
P,1548826513,5127
P,1548826543,5126
P,1548826572,5127
P,1548826601,5126
P,1548826630,5126
P,1548826660,5127
P,1548826689,5126
P,1548826719,5128
P,1548826749,5127
P,1548826778,5127
P,1548826807,5127
P,1548826836,5128
P,1548826866,5128
P,1548826895,5128
P,1548826924,5127
P,1548826954,5126
P,1548826983,5126
P,1548827013,5127
P,1548827042,5126
