H,1549471768,238276
P,1549471768,5098
P,1549471798,5099
P,1549471828,5098
P,1549471857,5099
P,1549471887,5099
P,1549471916,5099
P,1549471945,5100
P,1549471974,5098
P,1549472004,5098
P,1549472033,5099
P,1549472063,5099
P,1549472093,5099
P,1549472123,5099
P,1549472152,5099
P,1549472181,5097
P,1549472211,5099
P,1549472240,5100
P,1549472269,5100
P,1549472299,5099
P,1549472328,5100
P,1549472357,5099
P,1549472386,5099
P,1549472417,5099
P,1549472446,5098
P,1549472475,5100
P,1549472505,5098
P,1549472534,5100
P,1549472563,5099
P,1549472592,5100
P,1549472622,5101
P,1549472651,5100
P,1549472680,5100
P,1549472711,5098
P,1549472740,5098
P,1549472769,5099
P,1549472798,5100
P,1549472828,5102
P,1549472857,5100
P,1549472886,5100
P,1549472916,5101
P,1549472945,5098
P,1549472974,5099
P,1549473004,5100
P,1549473034,5099
P,1549473063,5099
P,1549473092,5100
P,1549473121,5100
P,1549473151,5099
P,1549473180,5099
P,1549473209,5099
P,1549473239,5098
P,1549473268,5098
P,1549473298,5098
P,1549473327,5099
P,1549473357,5099
P,1549473386,5099
P,1549473415,5099
P,1549473445,5099
P,1549473474,5099
P,1549473503,5099
P,1549473532,5098
P,1549473562,5100
P,1549473592,5100
P,1549473621,5099
P,1549473651,5100
P,1549473680,5100
P,1549473709,5098
P,1549473738,5100
P,1549473768,5100
P,1549473797,5100
O,1549473820,286638,1924
O,1549473821,286779,70
O,1549473821,286837,77
O,1549473822,286847,99
O,1549473822,286856,101
O,1549473823,286867,92
O,1549473824,286876,104
O,1549473824,286891,98
O,1549473825,286904,51
O,1549473825,286858,100
O,1549473826,286862,137
P,1549473826,5089
O,1549473826,286826,65
O,1549473827,286807,125
O,1549473827,286754,124
O,1549473828,286746,127
O,1549473829,286697,109
O,1549473829,286609,125
O,1549473830,286625,102
O,1549473830,286617,151
O,1549473831,286626,107
O,1549473831,286648,139
O,1549473832,286709,147
O,1549473833,286776,125
O,1549473833,286799,75
O,1549473834,286773,73
O,1549473834,286716,97
O,1549473835,286760,133
O,1549473835,286772,125
O,1549473836,286768,106
O,1549473837,286796,84
O,1549473837,286821,46
O,1549473838,286857,108
O,1549473838,286848,124
O,1549473839,286833,141
O,1549473839,286862,104
O,1549473840,286791,101
O,1549473840,286790,154
O,1549473841,286782,73
O,1549473842,286808,153
O,1549473842,286798,73
O,1549473843,286840,103
O,1549473843,286796,155
O,1549473844,286840,124
O,1549473844,286872,64
O,1549473845,286860,113
O,1549473846,286840,86
O,1549473846,286865,84
O,1549473847,286862,82
O,1549473847,286819,132
O,1549473848,286846,109
O,1549473848,286789,94
O,1549473849,286840,104
O,1549473850,286852,156
O,1549473850,286822,106
O,1549473851,286806,125
O,1549473851,286818,97
O,1549473852,286772,184
O,1549473852,286733,133
O,1549473853,286645,110
O,1549473854,286709,104
O,1549473854,286718,132
O,1549473855,286695,69
O,1549473855,286683,98
O,1549473856,286699,190
O,1549473856,286694,164
P,1549473856,5088
O,1549473857,286730,161
O,1549473857,286658,101
O,1549473858,286674,269
O,1549473859,286698,175
O,1549473859,286776,182
O,1549473859,286725,227
O,1549473859,286673,316
O,1549473860,286618,267
O,1549473860,286617,149
O,1549473861,286607,112
O,1549473862,286613,132
O,1549473862,286655,200
O,1549473863,286672,67
O,1549473863,286766,166
O,1549473864,286820,67
O,1549473864,286860,120
O,1549473865,286790,36
O,1549473866,286822,113
O,1549473866,286815,97
O,1549473867,286801,86
O,1549473867,286802,149
O,1549473868,286872,73
O,1549473868,286853,72
O,1549473869,286847,75
O,1549473870,286853,107
O,1549473870,286849,117
O,1549473871,286875,87
O,1549473871,286885,72
O,1549473872,286851,165
O,1549473872,286813,95
O,1549473873,286829,83
O,1549473873,286847,90
O,1549473874,286861,121
O,1549473875,286838,142
O,1549473875,286810,100
O,1549473876,286859,81
T,1549473876,2709
P,1549473886,5098
P,1549473915,5099
P,1549473944,5098
P,1549473974,5097
P,1549474003,5099
P,1549474032,5099
P,1549474062,5100
P,1549474091,5099
P,1549474120,5098
P,1549474149,5101
P,1549474180,5100
P,1549474209,5100
P,1549474238,5099
P,1549474268,5098
P,1549474297,5099
P,1549474326,5099
P,1549474355,5100
P,1549474385,5099
P,1549474414,5099
P,1549474443,5100
P,1549474474,5098
P,1549474503,5100
P,1549474532,5098
P,1549474561,5099
P,1549474591,5099
P,1549474620,5099
P,1549474649,5098
P,1549474679,5100
P,1549474709,5098
