H,1548254972,238276
X,1548254972,647566,422
X,1548254972,574705,48550
X,1548254973,564167,59734
X,1548254973,436516,57557
X,1548254974,243333,16487
X,1548254975,243253,4956
X,1548254975,243194,2118
X,1548254976,243082,756
X,1548254976,243012,327
X,1548254977,242926,316
P,1548254977,4955
X,1548254977,242753,374
X,1548254978,242386,314
X,1548254979,242652,239
X,1548254979,242675,1414
X,1548254980,242621,923
O,1548254980,242567,570
O,1548254981,288502,47643
T,1548254981,2789
D,1548254982,279552
X,1548254984,416567,23988
X,1548254985,439150,14862
X,1548254985,422150,39248
X,1548254986,370395,5630
X,1548254986,370485,1387
X,1548254987,370536,689
X,1548254987,370684,375
X,1548254988,370634,559
X,1548254988,370661,174
X,1548254989,370684,303
X,1548254990,370656,407
X,1548254990,370753,192
X,1548254991,370716,173
X,1548254991,370689,230
X,1548254992,370693,289
X,1548254992,370681,321
X,1548254993,370709,531
X,1548254994,370651,365
X,1548254994,370540,459
X,1548254995,370408,674
X,1548254995,370179,410
X,1548254995,370393,3111
X,1548254995,372348,29782
X,1548254996,297442,38189
X,1548254997,244643,9961
X,1548254997,244273,2968
X,1548254998,244260,1050
X,1548254998,244010,491
X,1548254999,243888,648
X,1548254999,243656,583
X,1548255000,243539,659
X,1548255000,243392,732
X,1548255001,243687,1157
X,1548255002,243500,982
X,1548255002,243134,571
C,1548255003,0
O,1548255003,243212,574
O,1548255003,243320,438
O,1548255004,243424,357
O,1548255004,243382,361
O,1548255005,243308,195
O,1548255006,243332,271
O,1548255006,243454,1872
P,1548255006,4951
O,1548255007,243195,2625
O,1548255007,243064,539
C,1548255008,0
O,1548255008,243183,1096
O,1548255008,243015,1274
O,1548255009,243008,924
O,1548255010,243204,1947
O,1548255010,243160,1365
O,1548255011,243111,2226
O,1548255011,243031,1124
O,1548255012,242926,1535
O,1548255012,242913,1468
O,1548255013,242787,1308
O,1548255014,242879,922
O,1548255014,242834,1846
O,1548255015,242863,1771
O,1548255015,242667,2202
O,1548255016,242554,2590
O,1548255016,242787,4672
O,1548255017,242712,2787
O,1548255017,242788,1245
O,1548255018,242349,1488
O,1548255019,242395,1741
O,1548255019,242669,1022
O,1548255020,242655,903
O,1548255020,242743,777
O,1548255021,242762,362
O,1548255021,242647,586
O,1548255022,242679,1332
O,1548255023,242458,394
O,1548255023,242587,459
O,1548255024,242641,690
O,1548255024,242653,402
O,1548255025,242654,323
O,1548255025,242770,299
O,1548255026,242720,339
O,1548255027,242687,274
O,1548255027,242664,290
O,1548255028,242713,360
O,1548255028,242574,203
O,1548255029,242666,253
O,1548255029,242683,415
O,1548255030,242704,479
O,1548255031,242768,335
O,1548255031,242809,271
O,1548255032,242726,656
O,1548255032,242642,936
O,1548255033,242658,892
O,1548255033,242617,434
O,1548255034,242542,408
O,1548255034,242474,487
O,1548255035,242596,800
O,1548255036,242252,855
O,1548255036,242326,807
P,1548255036,4952
O,1548255036,242359,870
O,1548255036,242294,969
O,1548255037,242186,675
O,1548255037,242300,1108
O,1548255038,242211,1123
O,1548255039,242512,911
O,1548255039,242627,798
O,1548255040,242626,1968
O,1548255040,242543,4070
O,1548255041,242265,4467
O,1548255041,242732,1791
O,1548255042,242646,1064
O,1548255043,242642,1056
O,1548255043,242842,977
O,1548255044,242952,2040
O,1548255044,242882,1841
O,1548255045,242683,1750
O,1548255045,242627,1301
O,1548255046,242517,856
O,1548255047,242595,643
O,1548255047,242604,513
O,1548255048,242671,211
O,1548255048,242774,734
O,1548255049,242777,638
O,1548255049,242691,323
O,1548255050,242777,420
O,1548255050,242894,433
O,1548255051,242875,1046
O,1548255052,242757,807
O,1548255052,242803,422
T,1548255052,2789
C,1548255059,0
E,1548255066,0
U,1548259200,0
E,1548259200,1
P,1548259200,5158
P,1548259229,5158
P,1548259258,5158
P,1548259288,5157
P,1548259317,5158
P,1548259346,5158
P,1548259375,5158
P,1548259405,5159
P,1548259434,5159
P,1548259464,5160
P,1548259494,5158
P,1548259523,5157
P,1548259552,5158
P,1548259581,5159
P,1548259611,5158
P,1548259640,5159
P,1548259669,5156
P,1548259699,5158
P,1548259728,5159
P,1548259758,5156
P,1548259787,5158
P,1548259817,5159
P,1548259846,5159
P,1548259875,5159
P,1548259905,5158
P,1548259934,5160
P,1548259963,5153
P,1548259992,5158
P,1548260022,5159
P,1548260052,5158
