H,1550456706,238276
P,1550456706,5109
P,1550456735,5110
P,1550456765,5108
P,1550456795,5110
P,1550456824,5111
P,1550456854,5111
P,1550456883,5110
P,1550456912,5110
P,1550456941,5111
P,1550456971,5111
P,1550457000,5111
P,1550457029,5113
P,1550457059,5110
P,1550457089,5110
P,1550457118,5111
P,1550457147,5111
P,1550457177,5110
P,1550457206,5110
P,1550457235,5112
P,1550457264,5111
P,1550457294,5112
P,1550457323,5112
P,1550457352,5111
P,1550457383,5112
P,1550457412,5110
P,1550457441,5111
P,1550457470,5111
P,1550457500,5111
P,1550457529,5111
P,1550457558,5112
P,1550457588,5111
P,1550457617,5110
P,1550457646,5110
P,1550457676,5109
P,1550457706,5110
P,1550457735,5111
P,1550457764,5111
P,1550457794,5111
P,1550457823,5110
P,1550457852,5110
P,1550457881,5111
O,1550457899,274291,3930
O,1550457900,273269,2705
O,1550457900,274066,3409
O,1550457901,273188,4321
O,1550457901,273187,3672
O,1550457902,274962,6165
O,1550457903,274984,10707
O,1550457903,272851,3245
O,1550457904,273350,6595
O,1550457904,274125,4168
O,1550457905,275103,3158
O,1550457905,275222,1917
O,1550457906,274460,5180
O,1550457906,274376,5308
O,1550457907,274397,1158
O,1550457908,273092,3471
O,1550457908,274893,3909
O,1550457909,274127,3917
O,1550457909,274905,2295
O,1550457910,276362,2608
O,1550457910,274635,4614
O,1550457911,274081,6196
P,1550457911,5100
O,1550457912,274753,5175
O,1550457912,274659,4266
O,1550457913,275435,4992
O,1550457913,277257,2791
O,1550457914,274969,1324
O,1550457914,275606,6358
O,1550457915,275176,2160
O,1550457916,275006,4450
O,1550457916,275553,2071
O,1550457917,273503,3750
O,1550457917,274242,5909
O,1550457918,277404,2785
O,1550457918,274905,4147
O,1550457919,274725,2489
O,1550457920,274433,4445
O,1550457920,276437,2540
O,1550457920,276614,3080
O,1550457920,275628,3055
O,1550457921,275547,1682
O,1550457921,275749,7043
O,1550457922,276273,2045
O,1550457922,276502,4305
O,1550457923,275456,4144
O,1550457924,274752,1772
O,1550457924,276455,6003
O,1550457925,275711,4869
O,1550457925,275050,3949
O,1550457926,275636,1403
O,1550457926,276671,2796
O,1550457927,274669,2413
O,1550457928,274898,3434
O,1550457928,272370,2633
O,1550457929,272659,3047
O,1550457929,274814,4479
O,1550457930,275549,4588
O,1550457930,275152,5701
O,1550457931,274735,6643
O,1550457932,272965,2808
O,1550457932,272305,5678
O,1550457933,272612,3909
O,1550457933,270645,6764
O,1550457934,273578,8157
O,1550457934,272885,5073
O,1550457935,272235,6883
O,1550457936,273347,6288
O,1550457936,274567,2486
O,1550457937,273448,6465
O,1550457937,273423,3878
O,1550457938,273454,3416
O,1550457938,270647,4553
O,1550457939,273082,5290
O,1550457939,273909,7416
O,1550457940,275169,4158
P,1550457940,5102
O,1550457941,274352,5702
O,1550457941,275965,4534
O,1550457942,272646,6521
O,1550457942,274808,4019
O,1550457943,275938,3871
O,1550457943,275730,2179
O,1550457944,276130,5822
O,1550457945,276192,3965
O,1550457945,277693,1505
O,1550457946,277399,1052
O,1550457946,277085,972
O,1550457947,275749,5525
O,1550457947,277776,752
O,1550457948,276508,1251
O,1550457949,277623,996
O,1550457949,277688,383
O,1550457950,277094,697
O,1550457950,277407,695
O,1550457951,277440,1342
O,1550457951,276887,2821
O,1550457952,277260,1470
O,1550457953,277263,1271
O,1550457953,277144,1019
O,1550457954,276385,1524
O,1550457954,276851,2233
O,1550457955,276172,2096
T,1550457955,2755
P,1550457970,5110
P,1550458000,5111
P,1550458030,5111
P,1550458059,5112
P,1550458088,5112
P,1550458118,5110
P,1550458147,5111
P,1550458176,5111
P,1550458206,5111
P,1550458235,5110
P,1550458265,5110
P,1550458294,5111
P,1550458324,5112
P,1550458353,5110
P,1550458382,5111
P,1550458412,5109
P,1550458441,5110
P,1550458470,5109
P,1550458499,5109
P,1550458529,5109
P,1550458559,5110
P,1550458588,5110
P,1550458618,5109
P,1550458647,5111
P,1550458676,5110
P,1550458705,5110
P,1550458735,5110
P,1550458764,5111
P,1550458793,5111
P,1550458823,5111
P,1550458853,5110
P,1550458882,5110
P,1550458911,5110
P,1550458941,5110
P,1550458970,5111
P,1550458999,5111
P,1550459028,5111
P,1550459058,5111
P,1550459087,5110
P,1550459116,5111
P,1550459147,5112
P,1550459176,5111
P,1550459205,5101
P,1550459234,5109
P,1550459264,5110
P,1550459293,5109
P,1550459322,5112
P,1550459352,5111
P,1550459381,5110
P,1550459410,5111
P,1550459440,5111
P,1550459470,5111
P,1550459499,5108
P,1550459528,5109
P,1550459558,5110
P,1550459587,5111
P,1550459616,5111
P,1550459645,5110
