56492,1369
D,156493,1368
D,156494,1367
D,156495,1369
D,156496,1361
D,156497,1369
D,156498,1354
D,156499,1366
D,156500,1367
D,156501,1379
D,156502,1367
D,156503,1368
D,156504,1370
D,156505,1369
D,156506,1368
D,156507,1366
D,156508,1350
D,156509,1368
D,156510,1365
D,156511,1359
D,156512,1365
D,156513,1368
D,156514,1369
D,156515,1365
D,156516,1373
D,156517,1366
D,156518,1412
D,156519,1362
P,156519,5617
D,156520,1377
D,156521,1387
D,156522,1350
D,156523,1354
D,156524,1368
D,156525,1367
D,156526,1407
D,156527,1417
D,156528,1368
D,156529,1368
D,156530,1366
D,156530,1362
D,156531,1397
D,156532,1421
D,156533,1341
D,156534,1367
D,156535,1399
D,156536,1357
D,156537,1345
D,156538,1323
D,156539,1386
D,156540,1338
D,156541,1376
D,156542,1369
D,156543,1358
D,156544,1366
D,156545,1367
D,156546,1368
D,156547,1372
D,156548,1352
P,156548,5617
D,156549,1370
D,156550,1388
D,156551,1376
D,156552,1387
D,156553,1369
D,156554,1391
D,156555,1324
D,156556,1306
D,156557,1390
D,156558,1369
D,156559,1366
D,156560,1358
D,156561,1363
D,156562,1374
D,156563,1385
D,156564,1377
D,156565,1351
D,156566,1367
D,156567,1387
D,156568,1365
D,156569,1360
D,156570,1371
D,156571,1377
D,156571,1372
D,156572,1371
D,156573,1354
D,156574,1374
D,156575,1351
D,156576,1372
D,156577,1369
P,156578,5616
D,156578,1363
D,156579,1357
D,156580,1346
D,156581,1375
D,156582,1355
D,156583,1368
D,156584,1360
D,156585,1369
D,156586,1374
D,156587,1396
D,156588,1368
D,156589,1358
D,156590,1366
D,156591,1359
D,156592,1374
D,156593,1355
D,156594,1364
D,156595,1384
D,156596,1348
D,156597,1402
D,156598,1376
D,156599,1363
D,156600,1358
D,156601,1365
D,156602,1361
D,156603,1368
D,156604,1368
D,156605,1392
D,156606,1380
D,156607,1380
P,156608,5617
D,156608,1364
D,156609,1328
D,156610,1355
D,156611,1398
D,156612,1364
D,156612,1349
D,156613,1381
D,156614,1366
D,156615,1332
D,156616,1426
D,156617,1366
D,156618,1346
D,156619,1368
D,156620,1349
D,156621,1380
D,156622,1368
D,156623,1371
D,156624,1373
D,156625,1370
D,156626,1367
D,156627,1356
D,156628,1304
D,156629,1330
D,156630,1377
D,156631,1370
D,156632,1369
D,156633,1370
D,156634,1369
D,156635,1427
D,156636,1378
P,156637,5616
