6,1361
D,412788,1364
D,412790,1362
D,412792,1365
D,412795,1365
D,412796,1364
D,412798,1363
D,412800,1362
D,412802,1348
D,412805,1360
D,412807,1363
D,412809,1362
P,412810,5532
D,412811,1363
D,412813,1361
D,412816,1359
D,412818,1366
D,412820,1363
D,412822,1361
D,412824,1348
D,412827,1357
D,412829,1368
D,412831,1362
D,412833,1363
D,412835,1363
D,412837,1359
D,412839,1362
P,412839,5533
D,412841,1354
D,412843,1363
D,412845,1366
D,412848,1364
D,412850,1367
D,412852,1363
D,412854,1364
D,412856,1360
D,412859,1362
D,412861,1363
D,412863,1361
D,412865,1365
D,412867,1364
P,412869,5533
D,412870,1363
D,412872,1361
D,412874,1362
D,412876,1365
D,412878,1356
D,412880,1348
D,412882,1360
D,412884,1364
D,412886,1362
D,412889,1361
D,412891,1363
D,412893,1363
D,412895,1364
D,412897,1361
P,412899,5533
D,412900,1364
D,412902,1364
D,412904,1365
D,412906,1364
D,412908,1359
D,412911,1362
D,412913,1362
D,412915,1360
D,412917,1364
D,412919,1360
D,412921,1361
D,412923,1361
D,412925,1358
D,412927,1373
P,412928,5532
D,412929,1356
D,412932,1363
D,412934,1358
D,412936,1359
D,412938,1360
D,412940,1365
D,412943,1360
D,412945,1365
D,412947,1362
D,412949,1365
D,412951,1364
D,412954,1362
D,412956,1363
P,412958,5531
D,412958,1362
D,412960,1362
D,412961,1362
D,412964,1363
D,412966,1364
D,412968,1363
D,412970,1362
D,412972,1361
D,412975,1363
D,412977,1363
D,412979,1362
D,412981,1365
D,412983,1364
D,412986,1362
P,412987,5532
D,412988,1362
D,412990,1359
D,412992,1363
D,412994,1363
D,412997,1359
D,412999,1372
D,413001,1361
D,413002,1364
D,413004,1360
D,413007,1362
D,413009,1359
D,413011,1363
D,413013,1359
D,413015,1364
P,413016,5532
D,413018,1381
D,413020,1363
D,413022,1362
D,413024,1363
D,413026,1362
D,413029,1358
D,413031,1365
D,413033,1364
D,413035,1364
D,413037,1367
D,413040,1363
D,413042,1361
D,413043,1369
P,413045,5532
D,413045,1363
D,413047,1363
D,413050,1363
D,413052,1365
D,413054,1365
D,413056,1363
D,413058,1363
