H,1548703383,4141467
X,1548703383,4748713,270
X,1548703384,4748716,772
X,1548703384,4748724,665
X,1548703385,4748731,555
X,1548703385,4748677,1005
X,1548703386,4748763,2645
X,1548703387,4748786,1489
X,1548703387,4748751,1221
X,1548703387,4748741,546
X,1548703387,4748745,1006
X,1548703388,4748673,758
X,1548703388,4748684,890
X,1548703389,4748712,461
X,1548703390,4748713,334
X,1548703390,4748718,462
X,1548703391,4748741,360
X,1548703391,4748703,237
X,1548703392,4748740,271
X,1548703392,4748727,229
A,1548703392,4748719,68
T,1548703393,2986
U,1548703393,0
X,1548703394,4748741,234
X,1548703395,4748714,304
X,1548703395,4748733,273
X,1548703396,4748725,124
X,1548703397,4748732,216
P,1548703397,4437
X,1548703397,4748725,248
X,1548703398,4748736,222
X,1548703398,4748731,269
X,1548703399,4748713,177
X,1548703399,4748723,178
X,1548703400,4748714,147
X,1548703401,4748723,197
X,1548703401,4747728,47240
X,1548703402,4150892,18168
X,1548703402,4141598,15295
X,1548703403,4141486,9096
X,1548703403,4141519,5345
X,1548703404,4141472,3498
X,1548703405,4141500,2548
X,1548703405,4141496,1263
X,1548703406,4141495,1019
X,1548703406,4141454,935
X,1548703407,4141460,699
X,1548703407,4141500,1148
O,1548703408,4141480,757
O,1548703409,4141504,706
O,1548703409,4141493,763
O,1548703410,4141509,803
O,1548703410,4141478,592
O,1548703411,4141470,347
O,1548703411,4141485,329
O,1548703412,4141506,180
O,1548703413,4141475,271
O,1548703413,4141488,202
O,1548703414,4141476,172
O,1548703414,4141481,146
O,1548703415,4141473,155
O,1548703415,4141483,237
O,1548703416,4141458,177
O,1548703416,4141468,184
O,1548703417,4141464,169
O,1548703418,4141469,97
O,1548703418,4141440,146
O,1548703419,4141438,135
O,1548703419,4141433,184
O,1548703420,4141434,100
O,1548703420,4141455,123
O,1548703421,4141440,146
O,1548703422,4141443,172
O,1548703422,4141432,156
O,1548703423,4141427,201
O,1548703423,4141431,133
O,1548703424,4141407,228
O,1548703424,4141460,268
O,1548703425,4141429,313
O,1548703426,4141447,200
O,1548703426,4141433,288
O,1548703427,4141437,200
P,1548703427,4427
O,1548703427,4141424,144
O,1548703428,4141426,231
O,1548703428,4141421,215
O,1548703428,4141432,157
O,1548703429,4141437,290
O,1548703429,4141417,150
O,1548703430,4141422,199
O,1548703430,4141426,273
O,1548703431,4141423,118
O,1548703431,4141433,209
O,1548703432,4141434,273
O,1548703433,4141427,122
O,1548703433,4141423,139
O,1548703434,4141428,123
O,1548703434,4141421,133
O,1548703435,4141426,197
O,1548703435,4141418,264
O,1548703436,4141403,368
O,1548703436,4141411,340
O,1548703437,4141399,494
O,1548703438,4141395,283
O,1548703438,4141419,772
O,1548703439,4141373,324
O,1548703439,4141398,292
O,1548703440,4141395,326
O,1548703440,4141428,281
O,1548703441,4141437,150
O,1548703442,4141418,273
O,1548703442,4141434,245
O,1548703443,4141421,184
O,1548703443,4141421,714
O,1548703444,4141412,401
O,1548703444,4141423,356
O,1548703445,4141392,373
O,1548703446,4141412,321
O,1548703446,4141413,155
O,1548703447,4141425,137
O,1548703447,4141428,220
O,1548703448,4141433,338
O,1548703448,4141429,237
O,1548703449,4141434,226
O,1548703450,4141406,276
O,1548703450,4141431,202
O,1548703451,4141435,186
O,1548703451,4141569,557
O,1548703452,4141770,690
O,1548703452,4141977,1705
O,1548703453,4141409,287
O,1548703454,4141517,249
O,1548703454,4141611,979
O,1548703455,4141568,825
O,1548703455,4141571,442
O,1548703456,4141412,812
P,1548703456,4423
O,1548703456,4141361,572
O,1548703457,4141417,1013
O,1548703457,4141367,817
T,1548703458,2987
D,1548703459,2717696
C,1548703459,0
X,1548703461,4138780,26731
X,1548703461,4141454,260
X,1548703462,4141430,317
X,1548703462,4141431,685
X,1548703463,4141348,547
X,1548703464,4141381,243
X,1548703464,4141387,218
X,1548703465,4251727,11976
X,1548703465,4263507,9597
X,1548703466,4263747,3635
X,1548703466,4263647,2446
X,1548703467,4263640,1658
X,1548703467,4263640,799
X,1548703468,4263628,852
X,1548703469,4263644,504
X,1548703469,4264297,19805
X,1548703469,4187290,63034
X,1548703469,4141230,311
X,1548703470,4141259,629
X,1548703470,4233072,64396
X,1548703471,4384488,14260
X,1548703472,4384599,9236
X,1548703472,4384721,6618
X,1548703473,4384731,4768
X,1548703473,4384743,3701
X,1548703474,4384691,2321
X,1548703474,4384668,1601
X,1548703475,4384645,1095
X,1548703476,4384643,869
X,1548703476,4384620,888
