H,1552078094,299960
T,1552078094,2799
U,1552078094,0
X,1552078096,599507,526
X,1552078097,599508,647
X,1552078097,599568,630
X,1552078098,599575,670
X,1552078098,599534,372
X,1552078099,599494,786
X,1552078099,599444,1040
X,1552078100,599571,640
X,1552078100,599582,647
X,1552078101,599568,636
X,1552078102,599554,957
X,1552078102,599487,648
X,1552078103,599562,744
X,1552078103,599568,1159
X,1552078104,599718,787
X,1552078104,599556,627
X,1552078105,599519,701
X,1552078106,599395,624
X,1552078106,599239,1236
X,1552078107,599180,840
X,1552078107,599175,812
X,1552078108,599184,815
X,1552078108,599294,920
A,1552078108,599476,543
T,1552078109,2799
U,1552078109,0
X,1552078110,599207,978
X,1552078111,599219,786
X,1552078112,599216,522
X,1552078112,599227,978
P,1552078113,5160
X,1552078113,599231,921
X,1552078113,599190,784
X,1552078114,599224,725
X,1552078114,599199,824
X,1552078115,599199,873
X,1552078115,599144,833
X,1552078116,599139,556
X,1552078117,599109,1038
X,1552078117,599075,594
X,1552078118,599217,957
X,1552078118,599181,731
X,1552078119,599151,723
X,1552078119,599150,913
X,1552078120,599098,941
X,1552078121,599166,622
X,1552078121,599158,827
X,1552078122,599149,486
A,1552078122,599177,156
T,1552078122,2799
U,1552078122,0
X,1552078124,599246,957
X,1552078124,599318,597
X,1552078125,599242,692
X,1552078125,599211,808
X,1552078126,599180,673
X,1552078126,599188,666
X,1552078127,599207,797
X,1552078128,599158,483
X,1552078128,599204,707
X,1552078129,599181,1092
X,1552078129,599171,668
X,1552078130,599253,953
X,1552078130,599276,564
X,1552078131,599287,987
X,1552078131,599208,885
X,1552078131,599282,630
X,1552078132,599267,773
X,1552078132,599299,1335
X,1552078133,599252,675
X,1552078133,599206,928
X,1552078134,599270,769
X,1552078135,599264,760
A,1552078135,599234,160
T,1552078135,2799
U,1552078135,0
X,1552078137,599255,437
X,1552078137,599249,549
X,1552078138,599023,4270
X,1552078138,599313,3483
X,1552078139,598499,5831
X,1552078139,598610,1109
X,1552078140,598502,634
X,1552078140,598577,653
X,1552078141,598598,738
X,1552078142,598601,844
P,1552078142,5160
X,1552078142,598605,438
X,1552078143,598586,427
X,1552078143,598627,604
X,1552078144,598655,848
X,1552078144,599293,5398
X,1552078145,598648,2322
X,1552078146,598816,774
X,1552078146,598898,831
X,1552078147,598931,804
X,1552078147,598950,688
X,1552078148,599011,1034
X,1552078148,598932,479
X,1552078149,599035,772
X,1552078150,599007,482
X,1552078150,599077,921
X,1552078151,598814,2135
X,1552078151,598659,2233
X,1552078152,598582,1045
X,1552078152,598645,789
X,1552078153,598650,848
A,1552078153,598809,753
T,1552078153,2799
U,1552078153,0
X,1552078155,598637,1058
X,1552078155,598706,993
X,1552078156,598576,959
X,1552078157,598696,1687
X,1552078157,598648,3356
X,1552078158,598836,662
X,1552078158,598832,1537
X,1552078159,598813,533
X,1552078159,598756,972
X,1552078160,598719,784
X,1552078161,598811,492
X,1552078161,598862,1074
X,1552078162,598796,590
X,1552078162,601226,19516
X,1552078163,598529,9360
X,1552078163,599420,3925
X,1552078164,599529,1151
X,1552078165,599456,889
X,1552078165,599404,719
X,1552078166,599493,995
X,1552078166,599504,1034
X,1552078167,599512,1038
X,1552078167,599494,713
X,1552078168,599486,737
X,1552078168,599466,2283
X,1552078169,599575,1873
X,1552078170,599693,979
X,1552078170,599656,675
X,1552078171,599644,1084
X,1552078171,599578,1694
P,1552078172,5161
X,1552078172,599814,1074
X,1552078172,599846,784
X,1552078172,599765,628
X,1552078173,599767,972
X,1552078173,599731,1016
X,1552078174,599793,806
X,1552078174,599783,650
A,1552078174,599282,1270
T,1552078174,2799
U,1552078175,0
X,1552078176,599758,825
X,1552078177,599750,677
X,1552078177,599439,5548
X,1552078178,599713,3057
X,1552078179,599391,890
X,1552078179,599438,1297
X,1552078180,599352,1990
X,1552078180,598846,2554
X,1552078181,599046,1169
X,1552078181,599090,1204
X,1552078182,599084,645
X,1552078182,599099,728
X,1552078183,599122,756
X,1552078184,599199,1145
X,1552078184,599093,943
X,1552078185,599088,746
X,1552078185,599072,926
X,1552078186,599056,1248
X,1552078186,599143,822
X,1552078187,599113,1497
X,1552078188,599144,768
X,1552078188,599129,823
