H,1552163113,299960
X,1552163113,648097,14104
X,1552163113,645366,12475
X,1552163114,651542,5717
X,1552163114,651888,23746
X,1552163115,647902,11704
X,1552163115,649792,9046
X,1552163116,650560,4368
X,1552163117,653078,4549
X,1552163117,653717,6148
X,1552163118,653557,8290
X,1552163118,654129,9004
X,1552163119,652877,7535
X,1552163119,654520,7163
X,1552163120,653104,5132
X,1552163121,651815,2835
X,1552163121,651495,2195
X,1552163122,654268,6524
X,1552163122,656729,5670
X,1552163123,655759,4343
X,1552163123,659569,6187
X,1552163124,657041,5624
X,1552163125,653109,5821
X,1552163125,655149,6968
X,1552163126,658744,15301
X,1552163126,656922,31688
X,1552163127,653382,4305
X,1552163127,652020,5837
X,1552163128,653494,4098
X,1552163128,651215,6088
X,1552163129,651607,2929
X,1552163130,649934,4512
X,1552163130,650225,5242
X,1552163131,653386,2619
X,1552163131,653002,3312
X,1552163132,651950,1610
P,1552163132,5156
X,1552163132,652011,1741
X,1552163133,652611,1650
X,1552163134,652122,1319
X,1552163134,652554,2069
X,1552163135,652819,4178
X,1552163135,652586,2907
X,1552163136,652523,2176
X,1552163136,652575,931
X,1552163137,653114,3568
X,1552163138,652330,1542
X,1552163138,653249,894
X,1552163139,653312,1939
X,1552163139,653511,1222
X,1552163140,653582,1815
X,1552163140,653233,1418
X,1552163141,652735,1452
X,1552163142,652684,2089
X,1552163142,651742,872
X,1552163143,647378,34301
X,1552163143,656608,26644
X,1552163143,657763,37357
X,1552163143,651962,23307
X,1552163144,652101,6808
X,1552163144,652284,11222
X,1552163145,652615,11122
X,1552163146,651003,14699
X,1552163146,651745,9863
X,1552163147,649686,7595
X,1552163147,654287,19274
X,1552163148,654967,8604
X,1552163148,649859,10444
X,1552163149,651597,5538
X,1552163150,649541,6223
X,1552163150,650600,7552
X,1552163151,650919,2279
X,1552163151,652684,3619
X,1552163152,654524,2570
X,1552163152,654815,1799
X,1552163153,654495,3927
X,1552163154,655876,6545
X,1552163154,653365,6891
X,1552163155,657835,10223
X,1552163155,657180,19240
X,1552163156,654086,18335
X,1552163156,656508,11456
X,1552163157,656809,7154
X,1552163157,653632,6886
X,1552163158,652935,9695
X,1552163159,656302,8942
X,1552163159,653285,10991
X,1552163160,652921,21568
X,1552163160,648750,12253
X,1552163161,649109,11396
P,1552163161,5153
X,1552163161,653451,4413
X,1552163162,654058,2310
X,1552163163,652588,3044
X,1552163163,652167,3329
X,1552163164,650106,2913
X,1552163164,652862,3685
X,1552163165,653529,2946
X,1552163165,652907,1605
X,1552163166,653567,2536
X,1552163167,653769,2056
X,1552163167,652713,2108
X,1552163168,652719,2943
X,1552163168,652048,4983
X,1552163169,652096,4036
X,1552163169,651599,3732
X,1552163170,651897,2179
X,1552163171,652018,2164
X,1552163171,653234,2191
X,1552163172,652188,1922
X,1552163172,653774,1782
X,1552163173,656646,14560
X,1552163173,657007,16866
X,1552163174,651847,4184
X,1552163174,652629,2433
X,1552163175,653423,1609
X,1552163176,654151,1421
X,1552163176,652172,8238
X,1552163177,651564,5270
X,1552163177,649937,5328
X,1552163178,650887,5075
X,1552163178,652822,1937
X,1552163179,653240,2107
X,1552163180,653237,1785
X,1552163180,654624,7674
X,1552163181,655083,13081
X,1552163181,656254,4268
X,1552163182,655102,8736
X,1552163182,654954,5124
X,1552163183,650251,4570
X,1552163184,654023,2873
X,1552163184,654058,2928
X,1552163184,654094,1849
X,1552163184,652675,2531
X,1552163185,650606,4067
X,1552163185,651036,3882
X,1552163186,650623,3060
X,1552163186,650064,2478
X,1552163187,650643,2536
X,1552163188,651634,2408
X,1552163188,653304,1287
X,1552163189,654505,1127
X,1552163189,652517,5736
X,1552163190,652654,2621
P,1552163190,5154
X,1552163190,652914,1965
X,1552163191,652988,1061
X,1552163192,653186,1256
X,1552163192,652478,1767
X,1552163193,651681,3038
X,1552163193,650056,3843
X,1552163194,652277,4108
X,1552163194,654417,2969
X,1552163195,654295,2291
X,1552163196,653535,2188
X,1552163196,649244,2970
X,1552163197,651349,4177
X,1552163197,651384,2387
X,1552163198,650970,5094
X,1552163198,652063,2698
X,1552163199,651782,2612
X,1552163200,652049,1251
X,1552163200,652730,1759
X,1552163201,653507,1691
X,1552163201,654483,1397
X,1552163202,653990,2451
X,1552163202,654140,1515
X,1552163203,654015,1297
X,1552163203,654014,1329
X,1552163204,653847,1555
X,1552163205,653462,1946
X,1552163205,652618,1
