8724,5134
P,1550678753,5135
P,1550678784,5135
P,1550678813,5134
P,1550678842,5134
P,1550678872,5134
P,1550678901,5133
P,1550678930,5134
P,1550678959,5135
P,1550678989,5134
P,1550679018,5133
P,1550679047,5135
P,1550679078,5134
P,1550679107,5136
P,1550679136,5136
P,1550679165,5134
P,1550679195,5135
P,1550679224,5135
P,1550679253,5133
P,1550679283,5131
P,1550679312,5134
P,1550679341,5134
P,1550679371,5133
P,1550679401,5133
P,1550679430,5134
P,1550679459,5134
P,1550679489,5134
P,1550679518,5135
P,1550679547,5134
P,1550679576,5133
P,1550679606,5133
P,1550679635,5134
P,1550679665,5134
P,1550679695,5133
P,1550679724,5135
P,1550679753,5133
P,1550679782,5134
P,1550679812,5135
P,1550679841,5135
P,1550679870,5133
P,1550679900,5134
P,1550679929,5134
P,1550679959,5133
P,1550679988,5134
P,1550680018,5135
P,1550680047,5133
P,1550680076,5133
P,1550680105,5133
P,1550680135,5133
P,1550680164,5134
P,1550680193,5135
P,1550680223,5136
P,1550680253,5135
P,1550680282,5133
P,1550680311,5135
P,1550680341,5135
P,1550680370,5134
P,1550680399,5134
P,1550680429,5134
P,1550680458,5133
P,1550680487,5135
P,1550680516,5135
P,1550680547,5133
P,1550680576,5135
P,1550680605,5135
P,1550680635,5135
P,1550680664,5133
P,1550680693,5134
P,1550680722,5135
P,1550680752,5133
P,1550680781,5133
P,1550680810,5135
P,1550680841,5134
P,1550680870,5134
P,1550680899,5134
P,1550680928,5135
P,1550680958,5134
P,1550680987,5135
P,1550681016,5133
P,1550681046,5134
P,1550681075,5132
P,1550681104,5135
P,1550681134,5132
P,1550681164,5134
P,1550681193,5135
P,1550681222,5133
P,1550681252,5134
P,1550681281,5135
P,1550681310,5134
P,1550681340,5133
P,1550681370,5135
P,1550681399,5134
P,1550681429,5134
P,1550681459,5135
P,1550681488,5133
P,1550681517,5134
P,1550681546,5133
P,1550681576,5134
P,1550681605,5133
P,1550681634,5133
O,1550681645,244946,1622
T,1550681646,2845
P,1550681664,5133
P,1550681693,5132
P,1550681723,5135
P,1550681752,5134
P,1550681782,5134
P,1550681811,5135
P,1550681840,5133
P,1550681869,5134
P,1550681899,5134
P,1550681928,5133
P,1550681957,5134
P,1550681987,5133
P,1550682017,5134
P,1550682046,5134
P,1550682075,5134
P,1550682105,5134
P,1550682134,5134
P,1550682163,5135
P,1550682193,5133
P,1550682222,5134
P,1550682251,5134
P,1550682280,5134
P,1550682311,5134
P,1550682340,5133
P,1550682369,5135
P,1550682399,5134
P,1550682428,5134
P,1550682457,5134
P,1550682486,5133
P,1550682516,5133
P,1550682545,5133
P,1550682574,5134
P,1550682605,5135
P,1550682634,5134
P,1550682663,5134
P,1550682692,5135
P,1550682722,5135
P,1550682751,5132
P,1550682780,5133
P,1550682810,5133
P,1550682839,5134
P,1550682868,5134
P,1550682898,5135
P,1550682928,5133
P,1550682957,5134
P,1550682986,5135
P,1550683016,5134
P,1550683045,5133
P,1550683074,5135
P,1550683103,5135
P,1550683133,5134
P,1550683162,5134
P,1550683192,5136
P,1550683222,5134
P,1550683251,5135
P,1550683280,5133
P,1550683309,5134
P,1550683339,5134
P,1550683368,5135
P,1550683397,5134
P,1550683427,5135
P,1550683456,5133
P,1550683486,5134
P,1550683515,5133
P,1550683545,5134
P,1550683574,5135
P,1550683603,5135
P,1550683632,5135
P,1550683662,5135
P,1550683691,5134
P,1550683720,5132
P,1550683750,5134
P,1550683780,5134
P,1550683809,5135
P,1550683838,5133
P,1550683868,5134
P,1550683897,5133
P,1550683926,5134
P,1550683956,5134
P,1550683986,5132
P,1550684015,5135
P,1550684044,5135
P,1550684075,5135
P,1550684104,5135
P,1550684133,5134
P,1550684163,5133
P,1550684192,5134
P,1550684221,5134
P,1550684250,5136
P,1550684280,5134
P,1550684309,5133
P,1550684338,5132
P,1550684369,5133
P,1550684398,5133
P,1550684427,5131
P,1550684456,5133
P,1550684486,5133
P,1550684515,5132
P,1550684544,5131
P,1550684574,5133
P,1550684603,5133
P,1550684632,5135
P,1550684662,5134
P,1550684692,5135
P,1550684721,5134
P,1550684750,5133
P,1550684780,5134
P,1550684809,5134
P,1550684838,5133
P,1550684867,5135
P,1550684897,5134
P,1550684926,5132
P,1550684956,5135
P,1550684986,5134
P,1550685015,5133
P,1550685044,5135
P,1550685073,5135
P,1550685103,5133
P,1550685132,5133
P,1550685161,5133
O,1550685171,245693,1694
T,1550685171,2828
P,1550685191,5131
P,1550685220,5131
P,1550685250,5133
P,1550685279,5132
P,1550685309,5134
P,1550685338,5132
P,1550685367,5133
P,1550685396,5135
P,1550685426,5133
P,1550685455,5133
P,1550685484,5134
P,1550685514,5134
D,1550685521,178944
P,1550685544,5133
P,1550685573,5132
P,1550685602,5133
P,1550685632,5134
