H,1549822816,188453
X,1549822816,241522,761
X,1549822817,240005,1089
X,1549822817,240996,1387
X,1549822818,240474,960
X,1549822818,240345,1276
X,1549822819,239671,2196
X,1549822820,239408,1667
X,1549822820,240544,347
X,1549822821,241298,1579
X,1549822821,241923,710
X,1549822822,242219,1046
X,1549822822,242837,1128
X,1549822823,242350,805
X,1549822824,241877,1167
X,1549822824,241589,1041
X,1549822825,241875,688
X,1549822825,241704,533
X,1549822826,240922,1359
X,1549822826,241113,1012
X,1549822827,240809,1071
X,1549822828,241005,306
X,1549822828,240770,841
X,1549822829,240646,277
X,1549822829,240547,305
X,1549822830,240764,677
A,1549822830,241245,1876
T,1549822830,2791
U,1549822830,57313
X,1549822832,241431,135
X,1549822832,241262,508
X,1549822833,241235,334
X,1549822833,241465,231
X,1549822834,241706,173
X,1549822835,241683,215
X,1549822835,241780,214
X,1549822836,241698,177
X,1549822836,241670,131
X,1549822837,241644,125
P,1549822837,5117
X,1549822837,241582,68
X,1549822838,241558,511
X,1549822839,241823,488
X,1549822839,242175,566
X,1549822840,242107,491
X,1549822840,241255,2560
X,1549822841,240896,1177
X,1549822841,241324,1159
X,1549822842,241786,909
X,1549822843,241489,1410
X,1549822843,240872,900
X,1549822844,241007,572
X,1549822844,241459,667
X,1549822845,241356,922
A,1549822845,241564,1303
T,1549822845,2791
U,1549822845,57313
X,1549822847,241350,677
X,1549822847,240967,1091
X,1549822848,241303,377
X,1549822848,242067,1373
X,1549822849,241470,1486
X,1549822849,241323,1069
X,1549822849,241673,1068
X,1549822850,240681,2615
X,1549822850,240311,1080
X,1549822851,240850,595
X,1549822851,241031,1141
X,1549822852,241048,679
X,1549822853,241097,499
X,1549822853,240933,932
X,1549822854,240980,1345
X,1549822854,240463,587
X,1549822855,240754,733
X,1549822855,240667,554
X,1549822856,240998,451
X,1549822857,241256,833
X,1549822857,240625,923
X,1549822858,240497,760
X,1549822858,240760,525
X,1549822859,241283,331
X,1549822859,241205,582
X,1549822860,240960,248
X,1549822861,241077,385
X,1549822861,241518,232
X,1549822862,241678,159
A,1549822862,241016,1215
T,1549822862,2791
U,1549822862,57313
X,1549822864,241314,192
X,1549822864,241402,693
X,1549822865,241556,860
X,1549822865,241751,418
X,1549822866,241884,329
P,1549822866,5118
X,1549822866,241995,246
X,1549822867,242462,552
X,1549822868,242205,310
X,1549822868,242171,492
X,1549822869,242388,227
X,1549822869,242262,133
X,1549822870,242126,192
X,1549822870,241999,185
X,1549822871,242104,232
X,1549822872,242102,136
X,1549822872,242012,418
X,1549822873,242096,81
X,1549822873,241976,255
X,1549822874,241767,132
X,1549822874,241781,146
A,1549822874,241967,1148
T,1549822875,2791
U,1549822875,57313
X,1549822876,241241,382
X,1549822877,241319,339
X,1549822877,241009,827
X,1549822878,240905,527
X,1549822879,241201,545
X,1549822879,241035,876
X,1549822880,241085,901
X,1549822880,241259,922
X,1549822881,241398,442
X,1549822881,241751,684
X,1549822882,242242,473
X,1549822883,241926,949
X,1549822883,241276,623
X,1549822884,241721,575
X,1549822884,241802,1072
X,1549822885,241199,574
X,1549822885,241646,312
X,1549822886,241673,339
X,1549822887,241059,618
X,1549822887,241725,296
X,1549822888,241572,581
A,1549822888,241412,1337
T,1549822888,2791
U,1549822888,57313
X,1549822890,241018,1229
X,1549822890,240931,621
X,1549822890,241335,474
X,1549822890,240959,581
X,1549822891,241452,430
X,1549822891,241163,720
X,1549822892,241071,1033
X,1549822893,241502,812
X,1549822893,241397,521
X,1549822894,241401,504
X,1549822894,240972,521
X,1549822895,240349,1295
X,1549822895,240384,647
P,1549822895,5118
X,1549822896,240490,336
X,1549822897,241041,465
X,1549822897,241344,188
X,1549822898,241134,407
X,1549822898,241635,467
X,1549822899,241725,212
X,1549822899,241288,303
X,1549822900,241054,552
X,1549822901,241143,523
X,1549822901,240958,753
A,1549822901,241165,1341
T,1549822901,2791
U,1549822902,57313
X,1549822903,241591,176
X,1549822904,241641,1097
X,1549822904,241823,969
X,1549822905,241956,189
X,1549822905,241616,629
X,1549822906,241495,194
X,1549822907,241462,259
X,1549822907,241578,192
X,1549822908,241570,143
X,1549822908,241538,166
X,1549822909,241508,159
X,1549822909,241453,148
