H,1549828504,188453
U,1549828504,57313
X,1549828505,240426,659
X,1549828506,241000,933
X,1549828507,241131,653
X,1549828507,239760,2974
X,1549828508,241468,871
X,1549828508,241760,1028
X,1549828509,241143,1798
X,1549828509,241054,1643
X,1549828509,241667,747
X,1549828510,241776,1352
P,1549828510,5103
X,1549828510,242341,790
X,1549828511,242283,2051
X,1549828511,241592,1953
X,1549828512,242194,800
X,1549828512,241312,2123
X,1549828513,241632,594
X,1549828513,241265,865
X,1549828514,241680,928
X,1549828515,241700,1113
X,1549828515,242135,409
X,1549828516,242564,504
X,1549828516,242744,396
X,1549828517,242912,495
X,1549828517,242376,2019
X,1549828518,241859,768
X,1549828519,242113,1694
X,1549828519,241564,1963
X,1549828520,241264,1843
X,1549828520,242352,707
X,1549828521,241965,1232
X,1549828521,242338,877
X,1549828522,243442,914
X,1549828523,243535,1306
X,1549828523,242627,1619
X,1549828524,242295,941
X,1549828524,242754,630
A,1549828524,242009,3016
T,1549828524,2784
U,1549828525,57313
X,1549828526,241752,994
X,1549828527,241413,488
X,1549828527,241519,516
X,1549828528,241731,801
X,1549828528,241842,1198
X,1549828529,240412,1499
X,1549828530,239767,1168
X,1549828530,239771,1510
X,1549828531,239298,2684
X,1549828531,239327,2535
X,1549828532,241187,993
X,1549828532,241835,879
X,1549828533,242001,476
X,1549828534,241442,1082
X,1549828534,240782,1425
X,1549828535,240054,2200
X,1549828535,240527,1711
X,1549828536,241224,1244
X,1549828536,242032,224
X,1549828537,242373,183
X,1549828538,242258,200
X,1549828538,242111,116
X,1549828539,242192,239
X,1549828539,242093,175
P,1549828540,5104
X,1549828540,241541,274
X,1549828540,241823,301
X,1549828541,242132,215
X,1549828541,242028,295
X,1549828542,242204,298
X,1549828543,241820,491
X,1549828543,241845,807
A,1549828543,241894,1186
T,1549828543,2784
U,1549828544,57313
X,1549828545,241889,962
X,1549828546,241416,762
X,1549828546,241682,388
X,1549828547,241929,713
X,1549828547,241649,518
X,1549828548,241452,344
X,1549828549,241562,315
X,1549828549,241610,711
X,1549828550,241607,529
X,1549828550,241315,1121
X,1549828550,241286,414
X,1549828550,241175,711
X,1549828551,241050,1524
X,1549828552,241271,539
X,1549828552,241363,1185
X,1549828553,240703,1267
X,1549828553,240661,809
X,1549828554,241182,1048
X,1549828554,240910,735
X,1549828555,241698,232
X,1549828555,241799,594
X,1549828556,242361,602
X,1549828557,242071,708
X,1549828557,241914,251
X,1549828558,241488,829
A,1549828558,241571,1700
T,1549828558,2784
U,1549828558,57313
X,1549828560,241702,493
X,1549828560,242007,525
X,1549828561,242009,990
X,1549828561,241340,1177
X,1549828562,241546,971
X,1549828563,242251,402
X,1549828563,241496,1061
X,1549828564,241744,1536
X,1549828564,241442,1597
X,1549828565,241423,1467
X,1549828565,240738,711
X,1549828566,241327,322
X,1549828567,241480,479
X,1549828567,241295,503
X,1549828568,241541,310
X,1549828568,241512,530
X,1549828569,241506,1289
P,1549828569,5103
X,1549828569,240269,830
X,1549828570,241328,1058
X,1549828570,242086,322
X,1549828571,241959,531
X,1549828572,241949,593
X,1549828572,241902,941
X,1549828573,241734,259
X,1549828573,241879,369
X,1549828574,241421,539
X,1549828574,241225,728
A,1549828574,241591,1982
T,1549828575,2784
U,1549828575,57313
X,1549828576,241497,1140
X,1549828577,241963,178
X,1549828578,242044,348
X,1549828578,241900,820
X,1549828579,241447,560
X,1549828579,241186,885
X,1549828580,240874,455
X,1549828580,241015,773
X,1549828581,241553,737
X,1549828581,241490,768
X,1549828582,241092,268
X,1549828583,240937,633
X,1549828583,240103,625
X,1549828584,239533,1108
X,1549828584,240744,955
X,1549828585,241400,573
X,1549828585,241751,449
X,1549828586,241996,141
X,1549828587,241973,265
X,1549828587,241523,424
X,1549828588,240307,1461
X,1549828588,239210,1729
X,1549828589,240071,1116
X,1549828589,240769,1031
X,1549828590,241421,363
X,1549828591,241622,228
A,1549828591,241401,1941
T,1549828591,2784
U,1549828591,57313
X,1549828592,241754,604
X,1549828592,241975,135
X,1549828593,241694,547
X,1549828593,241771,461
X,1549828594,241963,193
X,1549828594,241931,199
X,1549828595,242023,244
X,1549828595,241817,843
X,1549828596,241213,415
X,1549828597,241405,467
