H,1549828225,188453
X,1549828225,242741,376
X,1549828225,242907,136
X,1549828226,243322,468
X,1549828226,242462,2857
X,1549828227,241222,312
X,1549828227,241506,507
X,1549828228,241717,302
X,1549828229,241995,393
X,1549828229,242059,343
X,1549828230,241778,563
X,1549828230,240788,660
X,1549828231,240995,1071
X,1549828231,241006,1234
X,1549828232,240984,781
X,1549828233,241076,368
X,1549828233,241328,595
X,1549828234,241829,427
A,1549828234,242045,2534
T,1549828234,2784
U,1549828234,57313
X,1549828236,242056,345
X,1549828236,242155,564
X,1549828237,241929,254
X,1549828237,240887,1216
X,1549828238,240100,721
X,1549828239,240652,425
X,1549828239,241037,1747
X,1549828240,242023,977
X,1549828240,240722,2118
X,1549828241,241874,1218
X,1549828241,240820,885
X,1549828242,240930,1266
X,1549828242,239711,2469
X,1549828243,241225,1569
X,1549828244,240838,2804
X,1549828244,241355,2686
X,1549828245,240835,1929
X,1549828245,241492,1926
P,1549828246,5103
X,1549828246,241987,407
X,1549828246,242025,528
X,1549828247,241825,602
X,1549828248,242179,290
X,1549828248,242354,237
X,1549828249,242486,111
X,1549828249,242172,537
X,1549828250,242057,355
X,1549828250,242263,285
X,1549828251,242239,490
X,1549828252,241956,313
X,1549828252,242198,283
X,1549828253,242498,446
A,1549828253,241898,2398
T,1549828253,2784
U,1549828253,57313
X,1549828255,240247,1960
X,1549828255,239033,4095
X,1549828256,240592,2026
X,1549828256,240423,2682
X,1549828257,241057,1504
X,1549828257,240864,619
X,1549828258,240838,563
X,1549828259,240756,1039
X,1549828259,240632,660
X,1549828260,240172,909
X,1549828260,239715,531
X,1549828261,239872,770
X,1549828261,241247,1452
X,1549828262,241890,415
X,1549828263,242040,369
X,1549828263,242319,166
X,1549828263,242368,354
X,1549828263,241954,781
X,1549828264,241765,425
X,1549828264,241556,823
X,1549828265,241344,368
X,1549828266,241611,576
X,1549828266,241836,340
X,1549828267,241971,499
X,1549828267,241823,1250
X,1549828268,241620,435
X,1549828268,241684,640
X,1549828269,241602,571
A,1549828269,241382,2653
T,1549828269,2784
U,1549828269,57313
X,1549828271,241430,576
X,1549828271,241516,431
X,1549828272,241358,618
X,1549828273,240543,1617
X,1549828273,240581,1380
X,1549828274,241254,772
X,1549828274,240701,1230
P,1549828275,5100
X,1549828275,241142,856
X,1549828275,241227,1060
X,1549828276,241036,1174
X,1549828277,241427,793
X,1549828277,241834,923
X,1549828278,241962,833
X,1549828278,242046,427
X,1549828279,242106,396
X,1549828279,241730,701
X,1549828280,241856,783
X,1549828281,242697,541
X,1549828281,242839,197
X,1549828282,243114,196
X,1549828282,243002,236
X,1549828283,242583,133
X,1549828283,242538,274
X,1549828284,242875,473
X,1549828285,243367,1776
X,1549828285,243740,1142
X,1549828286,244057,953
A,1549828286,242168,2915
T,1549828286,2784
U,1549828286,57313
X,1549828288,242023,761
X,1549828288,241289,1239
X,1549828289,241010,1102
X,1549828289,241980,530
X,1549828290,242553,314
X,1549828290,242571,682
X,1549828291,242599,437
X,1549828292,241896,1707
X,1549828292,240741,2671
X,1549828293,242192,250
X,1549828293,242331,576
X,1549828294,242350,474
X,1549828294,242027,756
X,1549828295,241819,2058
X,1549828296,242246,558
X,1549828296,242598,284
X,1549828297,241747,2266
X,1549828297,240817,2185
X,1549828298,240790,2420
X,1549828298,240674,1443
X,1549828299,240220,2453
X,1549828299,240584,845
X,1549828300,240419,1849
X,1549828301,240242,1518
X,1549828301,240574,1546
X,1549828302,242039,1896
X,1549828302,243015,377
X,1549828303,242940,177
X,1549828303,242803,363
X,1549828304,242724,231
X,1549828304,242849,271
P,1549828304,5102
X,1549828304,243584,1424
X,1549828305,243702,1087
X,1549828305,243088,685
X,1549828306,242469,872
X,1549828306,242067,1795
X,1549828307,242198,933
A,1549828307,242407,2504
T,1549828307,2784
U,1549828307,57313
X,1549828309,242273,253
X,1549828309,242235,273
X,1549828310,242207,337
X,1549828311,242029,647
X,1549828311,242129,444
X,1549828312,242465,353
X,1549828312,243304,1914
X,1549828313,243745,1946
X,1549828313,243610,1152
X,1549828314,244191,617
X,1549828315,244542,1024
X,1549828315,243938,1130
X,1549828316,244122,837
X,1549828316,244025,636
X,1549828317,244074,863
X,1549828317,243290,1239
X,1549828318,242457,342
