H,1549946333,419369
X,1549946333,725950,11772
X,1549946334,725710,14458
X,1549946334,726110,17656
X,1549946335,726032,2878
X,1549946335,726366,3819
X,1549946336,725890,33488
X,1549946336,725684,3919
X,1549946337,727641,15751
X,1549946338,923868,21022
X,1549946338,1054081,49336
X,1549946339,1029596,65176
X,1549946339,1014047,19959
X,1549946340,1036794,10758
X,1549946340,999672,15905
X,1549946341,1032989,51720
X,1549946342,1057977,26428
X,1549946342,1055351,53692
X,1549946343,1069370,37636
X,1549946343,1052164,1578
X,1549946344,1045955,49058
X,1549946344,1068745,20737
X,1549946345,1065320,10087
X,1549946345,1065468,56556
X,1549946346,1075424,25693
X,1549946347,1073480,36733
X,1549946347,1068433,61611
X,1549946348,1054185,51636
X,1549946348,1062102,65140
X,1549946349,1071084,7771
X,1549946349,1067504,53181
X,1549946350,1073607,24027
X,1549946351,1071866,29517
X,1549946351,1075230,22909
X,1549946352,1074161,3956
X,1549946352,1074270,22681
X,1549946353,1073551,8680
X,1549946353,1073086,5667
X,1549946354,1072735,5111
X,1549946355,1072717,1573
X,1549946355,1073272,4734
X,1549946356,1072021,7378
X,1549946356,1071763,7660
X,1549946357,1071749,4277
X,1549946357,1071298,2575
X,1549946358,1071611,8362
X,1549946359,1072423,3146
X,1549946359,1072663,1678
X,1549946360,1072895,5566
X,1549946360,1072392,8696
P,1549946361,5082
X,1549946361,1072074,3442
X,1549946361,1063615,52042
X,1549946362,949235,58298
X,1549946362,707747,42414
X,1549946363,724340,34008
X,1549946364,724816,13512
X,1549946364,724637,25301
X,1549946365,724607,29333
X,1549946365,724432,4872
X,1549946366,724725,2415
X,1549946366,724547,527
X,1549946367,724740,20785
X,1549946368,723137,4669
X,1549946368,724517,5479
X,1549946369,720222,591
X,1549946369,729410,46195
X,1549946369,721552,64141
X,1549946369,724208,5379
X,1549946370,724121,2634
X,1549946371,723425,31315
X,1549946371,723863,30326
X,1549946372,724584,17018
X,1549946372,723579,3030
X,1549946373,723980,3408
X,1549946373,723808,3793
X,1549946374,723836,3702
X,1549946375,724896,14585
X,1549946375,724480,8079
X,1549946376,725970,28477
X,1549946376,723440,29965
X,1549946377,723732,6070
X,1549946377,723672,3978
X,1549946378,723556,2594
X,1549946379,723565,2217
X,1549946379,723815,2067
X,1549946380,723726,1027
X,1549946380,723711,2220
X,1549946381,723276,14074
X,1549946381,723380,46605
X,1549946382,723218,5259
X,1549946382,723708,13306
X,1549946383,724401,6671
X,1549946384,724209,15640
X,1549946384,723203,16767
X,1549946385,724379,4278
X,1549946385,724265,14531
X,1549946386,724559,30163
X,1549946386,724770,16223
X,1549946387,724247,10599
X,1549946388,724131,2660
X,1549946388,723747,15187
X,1549946389,723829,2395
X,1549946389,723813,1590
P,1549946390,5081
X,1549946390,723721,2493
X,1549946390,723915,1410
X,1549946391,723697,2403
X,1549946392,723521,7575
X,1549946392,724269,4676
X,1549946393,723831,15314
X,1549946393,723716,2001
X,1549946394,723732,17836
X,1549946394,725068,11864
X,1549946395,723921,1421
X,1549946396,723853,1218
X,1549946396,723701,2685
X,1549946397,723824,2142
X,1549946397,723928,16341
X,1549946398,724179,35801
X,1549946398,724722,20338
X,1549946399,723230,19947
X,1549946399,723609,3841
X,1549946400,723441,31840
X,1549946401,724421,8583
X,1549946401,724376,3172
X,1549946402,723606,6986
X,1549946402,724233,3506
X,1549946403,724266,3331
X,1549946403,723996,3864
X,1549946404,724302,2361
X,1549946405,723609,30168
X,1549946405,723718,2415
X,1549946406,723662,2647
X,1549946406,723756,3236
X,1549946407,723593,3764
X,1549946407,723744,1923
X,1549946408,723743,1921
X,1549946409,723503,2061
X,1549946409,723888,1478
X,1549946410,723745,1511
X,1549946410,723661,1324
X,1549946410,723610,1448
X,1549946410,723390,8625
X,1549946411,724521,6487
X,1549946412,724109,23750
X,1549946412,723474,25771
X,1549946413,723943,23599
X,1549946413,723550,3726
X,1549946414,723337,6914
X,1549946414,722934,25446
X,1549946415,723442,3079
X,1549946415,723291,2898
X,1549946416,722198,8760
X,1549946417,722746,15034
X,1549946417,723519,16915
X,1549946418,723763,8229
X,1549946418,722872,21021
P,1549946419,5081
X,1549946419,723186,9344
X,1549946419,723331,1352
X,1549946420,723326,2801
X,1549946421,723166,1208
X,1549946421,723483,15632
X,1549946422,722684,8850
X,1549946422,723812,15775
X,1549946423,722959,21467
X,1549946423,719832,24535
X,1549946424,721935,8078
X,1549946425,721792,5661
X,1549946425,721587,3279
X,1549946426,722399,2306
