H,1549855956,419369
X,1549855956,693414,1171
X,1549855957,693238,1052
X,1549855957,693266,557
A,1549855957,693070,2126
T,1549855957,2759
X,1549855959,693248,840
X,1549855960,693228,678
X,1549855960,693325,864
X,1549855961,693282,710
X,1549855962,693959,5963
X,1549855962,692454,9742
X,1549855963,693100,6840
X,1549855963,693373,724
X,1549855964,693223,965
P,1549855964,5096
X,1549855964,693421,611
X,1549855965,693611,716
X,1549855965,693489,913
X,1549855966,693440,885
X,1549855967,693394,971
X,1549855967,693455,9553
X,1549855968,693661,2224
X,1549855968,693582,1813
X,1549855969,693623,679
X,1549855969,693722,629
X,1549855970,693788,710
X,1549855971,693569,783
X,1549855971,693599,707
X,1549855972,693473,766
X,1549855972,693486,598
X,1549855973,693460,653
X,1549855973,693486,708
A,1549855973,693462,565
T,1549855974,2759
X,1549855975,693477,670
X,1549855976,693517,541
X,1549855977,693539,576
X,1549855977,693693,693
X,1549855978,693470,1091
X,1549855978,693094,682
X,1549855979,693086,446
X,1549855979,693185,784
X,1549855980,693091,804
X,1549855980,693174,738
X,1549855981,693276,731
X,1549855982,693399,767
X,1549855982,693434,633
X,1549855983,693589,928
X,1549855983,693729,673
X,1549855984,693624,722
X,1549855984,693755,556
X,1549855985,693819,648
X,1549855986,694098,630
X,1549855986,693580,1221
X,1549855987,693351,1428
X,1549855987,693489,1934
X,1549855987,692973,1011
X,1549855987,693063,802
X,1549855988,693289,869
A,1549855988,693446,1035
T,1549855988,2759
X,1549855990,693664,719
X,1549855991,693835,382
X,1549855991,693550,912
X,1549855992,693406,792
X,1549855992,693363,775
X,1549855993,693316,735
X,1549855993,693371,816
P,1549855993,5099
X,1549855994,693301,1317
X,1549855995,693492,627
X,1549855995,693517,783
X,1549855996,693538,625
X,1549855996,693403,483
X,1549855997,693454,1275
X,1549855997,693472,657
X,1549855998,693530,493
X,1549855998,693477,825
X,1549855999,693345,762
X,1549856000,693427,521
X,1549856000,693424,792
X,1549856001,693566,611
X,1549856001,693481,699
X,1549856002,693413,774
A,1549856002,693479,519
T,1549856002,2759
X,1549856004,693284,802
X,1549856004,693366,614
X,1549856005,693291,615
X,1549856006,693351,856
X,1549856006,693329,848
X,1549856007,693417,689
X,1549856007,693339,673
X,1549856008,693451,598
X,1549856008,693331,624
X,1549856009,693437,885
X,1549856010,693440,572
X,1549856010,693444,579
X,1549856011,693435,460
X,1549856011,693279,5946
X,1549856012,693540,624
X,1549856012,693524,853
X,1549856013,693565,711
X,1549856013,693485,1281
X,1549856014,693546,469
X,1549856015,693515,795
X,1549856015,693543,693
X,1549856016,693453,1030
X,1549856016,693532,534
A,1549856016,693434,281
T,1549856016,2759
X,1549856018,693419,727
X,1549856019,693507,395
X,1549856019,693465,652
X,1549856020,693493,765
X,1549856021,693398,575
X,1549856021,693455,1058
X,1549856022,693526,762
X,1549856022,693465,403
X,1549856023,693483,733
X,1549856023,693368,964
P,1549856023,5095
X,1549856024,693518,633
X,1549856025,693487,895
X,1549856025,693658,954
X,1549856026,693371,971
X,1549856026,693108,604
X,1549856027,693031,686
X,1549856027,693328,1328
X,1549856028,693372,860
X,1549856028,693472,578
X,1549856028,693368,478
X,1549856029,693233,853
X,1549856029,693208,855
A,1549856029,693397,627
T,1549856029,2759
X,1549856031,693341,768
X,1549856032,693230,640
X,1549856032,693247,423
X,1549856033,693303,716
X,1549856033,693207,932
X,1549856034,693282,579
X,1549856035,693199,1210
X,1549856035,693307,582
X,1549856036,693303,760
X,1549856036,693168,825
X,1549856037,693168,1355
X,1549856037,693241,842
X,1549856038,693273,477
X,1549856039,693305,859
X,1549856039,693224,747
X,1549856040,693340,552
X,1549856040,693281,698
X,1549856041,693351,824
X,1549856041,694249,19052
X,1549856042,693468,5821
X,1549856043,693463,19641
X,1549856043,693518,4337
X,1549856044,693351,1500
X,1549856044,693346,583
X,1549856045,693273,586
X,1549856045,693247,781
X,1549856046,693108,818
A,1549856046,693268,243
T,1549856046,2759
X,1549856048,693255,845
X,1549856049,693249,816
X,1549856049,693235,689
X,1549856050,693289,829
X,1549856050,693355,564
X,1549856051,693325,842
X,1549856051,693401,698
X,1549856052,693354,774
P,1549856053,5096
