H,1549598646,318339
P,1549598646,5115
P,1549598675,5116
P,1549598704,5114
P,1549598733,5115
P,1549598763,5115
P,1549598792,5115
P,1549598821,5116
P,1549598851,5115
P,1549598880,5115
P,1549598909,5114
P,1549598939,5115
P,1549598969,5115
P,1549598998,5115
P,1549599027,5116
P,1549599057,5116
P,1549599086,5115
P,1549599115,5116
P,1549599144,5115
P,1549599174,5114
P,1549599203,5115
P,1549599233,5116
P,1549599263,5115
P,1549599292,5112
P,1549599321,5115
P,1549599350,5117
P,1549599380,5114
P,1549599409,5116
P,1549599438,5114
P,1549599468,5116
P,1549599497,5115
P,1549599527,5113
P,1549599556,5115
P,1549599586,5114
P,1549599615,5116
P,1549599644,5114
P,1549599674,5115
P,1549599703,5116
P,1549599732,5115
P,1549599761,5115
P,1549599791,5115
P,1549599821,5115
P,1549599850,5115
P,1549599879,5114
P,1549599909,5114
P,1549599938,5114
P,1549599967,5115
P,1549599997,5114
P,1549600026,5115
P,1549600055,5115
P,1549600084,5116
P,1549600115,5114
P,1549600144,5115
P,1549600173,5115
P,1549600203,5115
P,1549600232,5114
P,1549600261,5116
P,1549600290,5114
P,1549600320,5115
P,1549600349,5115
P,1549600378,5115
O,1549600383,293715,1895
O,1549600383,293921,80
O,1549600384,293918,86
O,1549600384,293878,61
O,1549600385,293899,123
O,1549600385,293908,58
O,1549600386,293900,78
O,1549600387,293895,37
O,1549600387,293848,113
O,1549600388,293885,63
O,1549600388,293875,90
O,1549600389,293886,47
O,1549600389,293862,73
O,1549600390,293888,69
O,1549600391,293880,50
O,1549600391,293900,122
O,1549600392,293916,118
O,1549600392,293917,94
O,1549600393,293916,72
O,1549600393,293918,89
O,1549600394,293900,113
O,1549600394,293912,110
O,1549600395,293917,95
O,1549600396,293904,65
O,1549600396,293936,112
O,1549600397,293923,74
O,1549600397,293918,72
O,1549600398,293926,85
O,1549600398,293935,115
O,1549600399,293923,128
O,1549600400,293947,143
O,1549600400,293948,76
O,1549600401,293952,81
O,1549600401,293962,80
O,1549600402,293965,131
O,1549600402,293972,99
O,1549600403,293950,104
O,1549600404,293949,107
O,1549600404,293950,131
O,1549600405,293967,105
O,1549600405,293969,143
O,1549600406,293941,123
O,1549600406,293964,102
O,1549600407,293970,117
O,1549600408,293977,121
O,1549600408,293957,63
P,1549600409,5107
O,1549600409,293980,87
O,1549600409,293953,89
O,1549600410,293969,48
O,1549600410,293957,165
O,1549600411,293945,126
O,1549600412,293973,83
O,1549600412,293965,63
O,1549600412,293930,120
O,1549600412,293936,95
O,1549600413,293951,147
O,1549600413,293966,97
O,1549600414,293955,123
O,1549600415,293967,79
O,1549600415,293971,132
O,1549600416,293986,85
O,1549600416,293971,139
O,1549600417,293954,137
O,1549600417,293972,94
O,1549600418,293980,162
O,1549600418,293969,136
O,1549600419,293975,171
O,1549600420,293978,120
O,1549600420,293986,114
O,1549600421,293994,66
O,1549600421,293987,132
O,1549600422,293989,122
O,1549600422,293983,102
O,1549600423,293968,99
O,1549600424,293986,88
O,1549600424,293985,105
O,1549600425,294027,88
O,1549600425,294008,174
O,1549600426,293978,95
O,1549600426,293968,141
O,1549600427,293989,77
O,1549600428,294025,87
O,1549600428,294039,109
O,1549600429,294003,28
O,1549600429,294010,109
O,1549600430,294034,93
O,1549600430,294037,128
O,1549600431,294048,105
O,1549600432,294053,96
O,1549600432,293995,115
O,1549600433,294010,74
O,1549600433,294033,84
O,1549600434,294015,99
O,1549600434,294023,112
O,1549600435,294025,75
O,1549600436,294053,72
O,1549600436,294070,88
O,1549600437,294034,125
O,1549600437,294056,126
P,1549600438,5106
O,1549600438,294042,68
O,1549600438,294045,67
T,1549600439,2729
P,1549600467,5115
P,1549600496,5114
P,1549600526,5115
P,1549600555,5114
P,1549600585,5114
P,1549600615,5115
P,1549600644,5115
P,1549600673,5114
P,1549600703,5114
P,1549600733,5114
P,1549600762,5114
P,1549600791,5114
P,1549600821,5114
P,1549600850,5115
P,1549600879,5114
P,1549600908,5114
P,1549600938,5115
P,1549600967,5114
P,1549600997,5114
P,1549601027,5115
P,1549601056,5113
P,1549601085,5115
P,1549601114,5114
P,1549601144,5116
P,1549601173,5115
P,1549601202,5115
P,1549601232,5115
P,1549601261,5115
P,1549601291,5110
P,1549601320,5115
P,1549601350,5114
P,1549601379,5116
P,1549601408,5115
P,1549601438,5115
P,1549601467,5113
P,1549601496,5115
P,1549601525,5115
P,1549601555,5114
P,1549601585,5114
