H,1547625791,272382
X,1547625791,637074,497
X,1547625792,637041,105
X,1547625792,637138,210
A,1547625792,637057,130
T,1547625793,2783
U,1547625793,0
X,1547625794,637231,341
X,1547625795,637193,415
X,1547625796,637175,477
X,1547625796,638579,10132
X,1547625797,676360,8632
X,1547625797,778755,49559
X,1547625798,802778,42312
X,1547625798,808129,37200
X,1547625799,767293,47239
X,1547625800,758812,7601
X,1547625800,758701,3904
X,1547625801,758731,2167
X,1547625801,758684,1293
X,1547625802,758666,661
X,1547625802,758700,287
X,1547625803,758663,253
X,1547625803,758646,105
X,1547625804,758705,191
X,1547625805,758803,355
X,1547625805,758806,502
X,1547625806,758787,566
P,1547625806,5025
X,1547625806,758763,305
X,1547625807,758912,284
X,1547625807,758991,371
X,1547625808,759071,454
X,1547625809,762896,54945
X,1547625809,759493,60793
X,1547625810,647596,59195
X,1547625810,636070,10243
X,1547625811,636344,5927
X,1547625811,636322,3116
X,1547625812,636164,1793
X,1547625813,636129,936
X,1547625813,636164,1049
X,1547625814,636206,1590
X,1547625814,636991,29501
X,1547625815,688616,14915
X,1547625815,866145,29172
X,1547625816,923570,46353
X,1547625817,892185,50822
X,1547625817,881257,24423
X,1547625818,879875,14041
X,1547625818,879469,8151
X,1547625819,879971,5217
X,1547625819,880250,2877
X,1547625820,880232,2185
X,1547625820,880169,1522
X,1547625820,880173,1053
X,1547625821,880173,920
X,1547625821,880227,728
X,1547625822,880198,494
X,1547625822,880216,259
A,1547625822,758702,47490
T,1547625823,2784
U,1547625823,0
X,1547625824,880227,190
X,1547625825,880230,207
X,1547625825,880428,294
X,1547625826,880317,213
X,1547625827,880351,167
X,1547625827,880420,237
X,1547625828,880540,153
X,1547625828,880598,101
X,1547625829,880528,83
X,1547625829,880455,236
X,1547625830,880444,186
X,1547625831,880445,98
X,1547625831,880439,215
X,1547625832,880445,135
X,1547625832,880454,127
X,1547625833,880451,347
X,1547625833,880467,503
X,1547625834,880432,446
X,1547625835,880447,735
P,1547625835,5022
X,1547625835,880457,574
A,1547625835,880428,371
T,1547625835,2785
U,1547625836,0
X,1547625837,880379,207
X,1547625838,880416,284
X,1547625838,880470,235
X,1547625839,880518,308
X,1547625839,880529,313
X,1547625840,880426,246
X,1547625840,880547,329
X,1547625841,880655,281
X,1547625842,880485,151
X,1547625842,880485,208
X,1547625843,880547,387
X,1547625843,880541,197
X,1547625844,880553,281
X,1547625844,880516,1088
X,1547625845,880497,1079
X,1547625846,880614,959
X,1547625846,880700,668
X,1547625847,880717,247
X,1547625847,880667,329
X,1547625848,880655,311
X,1547625848,880699,245
X,1547625849,880686,562
A,1547625849,880564,338
T,1547625849,2785
U,1547625849,0
X,1547625851,880701,295
X,1547625852,880737,337
X,1547625852,880731,282
X,1547625853,880685,265
X,1547625853,880691,174
X,1547625854,880683,177
X,1547625854,881760,10128
X,1547625855,890136,11796
X,1547625856,893654,8618
X,1547625856,877158,34767
X,1547625857,887548,31809
X,1547625857,687035,19746
X,1547625858,636032,19878
X,1547625858,636252,12251
X,1547625859,636153,7369
X,1547625859,636019,5154
X,1547625860,635809,2973
X,1547625861,635866,1717
X,1547625861,635962,1222
X,1547625861,637382,20381
X,1547625861,395373,24257
X,1547625862,267566,5362
X,1547625862,267663,2725
X,1547625863,267690,1843
X,1547625864,267746,1303
P,1547625864,5020
X,1547625864,267782,976
X,1547625865,267744,717
X,1547625865,267700,590
X,1547625866,267651,558
X,1547625866,267632,528
X,1547625867,267666,203
X,1547625868,267669,243
O,1547625868,267633,244
O,1547625869,267655,284
O,1547625869,267651,135
O,1547625870,267658,101
O,1547625870,267632,361
O,1547625871,267554,715
O,1547625872,267573,302
O,1547625872,267674,446
O,1547625873,267603,402
O,1547625873,267559,1325
O,1547625874,267505,1576
O,1547625874,267493,914
O,1547625875,267604,557
O,1547625876,267727,1183
O,1547625876,267753,1270
O,1547625877,267783,956
O,1547625877,267789,1504
O,1547625878,267771,1393
C,1547625878,0
O,1547625878,267713,1182
O,1547625879,267660,1554
O,1547625879,267699,889
O,1547625880,267682,1539
O,1547625881,267645,683
O,1547625881,267659,460
O,1547625882,267620,910
O,1547625882,267610,956
O,1547625883,267617,1015
O,1547625883,267583,806
