1548650684,5166
P,1548650714,5165
P,1548650743,5169
P,1548650772,5168
P,1548650801,5168
P,1548650831,5167
P,1548650860,5166
P,1548650889,5165
P,1548650920,5169
P,1548650949,5169
P,1548650978,5166
P,1548651007,5167
P,1548651037,5169
P,1548651066,5169
P,1548651095,5168
P,1548651125,5169
P,1548651154,5167
P,1548651183,5168
P,1548651213,5169
P,1548651243,5168
P,1548651272,5168
P,1548651301,5167
P,1548651331,5166
P,1548651360,5169
O,1548651362,475095,3247
T,1548651362,2722
P,1548651389,5167
P,1548651418,5168
P,1548651448,5168
P,1548651477,5168
P,1548651507,5169
P,1548651537,5169
P,1548651566,5168
P,1548651595,5169
P,1548651624,5169
P,1548651654,5169
P,1548651683,5168
P,1548651712,5168
P,1548651742,5168
P,1548651771,5168
P,1548651801,5167
P,1548651830,5168
P,1548651860,5168
P,1548651889,5168
P,1548651919,5166
P,1548651949,5168
P,1548651978,5167
P,1548652007,5167
P,1548652036,5166
P,1548652066,5168
P,1548652096,5169
P,1548652125,5168
P,1548652155,5166
P,1548652184,5168
P,1548652213,5167
P,1548652242,5168
P,1548652272,5168
P,1548652301,5169
P,1548652330,5168
P,1548652360,5166
P,1548652390,5167
P,1548652419,5167
P,1548652448,5168
P,1548652478,5167
P,1548652507,5167
P,1548652536,5168
P,1548652565,5168
P,1548652595,5165
P,1548652624,5167
P,1548652653,5168
P,1548652684,5166
P,1548652713,5168
P,1548652742,5168
P,1548652771,5168
P,1548652801,5169
P,1548652830,5166
P,1548652859,5168
P,1548652889,5167
P,1548652918,5165
P,1548652947,5168
P,1548652977,5168
P,1548653007,5165
P,1548653036,5168
P,1548653065,5168
P,1548653095,5167
P,1548653124,5167
P,1548653153,5166
P,1548653182,5168
P,1548653212,5168
P,1548653241,5167
P,1548653271,5168
P,1548653301,5168
P,1548653330,5167
P,1548653359,5168
P,1548653388,5167
P,1548653418,5167
P,1548653447,5169
P,1548653476,5167
P,1548653506,5168
P,1548653535,5167
P,1548653565,5167
P,1548653594,5168
P,1548653624,5167
P,1548653653,5167
P,1548653682,5168
P,1548653712,5168
P,1548653741,5168
P,1548653770,5167
P,1548653799,5168
P,1548653829,5168
P,1548653859,5168
P,1548653888,5169
P,1548653918,5167
P,1548653947,5167
P,1548653976,5168
P,1548654005,5169
P,1548654035,5168
P,1548654064,5169
P,1548654093,5168
P,1548654123,5168
P,1548654153,5168
P,1548654182,5167
P,1548654211,5168
P,1548654241,5168
P,1548654270,5168
P,1548654299,5168
P,1548654328,5168
P,1548654358,5167
P,1548654387,5167
P,1548654416,5168
P,1548654447,5168
P,1548654476,5167
P,1548654505,5168
P,1548654535,5168
P,1548654565,5167
P,1548654594,5168
P,1548654623,5167
P,1548654653,5169
P,1548654682,5169
P,1548654711,5166
P,1548654741,5167
P,1548654771,5167
P,1548654800,5168
P,1548654829,5168
P,1548654859,5166
P,1548654888,5168
O,1548654888,475552,3211
T,1548654889,2721
P,1548654917,5168
P,1548654946,5168
P,1548654976,5167
P,1548655005,5165
P,1548655035,5167
P,1548655065,5168
P,1548655094,5168
P,1548655123,5168
P,1548655152,5166
P,1548655182,5168
P,1548655211,5167
P,1548655240,5168
P,1548655270,5168
P,1548655299,5168
P,1548655329,5166
P,1548655358,5167
P,1548655388,5167
P,1548655417,5166
P,1548655446,5165
P,1548655476,5164
P,1548655505,5166
P,1548655534,5168
P,1548655563,5168
P,1548655593,5164
P,1548655623,5168
P,1548655652,5166
P,1548655682,5166
P,1548655711,5166
P,1548655740,5168
P,1548655769,5168
P,1548655799,5166
P,1548655828,5167
P,1548655857,5167
P,1548655887,5167
P,1548655917,5166
P,1548655946,5166
P,1548655975,5168
P,1548656005,5168
P,1548656034,5168
P,1548656063,5168
P,1548656092,5168
P,1548656122,5168
P,1548656151,5167
P,1548656180,5168
P,1548656211,5167
P,1548656240,5167
P,1548656269,5167
P,1548656298,5164
P,1548656328,5166
P,1548656357,5167
P,1548656386,5165
P,1548656416,5168
P,1548656445,5167
P,1548656474,5166
P,1548656504,5165
P,1548656534,5168
P,1548656563,5165
P,1548656592,5168
P,1548656622,5165
P,1548656651,5169
P,1548656680,5168
P,1548656709,5168
P,1548656739,5167
P,1548656768,5167
P,1548656798,5168
P,1548656828,5167
P,1548656857,5167
P,1548656886,5165
P,1548656915,5169
P,1548656945,5167
P,1548656974,5168
P,1548657003,5166
P,1548657033,5166
P,1548657062,5168
P,1548657092,5166
P,1548657121,5166
P,1548657151,5165
P,1548657181,5166
P,1548657210,5165
P,1548657240,5166
P,1548657269,5165
P,1548657298,5167
P,1548657327,5167
P,1548657357,5167
P,1548657387,5167
P,1548657416,5167
P,1548657446,5168
P,1548657475,5167
P,1548657504,5168
P,1548657533,5167
P,1548657563,5168
P,1548657592,5164
P,1548657621,5168
