1550215821,5136
P,1550215850,5136
P,1550215879,5137
P,1550215909,5137
P,1550215939,5138
P,1550215968,5137
P,1550215997,5138
P,1550216026,5137
P,1550216056,5137
P,1550216085,5138
P,1550216114,5138
P,1550216144,5138
P,1550216173,5137
P,1550216203,5138
P,1550216232,5134
P,1550216262,5136
P,1550216291,5139
P,1550216320,5137
P,1550216350,5138
P,1550216379,5135
P,1550216408,5137
P,1550216437,5138
P,1550216467,5137
P,1550216497,5138
P,1550216526,5138
P,1550216556,5139
P,1550216585,5138
P,1550216614,5139
P,1550216643,5138
P,1550216673,5137
P,1550216702,5138
P,1550216731,5137
P,1550216761,5138
P,1550216791,5137
P,1550216820,5138
P,1550216849,5135
P,1550216879,5139
P,1550216908,5138
P,1550216937,5138
P,1550216967,5138
P,1550216996,5139
P,1550217025,5138
P,1550217054,5138
P,1550217085,5138
P,1550217115,5138
P,1550217144,5138
P,1550217174,5138
P,1550217203,5138
P,1550217232,5136
P,1550217261,5136
P,1550217291,5137
P,1550217320,5138
P,1550217349,5136
P,1550217380,5137
P,1550217409,5138
P,1550217438,5138
P,1550217467,5138
P,1550217497,5136
P,1550217526,5133
P,1550217555,5138
P,1550217585,5138
E,1550217614,0
