H,1558826150,278906
T,1558826150,2869
U,1558826150,52821
X,1558826151,638258,650
X,1558826152,638397,476
X,1558826153,638463,795
X,1558826153,638481,990
X,1558826154,638486,1039
X,1558826154,638583,750
X,1558826155,638443,1079
X,1558826155,638442,582
X,1558826156,638389,732
X,1558826156,638418,567
X,1558826157,638348,558
X,1558826158,638472,5776
X,1558826158,638325,1421
X,1558826159,638266,861
X,1558826159,638502,508
X,1558826160,638438,693
P,1558826160,5368
X,1558826160,638308,779
X,1558826161,638331,963
X,1558826162,638444,714
X,1558826162,638408,949
X,1558826163,638516,1126
X,1558826163,638493,869
X,1558826164,638558,470
X,1558826164,638488,853
X,1558826165,638477,1289
X,1558826166,638631,730
A,1558826166,638432,373
T,1558826166,2869
U,1558826166,52821
X,1558826167,638569,851
X,1558826168,638599,645
X,1558826169,638493,1736
X,1558826169,638559,640
X,1558826170,638492,9573
X,1558826170,638570,2704
X,1558826171,638630,923
X,1558826171,638484,814
X,1558826172,638528,474
X,1558826173,638441,2490
X,1558826173,638593,690
X,1558826174,638504,957
X,1558826174,638557,752
X,1558826175,638601,801
X,1558826175,638533,356
X,1558826176,638538,742
X,1558826177,638493,815
X,1558826177,638563,694
X,1558826178,638553,840
X,1558826178,638538,558
X,1558826179,638500,507
X,1558826179,638580,663
X,1558826180,638545,516
X,1558826181,638528,894
A,1558826181,638549,146
T,1558826181,2869
U,1558826181,52821
X,1558826182,638566,623
X,1558826183,638611,1042
X,1558826184,638584,959
X,1558826184,638522,839
X,1558826185,638551,576
X,1558826185,638676,879
X,1558826186,638720,259
X,1558826186,638709,885
X,1558826187,638561,705
X,1558826188,638633,525
X,1558826188,638611,1205
X,1558826189,638676,1218
X,1558826189,638709,805
X,1558826190,638694,931
P,1558826190,5369
X,1558826190,638687,507
X,1558826191,638667,636
X,1558826191,638653,1049
X,1558826192,638681,824
X,1558826193,638663,1002
X,1558826193,638693,1583
X,1558826194,638672,849
X,1558826194,638685,1174
X,1558826195,638606,564
X,1558826195,638619,855
X,1558826196,638658,4095
X,1558826197,638463,2231
X,1558826197,638566,7346
X,1558826198,639091,14100
X,1558826198,638684,3037
X,1558826199,638598,1740
X,1558826199,638724,967
X,1558826200,638756,809
X,1558826201,638663,754
A,1558826201,638650,234
T,1558826201,2869
U,1558826201,52821
X,1558826203,638511,1778
X,1558826203,638605,982
X,1558826204,638520,614
X,1558826204,638705,2419
X,1558826205,638422,2594
X,1558826205,638662,908
X,1558826206,638623,729
X,1558826206,638724,680
X,1558826207,638665,994
X,1558826208,638697,457
X,1558826208,638658,778
X,1558826209,638763,921
X,1558826209,638644,1453
X,1558826210,638720,467
X,1558826210,638694,789
X,1558826211,638651,1012
X,1558826212,638682,731
X,1558826212,638668,838
X,1558826213,638699,950
X,1558826213,638703,780
X,1558826214,638802,727
X,1558826214,638861,1383
X,1558826215,638693,1166
X,1558826216,638706,672
X,1558826216,638714,607
X,1558826217,638669,602
X,1558826217,638737,619
A,1558826217,638685,282
T,1558826217,2869
U,1558826218,52821
X,1558826219,638753,1075
X,1558826220,638757,762
X,1558826220,638760,902
P,1558826220,5369
X,1558826221,638704,1268
X,1558826221,638776,2978
X,1558826222,638747,718
X,1558826223,638499,3433
X,1558826223,638629,539
X,1558826224,638644,1208
X,1558826224,638595,819
X,1558826225,638644,621
X,1558826225,638610,843
X,1558826225,638675,842
X,1558826226,638634,949
X,1558826226,638356,1459
X,1558826227,638878,2202
X,1558826227,638542,1569
X,1558826228,638638,1097
X,1558826228,638637,853
X,1558826229,638635,1516
X,1558826230,638746,1374
X,1558826230,638671,784
X,1558826231,638624,825
X,1558826231,638702,1247
X,1558826232,638672,910
X,1558826232,638680,1341
X,1558826233,638727,617
X,1558826233,638728,723
X,1558826234,638751,749
X,1558826235,638655,450
X,1558826235,638674,746
X,1558826236,638715,836
X,1558826236,638768,683
A,1558826236,638683,173
T,1558826236,2869
U,1558826237,52821
X,1558826238,638733,643
X,1558826239,638665,1026
X,1558826239,638735,1252
X,1558826240,638686,693
X,1558826241,638718,1190
X,1558826241,638686,781
X,1558826242,638669,595
X,1558826242,638698,617
X,1558826243,638696,1709
X,1558826243,638719,960
X,1558826244,638665,851
X,1558826245,638706,1034
