H,1559856141,278906
P,1559856141,5229
P,1559856170,5228
P,1559856200,5229
P,1559856229,5229
P,1559856259,5230
P,1559856289,5228
P,1559856318,5229
P,1559856347,5230
P,1559856376,5229
P,1559856406,5229
P,1559856435,5228
P,1559856464,5229
P,1559856494,5228
P,1559856523,5230
P,1559856553,5229
P,1559856582,5228
P,1559856612,5229
P,1559856641,5228
P,1559856671,5229
P,1559856701,5229
P,1559856730,5229
P,1559856759,5228
P,1559856788,5229
P,1559856818,5228
P,1559856848,5228
P,1559856877,5229
P,1559856906,5229
P,1559856936,5228
P,1559856965,5229
P,1559856994,5229
P,1559857024,5229
P,1559857053,5229
P,1559857082,5229
P,1559857111,5228
P,1559857142,5230
P,1559857171,5229
P,1559857200,5228
P,1559857230,5229
P,1559857259,5229
P,1559857288,5230
P,1559857317,5229
P,1559857347,5229
P,1559857376,5229
P,1559857405,5229
P,1559857436,5227
P,1559857465,5229
P,1559857494,5228
P,1559857523,5228
P,1559857553,5228
P,1559857582,5230
D,1559857589,421632
D,1559857591,428800
D,1559857593,417792
D,1559857595,418816
D,1559857597,419072
D,1559857600,418816
D,1559857602,416768
D,1559857603,417280
D,1559857605,420096
D,1559857607,418048
D,1559857610,417280
P,1559857611,5229
D,1559857612,413184
D,1559857614,434944
D,1559857616,416768
D,1559857618,419840
D,1559857621,415744
D,1559857623,418816
D,1559857625,421120
D,1559857627,419328
R,1559857627,000000000
R,1559857627,000000000
X,1559857629,634536,22734
X,1559857630,631308,17390
X,1559857630,626719,35602
X,1559857631,630934,33553
X,1559857631,627308,37102
X,1559857632,628940,58490
X,1559857632,559269,5998
X,1559857633,294973,3810
X,1559857633,293543,2003
X,1559857634,295808,1035
X,1559857635,295907,788
X,1559857635,296531,245
X,1559857636,295964,525
X,1559857636,296047,552
X,1559857637,296070,885
X,1559857637,295789,422
X,1559857638,296246,483
X,1559857639,295567,892
O,1559857639,296012,584
O,1559857640,296211,269
O,1559857640,295940,317
O,1559857641,296096,354
P,1559857641,5220
O,1559857641,296099,561
O,1559857642,295901,282
O,1559857643,296146,277
O,1559857643,296422,381
O,1559857644,296051,680
O,1559857644,296002,787
O,1559857644,295652,426
O,1559857644,296235,1266
O,1559857645,296443,1078
O,1559857646,296973,952
O,1559857646,296836,519
O,1559857647,296871,419
O,1559857647,297012,542
O,1559857648,297262,329
O,1559857648,296944,284
O,1559857649,296888,222
O,1559857649,296642,683
O,1559857650,296969,564
O,1559857651,296413,582
O,1559857651,296212,294
O,1559857652,296618,234
O,1559857652,296584,297
O,1559857653,296695,908
O,1559857653,296808,341
O,1559857654,296800,366
O,1559857655,296443,552
O,1559857655,296503,679
O,1559857656,296483,686
O,1559857656,296582,411
O,1559857657,296176,821
O,1559857657,296211,255
O,1559857658,296158,1120
O,1559857659,295608,1630
O,1559857659,296209,354
O,1559857660,296279,501
O,1559857660,296484,480
O,1559857661,296515,439
O,1559857661,296609,167
O,1559857662,296312,618
O,1559857662,296115,227
O,1559857663,296229,145
O,1559857664,296534,346
O,1559857664,296609,141
O,1559857665,296731,165
O,1559857665,296737,180
O,1559857666,296619,179
O,1559857666,296538,130
O,1559857667,296461,277
O,1559857668,296372,222
O,1559857668,296480,338
O,1559857669,296268,254
O,1559857669,296270,144
O,1559857670,296388,358
P,1559857670,5220
O,1559857670,296479,222
O,1559857671,296253,343
O,1559857672,296298,270
O,1559857672,295614,850
O,1559857673,295017,236
O,1559857673,295693,282
O,1559857674,295589,389
O,1559857674,295683,274
O,1559857675,295822,340
O,1559857676,295791,327
O,1559857676,295829,475
O,1559857677,295432,707
O,1559857677,295837,288
O,1559857678,296011,427
O,1559857678,295998,429
O,1559857679,295956,499
O,1559857679,295624,273
O,1559857680,295737,422
O,1559857681,295844,280
O,1559857681,295773,538
O,1559857682,295616,275
O,1559857682,295682,399
O,1559857683,295892,424
O,1559857683,295601,998
O,1559857684,296013,347
O,1559857685,296545,683
O,1559857685,297183,221
O,1559857685,296689,441
O,1559857685,296512,303
O,1559857686,296399,284
O,1559857686,296334,292
O,1559857687,296054,399
O,1559857688,296261,322
T,1559857688,2854
P,1559857699,5228
P,1559857729,5228
P,1559857759,5228
P,1559857788,5228
P,1559857817,5227
P,1559857847,5228
P,1559857876,5227
P,1559857905,5228
P,1559857934,5227
P,1559857964,5228
P,1559857993,5229
P,1559858023,5228
P,1559858053,5228
P,1559858082,5229
O,1559858086,297045,2381
O,1559858087,297585,707
