H,1561096645,278906
D,1561096645,320000
D,1561096647,301312
D,1561096649,321280
D,1561096651,294912
D,1561096653,307200
D,1561096656,305152
D,1561096658,304384
D,1561096660,302848
R,1561096660,000000000
X,1561096662,467353,4909
X,1561096662,467944,8924
X,1561096662,467842,16517
X,1561096663,468241,14481
X,1561096663,468750,12735
X,1561096664,465946,14594
X,1561096664,467916,1454
P,1561096664,5163
X,1561096665,468260,14181
X,1561096665,467665,9623
X,1561096666,468049,9359
X,1561096667,468081,6149
X,1561096667,468779,6369
X,1561096668,468348,1670
X,1561096668,468261,2287
X,1561096669,468182,845
X,1561096669,468187,3138
X,1561096670,468279,1213
X,1561096671,468168,1708
X,1561096671,468180,1432
X,1561096672,468115,1330
X,1561096672,468099,1478
X,1561096673,468167,1063
X,1561096673,468160,1760
X,1561096674,468067,1105
X,1561096674,468143,1526
X,1561096675,468158,1449
X,1561096676,468306,16998
X,1561096676,467386,13128
X,1561096677,468804,12530
X,1561096677,468237,354
X,1561096678,468249,663
X,1561096678,468267,573
X,1561096679,468042,4903
X,1561096680,468290,8407
X,1561096680,468320,1742
X,1561096681,468327,9309
X,1561096681,468489,4618
X,1561096682,468414,1169
X,1561096682,468390,1075
X,1561096683,468406,1320
X,1561096684,468261,14376
X,1561096684,468424,3125
X,1561096685,468512,3037
X,1561096685,468481,6378
X,1561096686,468390,741
X,1561096686,468424,2119
X,1561096687,468450,3459
X,1561096688,468626,10611
X,1561096688,468639,1211
X,1561096689,468478,11283
X,1561096689,468423,4160
X,1561096690,468787,3146
X,1561096690,468728,13764
X,1561096691,468482,2902
X,1561096691,468541,1101
X,1561096692,468920,2931
X,1561096693,468294,50282
X,1561096693,470153,39123
X,1561096694,470304,39102
X,1561096694,468630,10757
P,1561096695,5167
X,1561096695,469014,1774
X,1561096695,468647,4318
X,1561096696,468680,2173
X,1561096697,509635,7757
X,1561096697,293925,34006
X,1561096698,286862,2025
X,1561096698,286904,509
X,1561096699,287028,438
X,1561096699,286948,244
X,1561096700,286896,120
X,1561096701,286943,172
X,1561096701,286887,120
X,1561096702,286870,187
X,1561096702,286822,197
X,1561096703,286731,146
O,1561096703,286784,113
O,1561096703,286690,141
O,1561096704,286670,123
O,1561096704,286655,148
O,1561096705,286642,95
O,1561096705,286624,107
O,1561096706,286583,154
O,1561096706,286549,115
O,1561096707,286588,127
O,1561096707,286554,63
O,1561096708,286532,102
O,1561096709,286528,138
O,1561096709,286474,179
O,1561096710,286470,107
O,1561096710,286468,115
O,1561096711,286480,109
O,1561096711,286530,112
O,1561096712,286576,169
O,1561096713,286601,53
O,1561096713,286606,70
O,1561096714,286607,85
O,1561096714,286626,83
O,1561096715,286618,135
O,1561096715,286687,98
O,1561096716,286636,113
O,1561096717,286624,60
O,1561096717,286604,159
O,1561096718,286620,91
O,1561096718,286637,120
O,1561096719,286618,122
O,1561096719,286636,77
O,1561096720,286594,143
O,1561096720,286573,81
O,1561096721,286536,96
O,1561096722,286544,87
O,1561096722,286498,83
O,1561096723,286483,93
O,1561096723,286509,162
P,1561096724,5165
O,1561096724,286474,79
O,1561096724,286459,189
O,1561096725,286451,135
O,1561096726,286490,183
O,1561096726,286492,220
O,1561096727,286467,224
O,1561096727,286476,188
O,1561096728,286501,272
O,1561096728,286449,167
O,1561096729,286424,142
O,1561096730,286370,200
O,1561096730,286260,289
O,1561096731,286281,119
O,1561096731,286272,200
O,1561096732,286258,147
O,1561096732,286339,237
O,1561096733,286375,144
O,1561096734,286369,165
O,1561096734,286381,114
O,1561096735,286377,81
O,1561096735,286356,107
O,1561096736,286296,186
O,1561096736,286349,238
O,1561096737,286264,143
O,1561096737,286319,99
O,1561096738,286341,151
O,1561096739,286407,158
O,1561096739,286462,152
O,1561096740,286475,114
O,1561096740,286492,134
O,1561096741,286471,88
O,1561096741,286507,123
O,1561096742,286438,170
O,1561096743,286377,180
O,1561096743,286377,98
O,1561096744,286387,158
O,1561096744,286372,122
O,1561096744,286309,114
O,1561096744,286359,80
O,1561096745,286367,72
O,1561096746,286337,161
O,1561096746,286367,195
O,1561096747,286388,125
O,1561096747,286428,50
O,1561096748,286466,112
O,1561096748,286417,51
O,1561096749,286410,111
O,1561096749,286389,126
O,1561096750,286314,657
