H,1559852085,278906
P,1559852085,5229
P,1559852114,5230
P,1559852145,5227
P,1559852174,5231
P,1559852203,5230
P,1559852232,5231
P,1559852262,5229
P,1559852291,5230
P,1559852320,5230
D,1559852325,410368
P,1559852350,5230
P,1559852379,5230
P,1559852408,5231
P,1559852438,5230
P,1559852468,5231
P,1559852497,5230
P,1559852526,5230
P,1559852556,5230
P,1559852585,5231
P,1559852614,5229
P,1559852643,5230
P,1559852673,5230
D,1559852700,412928
D,1559852702,394752
P,1559852702,5230
D,1559852704,399104
D,1559852706,415232
D,1559852709,412928
D,1559852711,386560
D,1559852713,401920
D,1559852715,399104
D,1559852718,410368
R,1559852718,000000000
X,1559852719,618922,10877
X,1559852720,618890,10118
X,1559852720,620438,10760
X,1559852721,618161,14904
X,1559852722,618956,7093
X,1559852722,619196,7936
X,1559852722,619743,4956
X,1559852722,620608,4305
X,1559852723,622750,17349
X,1559852723,618213,16707
X,1559852724,619871,4629
X,1559852725,619246,2925
X,1559852725,619393,3475
X,1559852726,620250,2331
X,1559852726,620444,6830
X,1559852727,619759,7241
X,1559852727,621186,11657
X,1559852728,619575,7242
X,1559852729,620107,11423
X,1559852729,619340,3895
X,1559852730,619627,41006
X,1559852730,620582,17353
X,1559852731,619311,8052
X,1559852731,619301,12573
P,1559852732,5221
X,1559852732,618122,18967
X,1559852732,621390,15445
X,1559852733,620854,16412
X,1559852734,619403,7885
X,1559852734,623454,55698
X,1559852735,337376,13646
X,1559852735,299136,1801
X,1559852736,298535,276
X,1559852736,298533,350
X,1559852737,298710,358
X,1559852738,298457,166
X,1559852738,298188,656
X,1559852739,297904,435
X,1559852739,298019,227
X,1559852740,298290,236
X,1559852740,298416,206
X,1559852741,298271,422
O,1559852742,298325,293
O,1559852742,298572,532
O,1559852743,299273,1293
O,1559852743,298408,1411
O,1559852744,299017,1631
O,1559852744,298285,1448
O,1559852745,298496,235
O,1559852745,298420,117
O,1559852746,298493,144
O,1559852747,298483,102
O,1559852747,298248,253
O,1559852748,298366,276
O,1559852748,298436,267
O,1559852749,298444,127
O,1559852749,298615,110
O,1559852750,298622,100
O,1559852751,298605,365
O,1559852751,298698,154
O,1559852752,298511,179
O,1559852752,298429,164
O,1559852753,298498,104
O,1559852753,298568,211
O,1559852754,298612,164
O,1559852755,298308,451
O,1559852755,297887,582
O,1559852756,298272,199
O,1559852756,298006,285
O,1559852757,297932,634
O,1559852757,297965,158
O,1559852758,298166,348
O,1559852759,298004,324
O,1559852759,297933,433
O,1559852760,298127,331
O,1559852760,298041,493
O,1559852761,298268,220
O,1559852761,298092,406
P,1559852762,5219
O,1559852762,298275,254
O,1559852762,298264,106
O,1559852763,298173,270
O,1559852763,298210,428
O,1559852763,297580,332
O,1559852764,297794,492
O,1559852764,298157,195
O,1559852765,298380,249
O,1559852765,298348,208
O,1559852766,298040,539
O,1559852767,297927,657
O,1559852767,297579,778
O,1559852768,297619,609
O,1559852768,297308,524
O,1559852769,297603,802
O,1559852769,297881,329
O,1559852770,298033,306
O,1559852771,297986,379
O,1559852771,297718,434
O,1559852772,298089,162
O,1559852772,298047,269
O,1559852773,297973,453
O,1559852773,298194,634
O,1559852774,298282,441
O,1559852774,298299,370
O,1559852775,298322,695
O,1559852776,298325,516
O,1559852776,298312,539
O,1559852777,298359,225
O,1559852777,298240,242
O,1559852778,298228,117
O,1559852778,298211,156
O,1559852779,298256,246
O,1559852780,298293,266
O,1559852780,298269,165
O,1559852781,298447,392
O,1559852781,298383,377
O,1559852782,298372,614
O,1559852782,298613,218
O,1559852783,298717,444
O,1559852784,298810,900
O,1559852784,299685,367
O,1559852785,299269,1500
O,1559852785,299756,820
O,1559852786,300381,2027
O,1559852786,300719,2222
O,1559852787,298763,1412
O,1559852788,298170,489
O,1559852788,298256,1543
O,1559852789,298245,1232
O,1559852789,298497,1434
O,1559852790,297953,761
O,1559852790,297676,666
P,1559852791,5218
O,1559852791,298228,1237
T,1559852791,2862
P,1559852820,5229
P,1559852849,5230
P,1559852879,5230
P,1559852908,5229
P,1559852937,5230
P,1559852967,5231
P,1559852996,5230
P,1559853026,5230
P,1559853055,5229
P,1559853085,5229
P,1559853114,5230
P,1559853143,5230
P,1559853173,5229
P,1559853202,5230
P,1559853231,5229
D,1559853248,413440
D,1559853250,408320
D,1559853253,407552
D,1559853255,408064
P,1559853260,5230
P,1559853290,5230
