H,1564531634,278906
X,1564531634,616622,11244
X,1564531634,616039,5795
X,1564531635,616271,25042
X,1564531635,616773,7978
X,1564531635,616630,4559
X,1564531635,616766,11402
X,1564531636,617067,2687
X,1564531637,617409,17080
X,1564531637,613826,17721
X,1564531638,609870,48814
X,1564531638,423404,63657
X,1564531639,292124,3669
X,1564531639,291970,976
X,1564531640,291755,495
X,1564531641,291762,689
X,1564531641,291649,522
X,1564531642,291680,754
X,1564531642,291709,222
X,1564531643,291649,147
X,1564531643,291586,89
X,1564531644,291538,119
X,1564531645,291492,183
O,1564531645,291483,166
O,1564531646,291474,160
O,1564531646,291459,225
O,1564531647,291395,210
O,1564531647,291346,140
P,1564531647,5002
O,1564531648,291356,178
O,1564531648,291370,221
O,1564531649,291385,207
O,1564531650,291338,114
O,1564531650,291323,112
O,1564531651,291280,115
O,1564531651,291266,126
O,1564531652,291245,125
O,1564531652,291222,118
O,1564531653,291196,100
O,1564531654,291229,155
O,1564531654,291257,138
O,1564531655,291262,107
O,1564531655,291237,73
O,1564531656,291224,123
O,1564531656,291246,130
O,1564531657,291228,104
O,1564531658,291192,94
O,1564531658,291173,55
O,1564531659,291175,96
O,1564531659,291143,191
O,1564531660,291141,76
O,1564531660,291141,89
O,1564531661,291119,129
O,1564531662,291129,100
O,1564531662,291111,68
O,1564531663,291102,87
O,1564531663,291100,92
O,1564531664,291099,116
O,1564531664,291101,84
O,1564531665,291062,69
O,1564531665,291067,164
O,1564531666,291102,159
O,1564531667,291065,159
O,1564531667,291038,61
O,1564531668,291015,65
O,1564531668,290974,111
O,1564531669,291025,91
O,1564531669,291007,56
O,1564531670,291004,101
O,1564531671,291024,82
O,1564531671,291004,101
O,1564531672,291008,86
O,1564531672,291030,129
O,1564531673,290993,73
O,1564531673,291015,59
O,1564531674,291014,68
O,1564531675,291008,86
O,1564531675,290977,84
O,1564531676,290954,99
O,1564531676,290955,109
O,1564531676,290951,79
O,1564531676,290954,70
P,1564531676,5037
O,1564531677,290944,120
O,1564531677,290921,75
O,1564531678,290941,91
O,1564531679,290944,79
O,1564531679,290928,138
O,1564531680,290905,94
O,1564531680,290920,142
O,1564531681,290912,78
O,1564531681,290935,126
O,1564531682,290915,101
O,1564531683,290945,100
O,1564531683,290928,143
O,1564531684,290911,126
O,1564531684,290899,97
O,1564531685,290855,88
O,1564531685,290798,104
O,1564531686,290768,137
O,1564531687,290742,98
O,1564531687,290740,182
O,1564531688,290736,125
O,1564531688,290635,245
O,1564531689,290661,119
O,1564531689,290667,170
O,1564531690,290711,195
O,1564531691,290749,179
O,1564531691,290726,163
O,1564531692,290694,129
O,1564531692,290758,111
O,1564531693,290749,83
O,1564531693,290766,48
O,1564531694,290754,152
O,1564531694,290795,95
T,1564531695,2919
P,1564531707,5046
P,1564531736,5046
P,1564531765,5046
P,1564531795,5045
P,1564531824,5046
P,1564531853,5046
P,1564531882,5046
O,1564531904,289497,1935
O,1564531904,289655,89
O,1564531905,289669,84
O,1564531906,289626,58
O,1564531906,289635,81
O,1564531907,289622,125
O,1564531907,289607,129
O,1564531908,289601,119
O,1564531908,289605,131
O,1564531909,289611,163
O,1564531910,289613,91
O,1564531910,289583,182
O,1564531911,289573,77
O,1564531911,289605,132
O,1564531912,289590,124
P,1564531912,5038
O,1564531912,289594,130
O,1564531913,289590,122
O,1564531913,289566,127
O,1564531914,289564,54
O,1564531915,289578,127
O,1564531915,289600,104
O,1564531916,289576,112
O,1564531916,289565,97
O,1564531917,289585,60
O,1564531917,289571,97
O,1564531918,289594,95
O,1564531919,289539,105
O,1564531919,289521,79
O,1564531920,289560,161
O,1564531920,289548,161
O,1564531921,289488,72
O,1564531921,289520,93
O,1564531922,289554,122
O,1564531922,289574,108
O,1564531922,289549,107
O,1564531923,289557,73
O,1564531923,289556,145
O,1564531924,289583,47
O,1564531924,289541,127
O,1564531925,289530,187
O,1564531926,289499,133
O,1564531926,289544,159
O,1564531927,289573,79
O,1564531927,289601,158
O,1564531928,289587,162
O,1564531928,289565,136
O,1564531929,289538,85
O,1564531929,289563,153
O,1564531930,289484,102
O,1564531931,289485,107
O,1564531931,289480,70
