H,1559870222,278906
P,1559870222,5225
P,1559870251,5226
P,1559870280,5225
P,1559870310,5225
P,1559870339,5227
P,1559870369,5227
P,1559870399,5225
P,1559870428,5226
P,1559870457,5225
P,1559870486,5225
P,1559870516,5225
P,1559870545,5225
P,1559870574,5225
P,1559870604,5225
P,1559870633,5226
P,1559870663,5226
P,1559870692,5226
D,1559870715,736768
D,1559870717,428032
D,1559870720,423680
R,1559870720,000000000
X,1559870722,655846,11515
P,1559870722,5216
X,1559870722,655525,3992
X,1559870723,655276,21863
X,1559870723,652906,17697
X,1559870724,656221,5399
X,1559870724,657548,28005
X,1559870725,654044,6977
X,1559870725,650516,10568
X,1559870726,648543,25915
X,1559870727,656101,36709
X,1559870727,658887,40937
X,1559870728,655551,1093
X,1559870728,656847,41553
X,1559870728,656095,23841
X,1559870728,661503,23623
X,1559870729,656119,60306
X,1559870730,655848,28158
X,1559870730,657088,9178
X,1559870731,656209,9457
X,1559870731,654007,16490
X,1559870732,655303,5421
X,1559870732,655612,7161
X,1559870733,656300,2479
X,1559870734,656537,2797
X,1559870734,656735,3176
X,1559870735,656828,2561
X,1559870735,656760,2505
X,1559870736,656721,7917
X,1559870736,658619,5577
X,1559870737,656707,4878
X,1559870737,657860,2826
X,1559870738,657139,5742
X,1559870739,657476,3476
X,1559870739,657594,3317
X,1559870740,657445,2852
X,1559870740,657484,13535
X,1559870741,657544,10945
X,1559870741,657624,10074
X,1559870742,657023,6287
X,1559870743,656929,3698
X,1559870743,657196,10802
X,1559870744,657098,9331
X,1559870744,657200,5382
X,1559870745,657048,3094
X,1559870745,656820,3713
X,1559870746,657214,2291
X,1559870747,656877,4967
X,1559870747,656905,2646
X,1559870748,657267,3182
X,1559870748,657145,2449
X,1559870749,656971,3195
X,1559870749,656846,2673
X,1559870750,656417,5196
X,1559870751,656937,2800
P,1559870751,5217
X,1559870751,657052,3452
X,1559870752,657731,13158
X,1559870752,656979,12787
X,1559870753,657643,9291
X,1559870753,657489,17641
X,1559870754,653162,61566
X,1559870754,715871,21910
X,1559870755,300688,5036
X,1559870756,299678,1495
X,1559870756,299175,1226
X,1559870757,297980,836
X,1559870757,298755,697
X,1559870758,298952,613
X,1559870758,299160,788
X,1559870759,299058,553
X,1559870760,299216,966
X,1559870760,299062,274
X,1559870761,299157,191
O,1559870761,299057,169
O,1559870762,298946,268
O,1559870762,298804,183
O,1559870763,298847,206
O,1559870764,298997,296
O,1559870764,298917,246
O,1559870765,298898,164
O,1559870765,299010,176
O,1559870766,298973,590
O,1559870766,298849,427
O,1559870767,298868,255
O,1559870767,298897,271
O,1559870768,298952,191
O,1559870769,298867,198
O,1559870769,298752,328
O,1559870769,298829,140
O,1559870769,298783,276
O,1559870770,298675,281
O,1559870770,298696,318
O,1559870771,298762,179
O,1559870772,298835,250
O,1559870772,298867,142
O,1559870773,298908,106
O,1559870773,298960,231
O,1559870774,299026,146
O,1559870774,299032,158
O,1559870775,298989,166
O,1559870776,299052,185
O,1559870776,299140,147
O,1559870777,299180,146
O,1559870777,299273,218
O,1559870778,299510,172
O,1559870778,299298,394
O,1559870779,299129,225
O,1559870780,299021,356
P,1559870780,5215
O,1559870780,298901,208
O,1559870781,298783,324
O,1559870781,298623,381
O,1559870782,298848,158
O,1559870782,298819,127
O,1559870783,298866,201
O,1559870783,298843,66
O,1559870784,298787,874
O,1559870785,298014,341
O,1559870785,298117,248
O,1559870786,298094,226
O,1559870786,297983,309
O,1559870787,297733,511
O,1559870787,297970,638
O,1559870788,297956,521
O,1559870789,298208,469
O,1559870789,298444,1028
O,1559870790,298244,382
O,1559870790,298136,432
O,1559870791,298263,458
O,1559870791,297866,1142
O,1559870792,297748,1045
O,1559870793,298611,290
O,1559870793,298539,719
O,1559870794,297953,490
O,1559870794,297638,732
O,1559870795,298047,720
O,1559870795,298122,1085
O,1559870796,298376,2820
O,1559870796,298260,3192
O,1559870797,296486,5956
O,1559870798,297926,1569
O,1559870798,298515,333
O,1559870799,298677,366
O,1559870799,298498,775
O,1559870800,298011,538
O,1559870800,297596,655
O,1559870801,297686,1230
O,1559870802,297833,438
O,1559870802,298501,500
O,1559870803,298032,1293
O,1559870803,297959,853
O,1559870804,298023,671
O,1559870804,298125,574
O,1559870805,298219,333
O,1559870806,297963,289
