H,1561408815,278906
P,1561408815,5184
P,1561408844,5185
P,1561408874,5184
P,1561408903,5182
P,1561408933,5182
P,1561408962,5182
P,1561408991,5183
P,1561409021,5183
P,1561409051,5184
P,1561409080,5182
P,1561409109,5183
P,1561409139,5184
P,1561409168,5184
P,1561409197,5184
P,1561409227,5183
P,1561409256,5183
P,1561409285,5184
P,1561409314,5184
P,1561409345,5184
P,1561409374,5184
P,1561409403,5182
P,1561409432,5182
P,1561409462,5184
P,1561409491,5183
P,1561409520,5184
P,1561409550,5183
P,1561409579,5182
P,1561409608,5184
P,1561409638,5184
P,1561409668,5182
P,1561409697,5184
P,1561409726,5183
P,1561409756,5183
P,1561409785,5183
P,1561409814,5184
P,1561409843,5183
P,1561409873,5182
P,1561409902,5184
P,1561409932,5182
D,1561409937,421632
D,1561409939,401664
D,1561409941,398336
D,1561409943,405248
D,1561409946,377600
D,1561409948,404736
D,1561409950,403712
D,1561409952,406016
D,1561409954,398592
R,1561409954,700D9CE55
R,1561409954,700D9CE55
R,1561409954,700D9CE55
X,1561409956,290033,3093
X,1561409957,290210,1425
X,1561409957,290193,1748
X,1561409958,290169,1116
X,1561409958,290176,2870
X,1561409959,290059,1756
X,1561409960,290026,1300
X,1561409960,290015,1080
X,1561409961,290056,1503
X,1561409961,290020,563
P,1561409962,5173
X,1561409962,289982,889
O,1561409962,290008,487
O,1561409963,289990,548
O,1561409963,290033,450
O,1561409964,290002,425
O,1561409965,289947,398
O,1561409965,289933,748
O,1561409965,289839,1187
O,1561409965,289935,1523
O,1561409966,289832,1304
O,1561409966,289764,788
O,1561409967,289857,763
O,1561409968,289830,681
O,1561409968,289870,986
O,1561409969,289864,695
O,1561409969,289887,745
O,1561409970,290025,1929
O,1561409970,290046,1405
O,1561409971,289946,1676
O,1561409972,289914,1443
O,1561409972,289926,964
O,1561409973,289923,750
O,1561409973,289927,577
O,1561409974,289920,458
O,1561409974,289851,363
O,1561409975,289828,184
O,1561409976,289818,144
O,1561409976,289920,256
O,1561409977,289925,239
O,1561409977,289934,396
O,1561409978,289950,355
O,1561409978,289982,547
O,1561409979,289928,339
O,1561409979,289913,309
O,1561409980,289930,357
O,1561409981,289894,264
O,1561409981,289917,577
O,1561409982,289922,718
O,1561409982,290014,636
O,1561409983,289835,676
O,1561409983,289800,447
O,1561409984,289844,274
O,1561409985,290082,1361
O,1561409985,290214,2563
O,1561409986,290004,1882
O,1561409986,290022,988
O,1561409987,290074,771
O,1561409987,290075,373
O,1561409988,290028,354
O,1561409989,290065,248
O,1561409989,289989,181
O,1561409990,289964,1119
O,1561409990,290076,947
P,1561409991,5175
O,1561409991,289878,760
O,1561409991,289928,571
O,1561409992,289995,209
O,1561409992,289982,317
O,1561409993,290018,171
O,1561409994,289984,169
O,1561409994,290012,672
O,1561409995,289976,876
O,1561409995,290053,882
O,1561409996,289999,519
O,1561409996,290065,306
O,1561409997,290028,234
O,1561409998,290033,552
O,1561409998,290006,410
O,1561409999,289988,290
O,1561409999,290015,396
O,1561410000,290015,304
O,1561410000,290021,133
O,1561410001,290021,138
O,1561410002,290036,133
O,1561410002,290011,169
O,1561410003,289963,299
O,1561410003,289962,214
O,1561410004,289961,175
O,1561410004,289989,121
O,1561410005,289968,111
O,1561410006,289942,90
O,1561410006,290037,604
O,1561410006,290039,1171
O,1561410006,290076,625
O,1561410007,290085,420
O,1561410007,290065,225
O,1561410008,290067,267
O,1561410008,290045,222
O,1561410009,290016,145
O,1561410010,289974,159
O,1561410010,290014,702
O,1561410011,290063,417
T,1561410011,2970
P,1561410020,5182
P,1561410049,5183
P,1561410079,5183
P,1561410108,5183
P,1561410137,5182
P,1561410167,5183
P,1561410196,5181
P,1561410226,5184
P,1561410255,5183
P,1561410285,5182
P,1561410314,5183
P,1561410343,5183
P,1561410373,5182
P,1561410402,5183
P,1561410431,5184
P,1561410460,5183
P,1561410490,5183
O,1561410498,289747,1951
O,1561410498,289877,693
O,1561410499,289838,641
O,1561410499,289835,571
O,1561410500,289837,235
O,1561410501,289824,682
O,1561410501,289860,390
O,1561410502,289857,330
O,1561410502,289837,248
O,1561410503,289876,296
O,1561410503,289889,153
O,1561410504,289886,137
O,1561410504,289857,119
O,1561410505,289874,422
O,1561410506,289899,248
O,1561410506,289850,184
O,1561410507,289855,111
O,1561410507,289851,142
O,1561410508,289810,223
O,1561410508,289786,208
O,1561410509,289746,106
