H,1559176406,278906
P,1559176406,5298
P,1559176436,5298
P,1559176466,5299
P,1559176495,5298
P,1559176525,5298
P,1559176554,5298
P,1559176583,5298
P,1559176612,5299
P,1559176642,5299
P,1559176671,5297
P,1559176700,5299
P,1559176730,5299
P,1559176760,5299
P,1559176789,5299
P,1559176818,5299
P,1559176848,5299
P,1559176877,5299
P,1559176906,5298
P,1559176936,5298
P,1559176965,5299
P,1559176994,5298
P,1559177023,5298
P,1559177054,5298
P,1559177083,5297
P,1559177112,5297
P,1559177141,5300
P,1559177171,5297
P,1559177200,5298
P,1559177229,5298
P,1559177259,5297
P,1559177288,5298
P,1559177317,5299
P,1559177347,5299
P,1559177377,5298
P,1559177406,5298
P,1559177435,5299
P,1559177465,5299
P,1559177494,5298
D,1559177510,552192
D,1559177511,464640
D,1559177513,482816
D,1559177516,477696
D,1559177518,474624
D,1559177520,474880
D,1559177522,479744
P,1559177523,5299
D,1559177524,475904
D,1559177527,476416
D,1559177529,490752
D,1559177531,520192
R,1559177531,000000000
X,1559177533,723514,14560
X,1559177533,722032,16979
X,1559177534,719339,31483
X,1559177534,722196,22851
X,1559177535,721923,32289
X,1559177536,720699,17854
X,1559177536,722395,18515
X,1559177537,721445,15173
X,1559177537,721451,10061
X,1559177538,722205,17726
X,1559177538,721417,6849
X,1559177539,722020,12561
X,1559177540,721815,14123
X,1559177540,722128,13991
X,1559177541,721176,10954
X,1559177541,722710,10257
X,1559177542,722134,7986
X,1559177542,721286,3865
X,1559177543,721921,10679
X,1559177543,722674,13973
X,1559177544,721740,3124
X,1559177545,722203,7664
X,1559177545,721284,32142
X,1559177546,721245,16555
X,1559177546,721813,12115
X,1559177547,721394,13325
X,1559177547,721281,217
X,1559177548,720986,13392
X,1559177549,721618,31389
X,1559177549,721318,18788
X,1559177550,721935,21646
X,1559177550,721927,17861
X,1559177551,723424,10315
X,1559177551,714703,58698
X,1559177552,724716,52372
X,1559177553,560449,40637
X,1559177553,304528,19566
P,1559177553,5285
X,1559177554,305785,4697
X,1559177554,305134,934
X,1559177555,304672,670
X,1559177555,304660,367
X,1559177556,304551,95
X,1559177557,304467,74
X,1559177557,304407,109
X,1559177558,304391,105
X,1559177558,304338,154
X,1559177559,304272,66
O,1559177559,304261,101
O,1559177560,304247,115
O,1559177560,304201,87
O,1559177561,304209,107
O,1559177562,304175,103
O,1559177562,304142,67
O,1559177563,304117,118
O,1559177563,304114,40
O,1559177564,304112,91
O,1559177564,304109,117
O,1559177565,304090,92
O,1559177566,304081,106
O,1559177566,304041,103
O,1559177567,304048,47
O,1559177567,304068,94
O,1559177568,304040,77
O,1559177568,304047,123
O,1559177569,304016,70
O,1559177570,304046,107
O,1559177570,304034,118
O,1559177571,304042,121
O,1559177571,304056,96
O,1559177572,304024,86
O,1559177572,304024,134
O,1559177573,304005,106
O,1559177573,304007,99
O,1559177574,303993,94
O,1559177575,303978,198
O,1559177575,303989,108
O,1559177576,303980,133
O,1559177576,303943,118
O,1559177577,303914,63
O,1559177577,303935,106
O,1559177578,303924,129
O,1559177579,303911,86
O,1559177579,303943,108
O,1559177580,303912,68
O,1559177580,303929,101
O,1559177581,303911,147
O,1559177581,303909,71
O,1559177582,303922,144
O,1559177583,303937,108
O,1559177583,303898,124
P,1559177583,5290
O,1559177584,303885,97
O,1559177584,303890,101
O,1559177585,303893,116
O,1559177585,303895,55
O,1559177586,303880,81
O,1559177587,303901,164
O,1559177587,303884,72
O,1559177588,303912,77
O,1559177588,303908,81
O,1559177589,303893,106
O,1559177589,303893,86
O,1559177590,303887,111
O,1559177590,303882,81
O,1559177591,303882,92
O,1559177592,303853,76
O,1559177592,303875,94
O,1559177593,303868,101
O,1559177593,303884,95
O,1559177593,303876,93
O,1559177593,303893,80
O,1559177594,303895,125
O,1559177595,303862,93
O,1559177595,303877,74
O,1559177596,303858,110
O,1559177596,303845,90
O,1559177597,303835,143
O,1559177597,303847,82
O,1559177598,303894,79
O,1559177599,303872,103
O,1559177599,303839,112
O,1559177600,303831,63
O,1559177600,303833,77
O,1559177601,303846,145
O,1559177601,303819,125
O,1559177602,303831,73
O,1559177602,303839,110
O,1559177603,303823,121
O,1559177604,303822,56
O,1559177604,303874,81
O,1559177605,303855,95
O,1559177605,303888,96
O,1559177606,303903,80
O,1559177606,303884,103
O,1559177607,303876,100
