H,1558732877,278906
T,1558732877,2897
U,1558732877,52821
X,1558732879,634883,1011
X,1558732879,634882,1081
X,1558732880,634891,799
X,1558732880,634886,1074
X,1558732881,634998,811
X,1558732881,634964,1296
X,1558732882,634991,1016
X,1558732883,634813,3787
P,1558732883,5418
X,1558732883,635051,3255
X,1558732884,634997,5141
X,1558732884,634950,7006
X,1558732885,635321,5352
X,1558732885,634964,808
X,1558732886,634975,1001
X,1558732886,635018,1110
X,1558732886,635049,1300
X,1558732887,634971,1568
X,1558732887,634982,1238
X,1558732888,635055,1208
X,1558732888,636291,7197
X,1558732889,634475,4820
X,1558732890,635064,1883
X,1558732890,635009,1249
X,1558732891,635002,818
X,1558732891,634964,1310
X,1558732892,635123,1204
X,1558732892,634988,1847
X,1558732893,635032,1218
X,1558732893,635029,2031
X,1558732894,634968,1489
X,1558732895,635133,934
X,1558732895,635028,1545
X,1558732896,634932,1680
X,1558732896,635000,1343
X,1558732897,634972,1687
X,1558732897,634966,1191
X,1558732898,634926,1098
X,1558732899,634913,1969
X,1558732899,634976,1023
X,1558732900,634964,1399
X,1558732900,634948,1419
X,1558732901,634931,1460
X,1558732901,634571,6137
X,1558732902,635256,2923
X,1558732903,634937,1013
X,1558732903,635049,1331
X,1558732904,634785,12534
X,1558732904,635581,4013
X,1558732905,635056,2314
X,1558732905,635485,2163
X,1558732906,634560,3578
X,1558732907,634929,1340
X,1558732907,635100,1757
X,1558732908,635403,9684
X,1558732908,634513,6032
X,1558732909,634950,1409
X,1558732909,635010,1570
X,1558732910,634877,1794
X,1558732910,630494,40333
X,1558732911,539897,792
X,1558732912,297837,2172
X,1558732912,297500,1553
P,1558732912,5417
X,1558732913,297548,1054
X,1558732913,297287,743
X,1558732914,297257,360
X,1558732914,297269,256
X,1558732915,297216,166
X,1558732916,297152,96
X,1558732916,297123,156
X,1558732917,297138,138
X,1558732917,297091,139
O,1558732918,297044,154
O,1558732918,297054,123
O,1558732919,297020,125
O,1558732920,296973,114
O,1558732920,297024,100
O,1558732921,296987,114
O,1558732921,296973,94
O,1558732922,296968,95
O,1558732922,296916,117
O,1558732923,296913,137
O,1558732923,296913,160
O,1558732924,296896,134
O,1558732925,296886,151
O,1558732925,296883,110
O,1558732926,296850,136
O,1558732926,296862,179
O,1558732927,296882,141
O,1558732927,296894,243
O,1558732927,296880,170
O,1558732928,296844,165
O,1558732928,296793,237
O,1558732929,296759,223
O,1558732929,296776,166
O,1558732930,296766,157
O,1558732930,296815,115
O,1558732931,296758,133
O,1558732932,296755,193
O,1558732932,296756,95
O,1558732933,296722,145
O,1558732933,296689,137
O,1558732934,296703,147
O,1558732934,296721,93
O,1558732935,296700,142
O,1558732936,296712,162
O,1558732936,296737,95
O,1558732937,296753,76
O,1558732937,296743,102
O,1558732938,296705,103
O,1558732938,296719,126
O,1558732939,296720,105
O,1558732939,296724,173
O,1558732940,296725,276
O,1558732941,296701,358
O,1558732941,296694,231
P,1558732941,5418
O,1558732942,296697,243
O,1558732942,296696,343
O,1558732943,296699,287
O,1558732943,296725,277
O,1558732944,296718,269
O,1558732945,296680,199
O,1558732945,296715,169
O,1558732946,296686,84
O,1558732946,296707,159
O,1558732947,296685,282
O,1558732947,296686,264
O,1558732948,296724,153
O,1558732949,296688,163
O,1558732949,296670,132
O,1558732950,296677,91
O,1558732950,296676,125
O,1558732951,296743,184
O,1558732951,296757,150
O,1558732952,296692,93
O,1558732952,296721,78
O,1558732953,296692,123
O,1558732954,296713,77
O,1558732954,296702,275
O,1558732955,296680,290
O,1558732955,296673,253
O,1558732956,296688,134
O,1558732956,296687,140
O,1558732957,296649,129
O,1558732958,296663,150
O,1558732958,296669,195
O,1558732959,296667,181
O,1558732959,296646,110
O,1558732960,296663,178
O,1558732960,296635,238
O,1558732961,296638,230
O,1558732962,296636,211
O,1558732962,296657,140
O,1558732963,296639,173
O,1558732963,296642,104
O,1558732964,296612,141
O,1558732964,296633,159
O,1558732965,296625,104
O,1558732966,296646,140
O,1558732966,296613,81
O,1558732967,296620,95
O,1558732967,296620,181
T,1558732967,2897
P,1558732970,5428
P,1558733000,5427
P,1558733030,5427
P,1558733059,5429
P,1558733089,5429
P,1558733118,5428
P,1558733147,5426
P,1558733176,5428
