H,1564627154,278906
T,1564627154,2894
U,1564627154,0
X,1564627155,625806,1433
X,1564627156,625715,840
X,1564627157,625596,1808
X,1564627157,625945,1123
X,1564627158,625845,1019
X,1564627158,625639,1060
X,1564627159,625782,729
X,1564627159,625730,22040
X,1564627160,624817,7714
X,1564627161,625068,6268
P,1564627161,4989
X,1564627161,625483,1003
X,1564627162,625419,843
X,1564627162,625275,2672
X,1564627163,625557,17357
X,1564627163,625790,1248
X,1564627164,625374,22088
X,1564627165,625567,1726
X,1564627165,625494,814
X,1564627166,625387,2438
X,1564627166,625610,1735
X,1564627167,625689,924
X,1564627167,625835,34904
X,1564627168,624307,10751
X,1564627169,625366,6404
X,1564627169,625647,2000
X,1564627170,625622,879
X,1564627170,625623,2925
X,1564627171,625678,26978
X,1564627171,625572,1631
X,1564627172,625545,22668
X,1564627172,625531,2224
X,1564627173,625459,1256
X,1564627173,625238,3413
X,1564627173,625342,1275
X,1564627174,625200,2824
X,1564627174,624991,2504
X,1564627175,625092,1545
X,1564627175,625189,1073
X,1564627176,625014,2352
X,1564627177,625204,1188
X,1564627177,625284,1103
X,1564627178,624965,997
X,1564627178,625167,1552
X,1564627179,625126,1712
X,1564627179,625011,17543
X,1564627180,625181,3215
X,1564627181,625253,16427
X,1564627181,625665,14062
X,1564627182,625833,3733
X,1564627182,625614,1349
X,1564627183,625330,2327
X,1564627183,625518,1071
X,1564627184,625495,30204
X,1564627184,625395,3702
X,1564627185,625460,24459
X,1564627186,625421,1383
X,1564627186,625286,892
X,1564627187,625195,866
X,1564627187,625152,2121
X,1564627188,625274,1499
X,1564627188,625189,468
X,1564627189,625196,975
X,1564627190,625207,17796
P,1564627190,5027
X,1564627190,625090,2187
X,1564627191,624676,21611
X,1564627191,624900,2077
X,1564627192,624720,746
X,1564627192,624590,1736
X,1564627193,624712,925
X,1564627194,624951,985
X,1564627194,624918,1131
X,1564627195,624735,2618
X,1564627195,625835,10986
X,1564627196,623816,10946
X,1564627196,624657,27716
X,1564627197,624736,1441
X,1564627198,624574,873
X,1564627198,625286,14712
X,1564627199,624589,2941
X,1564627199,624305,19206
X,1564627200,624242,1838
X,1564627200,624093,739
X,1564627201,623958,1893
X,1564627201,623996,1950
X,1564627202,624168,829
X,1564627203,624187,728
X,1564627203,623925,1901
X,1564627204,624167,563
X,1564627204,624225,884
A,1564627204,624967,1689
T,1564627204,2894
U,1564627205,0
X,1564627206,623859,4048
X,1564627207,623698,22120
X,1564627207,623791,2318
X,1564627208,623523,19434
X,1564627209,623364,1734
X,1564627209,623429,904
X,1564627210,623496,752
X,1564627210,623496,2293
X,1564627211,623581,2827
X,1564627211,623451,19693
X,1564627212,623702,2530
X,1564627212,623557,17410
X,1564627213,623540,2384
X,1564627214,623551,670
X,1564627214,623493,1831
X,1564627214,623440,5950
X,1564627214,623488,33959
X,1564627215,622727,8330
X,1564627215,623203,6699
X,1564627216,623437,718
X,1564627217,623418,767
X,1564627217,623262,3558
X,1564627218,623488,1839
X,1564627218,623473,26555
X,1564627219,623450,3615
P,1564627219,5026
X,1564627219,623065,20833
X,1564627220,623436,966
X,1564627221,623445,905
X,1564627221,623386,2489
X,1564627222,623360,1170
X,1564627222,623454,21692
X,1564627223,623384,3030
X,1564627223,623191,22805
X,1564627224,623252,1274
X,1564627225,623285,839
X,1564627225,623166,2853
X,1564627226,623271,760
X,1564627226,623288,2107
X,1564627227,623005,3284
X,1564627227,623292,31203
X,1564627228,623179,22604
X,1564627228,623221,1880
X,1564627229,623221,895
X,1564627230,622934,1332
X,1564627230,623240,1355
X,1564627231,623020,1176
X,1564627231,622933,617
X,1564627232,622664,2251
X,1564627232,622641,621
X,1564627233,622798,1046
X,1564627234,622857,894
X,1564627234,622690,1507
X,1564627235,622616,1317
X,1564627235,622825,909
X,1564627236,622498,20003
X,1564627236,621849,10248
X,1564627237,622093,6011
X,1564627238,622566,848
X,1564627238,622616,1110
X,1564627239,622664,1678
X,1564627239,622798,1439
X,1564627240,622779,801
X,1564627240,622673,712
X,1564627241,622653,1867
X,1564627242,622808,1531
X,1564627242,622738,1189
X,1564627243,622788,1910
X,1564627243,622686,1936
X,1564627244,622137,3829
X,1564627244,623486,8006
X,1564627245,622870,1807
X,1564627245,622576,24295
X,1564627246,622555,1480
X,1564627247,622528,841
X,1564627247,622422,1341
X,1564627248,622575,31216
