H,1555430400,241338
U,1555430400,0
E,1555430400,1
P,1555430400,5135
D,1555430428,304384
P,1555430429,5136
D,1555430430,301056
D,1555430433,301568
R,1555430433,000000000
X,1555430434,456535,6501
X,1555430435,456974,11711
X,1555430435,455084,4941
X,1555430436,456194,14471
X,1555430437,455326,3922
X,1555430437,454371,6627
X,1555430438,456421,9161
X,1555430438,456320,24292
X,1555430439,456436,1474
X,1555430439,455181,5869
X,1555430440,453948,20514
X,1555430441,455539,36432
X,1555430441,456834,25328
X,1555430442,457072,33452
X,1555430442,453484,20325
X,1555430443,456283,35271
X,1555430443,456322,43881
X,1555430444,451534,36620
X,1555430445,451712,47125
X,1555430445,453981,9858
X,1555430446,452032,11199
X,1555430446,453966,4443
X,1555430447,455501,22477
X,1555430447,456760,5608
X,1555430448,458554,23927
X,1555430449,458295,14049
X,1555430449,458762,7788
X,1555430450,456647,21264
X,1555430450,451803,20025
X,1555430451,448039,6674
X,1555430451,444216,9169
X,1555430452,448948,14832
X,1555430452,455355,3197
X,1555430453,455143,12772
X,1555430454,456289,2134
X,1555430454,456360,2455
X,1555430455,456692,2588
X,1555430455,457837,1919
X,1555430456,457396,3318
X,1555430456,455620,4651
X,1555430457,453686,5110
X,1555430458,454054,3616
X,1555430458,455339,2474
X,1555430459,454936,2845
P,1555430459,5128
X,1555430459,456780,4044
X,1555430460,457959,17952
X,1555430460,455376,3259
X,1555430460,457114,3616
X,1555430461,454379,5197
X,1555430461,452488,6054
X,1555430462,455563,7306
X,1555430462,457925,2179
X,1555430463,457602,11082
X,1555430463,456810,3467
X,1555430464,457607,1205
X,1555430465,456389,3046
X,1555430465,456199,2258
X,1555430466,458567,2154
X,1555430466,459300,1712
X,1555430467,460007,1969
X,1555430467,459407,1949
X,1555430468,458135,2282
X,1555430469,455500,3809
X,1555430469,456217,3286
X,1555430470,457302,1133
X,1555430470,458282,1952
X,1555430471,457390,1587
X,1555430471,456748,3755
X,1555430472,453685,5799
X,1555430472,453984,5629
X,1555430473,457589,6607
X,1555430474,460101,11059
X,1555430474,460015,3794
X,1555430475,459947,17750
X,1555430475,460867,6183
X,1555430476,460387,5211
X,1555430476,460666,2316
X,1555430477,460709,2113
X,1555430478,459893,3860
X,1555430478,458487,16868
X,1555430479,458804,4338
X,1555430479,458918,1986
X,1555430480,459217,1572
X,1555430480,458096,2157
X,1555430481,458569,2911
X,1555430482,459497,4062
X,1555430482,459132,2978
X,1555430483,458019,5633
X,1555430483,454220,12803
X,1555430484,453358,50528
X,1555430484,456602,4874
X,1555430485,456116,39195
X,1555430486,457121,38020
X,1555430486,456620,24523
X,1555430487,453369,11871
X,1555430487,453392,30025
X,1555430488,455986,11509
P,1555430488,5128
X,1555430488,456588,4134
X,1555430489,458391,16273
X,1555430490,460292,15063
X,1555430490,462233,14230
X,1555430491,460461,15280
X,1555430491,460930,12256
X,1555430492,461151,13192
X,1555430492,462156,22196
X,1555430493,462043,21974
X,1555430493,461225,4947
X,1555430494,460836,15766
X,1555430495,460627,19522
X,1555430495,459539,6288
X,1555430496,458396,6758
X,1555430496,457638,7769
X,1555430497,457113,16333
X,1555430497,458117,21483
X,1555430498,459600,21019
X,1555430499,457940,4497
X,1555430499,459594,1859
X,1555430500,457846,3673
X,1555430500,459601,22728
X,1555430501,459191,6704
X,1555430501,458918,6897
X,1555430501,458922,3759
X,1555430502,459967,1513
X,1555430502,460027,3518
X,1555430503,460577,13144
X,1555430503,460364,10649
X,1555430504,459553,14086
X,1555430504,460124,16548
X,1555430505,459789,17679
X,1555430506,461082,2108
X,1555430506,459458,23023
X,1555430507,460609,3779
X,1555430507,460485,16493
X,1555430508,461389,5651
X,1555430508,460860,4701
X,1555430509,457739,4140
X,1555430510,455423,4470
X,1555430510,452516,11253
X,1555430511,450514,2292
X,1555430511,455671,3145
X,1555430512,452173,12017
X,1555430512,451246,34108
X,1555430513,452186,8054
X,1555430513,456650,7388
X,1555430514,458428,20387
X,1555430515,455834,28695
X,1555430515,444298,5923
X,1555430516,448620,19083
X,1555430516,447112,8584
X,1555430517,444643,9893
P,1555430517,5127
X,1555430517,448618,5194
X,1555430518,450779,11493
X,1555430519,450759,9159
X,1555430519,449386,8477
X,1555430520,451338,21600
X,1555430520,453472,6141
X,1555430521,450553,6267
X,1555430521,453432,12555
X,1555430522,446898,14737
X,1555430523,446414,8107
X,1555430523,450028,9741
X,1555430524,456707,3015
X,1555430524,456666,2330
