H,1548157523,221219
T,1548157523,2804
U,1548157524,36731
X,1548157525,486805,651
X,1548157526,486824,401
X,1548157526,486889,450
X,1548157527,487046,2532
X,1548157527,487039,1356
X,1548157528,487003,1844
X,1548157528,487047,593
X,1548157529,487176,533
X,1548157530,487161,511
X,1548157530,487231,446
X,1548157531,487269,409
X,1548157531,487329,117
X,1548157532,487329,539
X,1548157532,487327,414
X,1548157533,487331,418
X,1548157534,487322,279
X,1548157534,487342,230
X,1548157535,487435,427
X,1548157535,487451,289
P,1548157536,4998
X,1548157536,487527,258
X,1548157536,487574,261
X,1548157537,487593,308
X,1548157538,487621,551
A,1548157538,487279,816
T,1548157538,2804
U,1548157538,36731
X,1548157540,487721,779
X,1548157540,487765,354
X,1548157541,487854,1613
X,1548157541,499808,64145
X,1548157542,261265,7938
X,1548157543,258044,796
X,1548157543,257448,683
X,1548157544,256855,760
X,1548157544,256444,954
X,1548157545,256155,665
X,1548157545,255777,1240
X,1548157546,255600,930
X,1548157546,255510,714
X,1548157547,255583,2657
X,1548157548,255520,1026
O,1548157548,255030,751
O,1548157549,254908,361
O,1548157549,254648,4120
O,1548157549,263879,55682
O,1548157549,628979,37520
T,1548157550,2804
D,1548157551,384512
X,1548157553,608007,3747
X,1548157553,608486,2788
X,1548157554,608806,2231
X,1548157554,608847,2253
X,1548157555,608947,2376
X,1548157555,609099,1627
X,1548157556,609168,1017
X,1548157557,609256,1200
X,1548157557,609284,1303
X,1548157558,609338,588
X,1548157558,609441,527
X,1548157559,609468,982
X,1548157559,609517,638
X,1548157560,609556,604
X,1548157561,609669,745
X,1548157561,609801,474
X,1548157562,609865,223
X,1548157562,609876,371
X,1548157563,609997,294
X,1548157563,610054,411
X,1548157564,610089,401
X,1548157564,610097,187
P,1548157565,5024
X,1548157565,610149,650
X,1548157566,610122,2544
X,1548157566,617248,43592
X,1548157567,513719,44952
X,1548157567,597627,428
X,1548157568,611592,2531
X,1548157568,611719,2191
X,1548157569,611766,1842
X,1548157570,611702,2517
X,1548157570,611913,2271
X,1548157571,617968,38463
X,1548157571,711974,32799
X,1548157572,737029,25319
X,1548157572,726845,5761
X,1548157573,727272,1872
X,1548157574,727563,1350
X,1548157574,727773,1348
X,1548157575,727916,2110
X,1548157575,727965,1386
X,1548157576,728189,1941
X,1548157576,728376,1885
X,1548157577,728429,1481
X,1548157578,728477,2653
X,1548157578,728648,1560
X,1548157579,728661,904
X,1548157579,728724,1080
X,1548157580,728790,1940
X,1548157580,728945,1510
X,1548157581,728987,1476
X,1548157581,729100,952
X,1548157582,729130,1157
X,1548157583,729141,606
X,1548157583,729182,1738
X,1548157584,729236,871
X,1548157584,729320,592
X,1548157585,729396,600
A,1548157585,645588,54522
T,1548157585,2805
U,1548157585,36731
X,1548157587,729539,488
X,1548157587,729657,445
X,1548157588,729628,387
X,1548157589,729646,673
X,1548157589,729691,1020
X,1548157590,729758,1022
X,1548157590,729657,2785
X,1548157590,729651,1083
X,1548157590,729666,1635
X,1548157591,729518,911
X,1548157591,729578,341
X,1548157592,729601,1121
X,1548157593,729740,690
X,1548157593,729772,659
P,1548157594,5024
X,1548157594,729832,1505
X,1548157594,729851,1592
X,1548157595,729877,1199
X,1548157595,729907,949
X,1548157596,729857,1326
X,1548157597,729833,534
X,1548157597,729908,816
X,1548157598,730001,1572
X,1548157598,731860,8195
X,1548157599,655448,46920
X,1548157599,616982,1329
X,1548157600,616313,770
X,1548157601,616031,2179
X,1548157601,615770,972
X,1548157602,615614,500
X,1548157602,615526,1039
X,1548157603,615487,1969
X,1548157603,615627,9894
X,1548157604,747310,41514
X,1548157605,849312,26046
X,1548157605,847832,5856
X,1548157606,848480,1434
X,1548157606,848852,2066
X,1548157607,849135,792
X,1548157607,849288,596
X,1548157608,849507,534
X,1548157608,849654,698
X,1548157609,849785,466
X,1548157610,849907,703
A,1548157610,748584,37685
T,1548157610,2805
U,1548157610,36731
X,1548157612,850245,399
X,1548157612,850345,790
X,1548157613,850524,288
X,1548157613,850575,356
X,1548157614,850611,222
X,1548157614,850679,225
X,1548157615,850702,163
X,1548157616,850735,191
X,1548157616,850775,316
X,1548157617,850804,302
X,1548157617,850785,383
X,1548157618,850785,421
X,1548157618,850785,351
X,1548157619,850853,443
X,1548157619,850911,363
