H,1548157429,221219
T,1548157429,2803
U,1548157429,36731
X,1548157431,370876,1582
X,1548157431,370953,1559
X,1548157432,370846,1157
X,1548157433,370754,850
X,1548157433,370763,409
X,1548157434,370711,566
X,1548157434,370738,423
X,1548157435,370715,529
X,1548157435,370726,457
X,1548157436,370672,441
X,1548157436,370686,337
X,1548157437,370647,499
X,1548157438,370719,529
X,1548157438,370737,960
X,1548157439,370736,1556
X,1548157439,370686,1060
X,1548157440,370693,693
X,1548157440,370623,952
X,1548157441,370635,303
X,1548157442,370578,476
X,1548157442,370618,813
X,1548157443,370616,241
X,1548157443,370518,394
X,1548157444,370445,973
X,1548157444,370442,1012
X,1548157445,370336,1155
X,1548157446,370594,9518
X,1548157446,370809,3740
X,1548157447,370768,1780
P,1548157447,5033
X,1548157447,370546,1793
X,1548157448,370413,1315
X,1548157448,370545,1895
X,1548157449,370230,1696
X,1548157449,369894,2015
X,1548157450,369809,3274
X,1548157451,369647,3237
X,1548157451,369750,1554
X,1548157452,369929,1237
X,1548157452,370047,372
A,1548157452,370632,716
T,1548157452,2803
U,1548157453,36731
X,1548157454,370473,673
X,1548157455,370490,260
X,1548157455,370475,337
X,1548157456,370460,583
X,1548157457,370488,414
X,1548157457,370340,561
X,1548157458,370479,484
X,1548157458,370532,449
X,1548157459,370486,170
X,1548157459,370343,418
X,1548157460,370203,329
X,1548157461,370025,251
X,1548157461,370160,562
X,1548157462,370180,627
X,1548157462,370474,561
X,1548157463,370567,1106
X,1548157463,370613,526
X,1548157464,370559,332
X,1548157464,370628,476
X,1548157465,370603,645
X,1548157466,370616,675
A,1548157466,370431,603
T,1548157466,2803
U,1548157466,36731
X,1548157467,370525,1898
X,1548157467,370412,1484
X,1548157468,370211,1643
X,1548157468,370273,922
X,1548157469,370246,1148
X,1548157469,370293,951
X,1548157470,370397,1233
X,1548157471,370407,1719
X,1548157471,370145,1622
X,1548157472,370281,1594
X,1548157472,370127,616
X,1548157473,370210,695
X,1548157473,370393,335
X,1548157474,370423,454
X,1548157475,370443,316
X,1548157475,370363,429
X,1548157476,370423,608
X,1548157476,370423,399
P,1548157476,5031
X,1548157477,370430,597
X,1548157477,370439,1139
X,1548157478,370297,998
X,1548157478,370336,997
X,1548157479,370304,796
X,1548157480,370383,768
C,1548157480,1
X,1548157480,350218,33035
X,1548157481,256730,762
X,1548157481,256171,656
X,1548157482,255738,369
X,1548157482,255439,445
X,1548157483,255217,260
X,1548157484,255062,328
X,1548157484,254914,458
X,1548157485,254649,218
X,1548157485,254556,375
X,1548157486,254512,203
X,1548157486,254442,129
O,1548157487,254385,219
O,1548157488,254404,780
O,1548157488,253869,1429
O,1548157489,253836,2133
O,1548157489,253659,360
O,1548157490,253574,258
O,1548157490,253649,540
O,1548157491,346017,29849
T,1548157491,2804
D,1548157492,240640
X,1548157494,368554,2368
X,1548157495,369059,759
X,1548157495,369150,521
X,1548157496,369017,298
X,1548157496,369134,250
X,1548157497,369209,395
X,1548157497,369222,460
X,1548157498,369168,980
X,1548157499,369155,1792
X,1548157499,369158,3847
X,1548157500,369352,1519
X,1548157500,369147,7170
X,1548157501,369548,4868
X,1548157501,369506,3752
X,1548157502,369155,3062
X,1548157503,369533,961
X,1548157503,369528,619
X,1548157504,369659,1219
X,1548157504,369752,455
X,1548157505,369842,341
X,1548157505,369905,662
X,1548157506,370023,1080
P,1548157506,5029
X,1548157507,360289,14478
X,1548157507,257026,2588
X,1548157508,255272,474
X,1548157508,255007,352
X,1548157508,254798,369
X,1548157508,254663,424
X,1548157509,254470,969
X,1548157510,254423,426
X,1548157510,254246,499
X,1548157511,254184,399
X,1548157511,308355,61085
X,1548157512,462668,53287
X,1548157512,453566,34841
X,1548157513,483701,7008
X,1548157513,484614,2259
X,1548157514,484701,3668
X,1548157515,485223,2873
X,1548157515,485373,2011
X,1548157516,485480,1306
X,1548157516,485776,1202
X,1548157517,485930,1036
X,1548157517,486017,577
X,1548157518,486184,769
X,1548157519,486264,1408
X,1548157519,485994,937
X,1548157520,486246,417
X,1548157520,486472,319
X,1548157521,486567,701
X,1548157521,486638,900
X,1548157522,486589,1088
X,1548157523,486732,1007
X,1548157523,486671,804
A,1548157523,416165,52118
