H,627275,233298
P,627275,5139
P,627305,5140
P,627335,5142
P,627364,5140
P,627393,5141
P,627423,5140
P,627452,5142
P,627482,5142
P,627512,5138
P,627541,5138
P,627570,5141
P,627599,5138
P,627629,5142
P,627658,5141
P,627687,5141
P,627717,5141
P,627746,5140
P,627776,5140
P,627805,5141
P,627835,5141
P,627864,5139
P,627893,5140
P,627923,5140
P,627952,5141
P,627981,5141
P,628010,5140
P,628040,5140
P,628070,5141
P,628099,5141
P,628129,5141
P,628158,5139
P,628187,5140
P,628216,5141
P,628246,5141
P,628275,5141
P,628304,5140
P,628334,5140
P,628364,5141
P,628393,5141
P,628422,5139
P,628452,5140
P,628481,5142
P,628510,5140
P,628540,5141
P,628569,5140
P,628598,5140
P,628627,5138
P,628658,5141
P,628687,5140
P,628716,5140
P,628746,5139
P,628775,5139
P,628804,5140
P,628833,5140
P,628863,5138
P,628892,5141
P,628921,5140
P,628951,5139
O,628958,230837,405
O,628958,230846,497
O,628959,230880,250
O,628960,231013,287
O,628960,231258,186
O,628961,231302,138
O,628961,231158,120
O,628962,231383,149
O,628962,231005,371
O,628963,231230,100
O,628964,231271,74
O,628964,231242,241
O,628965,231225,102
O,628965,231247,238
O,628966,231194,135
O,628966,231237,97
O,628967,231304,123
O,628967,231286,179
O,628968,231369,155
O,628969,231421,92
O,628969,231425,92
O,628970,231390,198
O,628970,231358,88
O,628971,231353,146
O,628971,231404,104
O,628972,231414,111
O,628973,231363,116
O,628973,231384,80
O,628974,231406,139
O,628974,231334,120
O,628975,231285,182
O,628975,231247,127
O,628976,231154,155
O,628977,231163,88
O,628977,231203,87
O,628978,231200,72
O,628978,231282,161
O,628979,231357,119
O,628979,231391,147
O,628980,231345,103
O,628981,231334,114
P,628981,5121
O,628981,231336,122
O,628982,231346,84
O,628982,231345,91
O,628983,231389,80
O,628983,231416,116
O,628984,231367,113
O,628985,231363,70
O,628985,231368,144
O,628986,231420,103
O,628986,231375,64
O,628987,231353,97
O,628987,231320,132
O,628988,231272,113
O,628989,231254,131
O,628989,231257,121
O,628990,231280,100
O,628990,231259,116
O,628991,231243,182
O,628991,231203,159
O,628992,231141,138
O,628992,231272,85
O,628992,231236,65
O,628993,231245,185
O,628993,231293,103
O,628994,231350,131
O,628994,231400,141
O,628995,231387,91
O,628995,231410,97
O,628996,231413,153
O,628997,231441,135
O,628997,231459,81
O,628998,231420,111
O,628998,231430,116
O,628999,231434,66
O,628999,231411,148
O,629000,231391,62
O,629001,231395,130
O,629001,231414,103
O,629002,231455,120
O,629002,231440,153
O,629003,231490,145
O,629003,231483,100
O,629004,231491,105
O,629005,231521,62
O,629005,231507,86
O,629006,231476,114
O,629006,231477,121
O,629007,231447,69
O,629007,231412,93
O,629008,231390,92
O,629009,231350,93
O,629009,231382,68
O,629010,231379,65
P,629010,5125
O,629010,231365,117
O,629011,231407,121
O,629011,231427,90
O,629012,231391,84
O,629013,231394,93
O,629013,231387,96
O,629014,231410,77
T,629014,2742
P,629039,5139
P,629069,5140
P,629098,5140
P,629127,5141
P,629156,5138
P,629186,5140
P,629215,5141
P,629245,5139
P,629275,5139
P,629304,5140
P,629333,5138
P,629362,5140
P,629392,5141
P,629421,5138
P,629450,5141
P,629480,5140
P,629509,5141
P,629539,5138
P,629568,5140
P,629598,5139
P,629627,5139
P,629656,5139
P,629686,5140
P,629715,5140
P,629744,5138
P,629773,5139
P,629803,5138
P,629833,5140
P,629862,5139
P,629892,5140
P,629921,5140
P,629951,5141
P,629980,5138
P,630010,5139
P,630039,5141
P,630068,5139
P,630098,5141
P,630128,5141
P,630157,5136
P,630186,5139
P,630216,5140
P,630245,5139
P,630274,5140
