H,1062990,233298
P,1062990,5129
P,1063019,5126
P,1063049,5128
P,1063079,5128
P,1063109,5128
P,1063139,5129
P,1063168,5128
P,1063197,5129
P,1063226,5127
P,1063256,5128
P,1063285,5129
P,1063314,5128
P,1063344,5129
P,1063373,5129
P,1063403,5128
P,1063432,5128
P,1063462,5128
P,1063491,5126
P,1063520,5129
P,1063550,5128
P,1063579,5128
D,1063605,626176
D,1063607,560640
P,1063608,5128
D,1063609,585472
R,1063609,5C00DDFC91
R,1063609,5C00DDFC91
X,1063611,584926,34787
X,1063611,578018,2084
X,1063612,580702,9053
X,1063612,578117,12719
X,1063613,578740,11242
X,1063614,577053,10568
X,1063614,578800,8309
X,1063615,581324,9070
X,1063615,578487,36341
X,1063616,578929,10676
X,1063616,580090,13505
X,1063617,579433,2165
X,1063618,579413,6807
X,1063618,579762,3643
X,1063619,579518,8423
X,1063619,579988,6199
X,1063620,580124,1378
X,1063620,580472,4003
X,1063621,580424,25640
X,1063622,580587,6721
X,1063622,579949,7388
X,1063623,579851,1787
X,1063623,580194,2874
X,1063624,580103,4223
X,1063624,580666,5606
X,1063625,580211,6683
X,1063626,580903,7439
X,1063626,579756,5393
X,1063627,581678,6227
X,1063627,582923,13819
X,1063628,581768,13626
X,1063628,589140,31260
X,1063629,582938,11571
X,1063629,584282,4621
X,1063630,583443,3096
X,1063631,583099,5357
X,1063631,583661,9030
X,1063632,583481,24034
X,1063632,583731,9876
X,1063633,583501,5095
X,1063633,583550,7417
X,1063634,582841,5632
X,1063635,583231,20902
X,1063635,582273,10467
X,1063635,581292,10666
X,1063635,581729,4096
X,1063636,581342,3049
X,1063636,582014,15649
X,1063637,580294,17016
P,1063637,5111
X,1063638,582364,21088
X,1063638,581656,1794
X,1063639,581590,9584
X,1063639,581627,1048
X,1063640,581616,1501
X,1063640,581780,1376
X,1063641,582062,1179
X,1063642,581535,18575
X,1063642,581713,2642
X,1063643,581042,1195
X,1063643,581145,2083
X,1063644,580605,1636
X,1063644,581221,4663
X,1063645,580822,15264
X,1063646,581887,14751
X,1063646,581984,16377
X,1063647,581246,17424
X,1063647,582101,11303
X,1063648,582862,2420
X,1063648,582175,1179
X,1063649,582085,5983
X,1063650,581747,2233
X,1063650,581540,2321
X,1063651,581775,1212
X,1063651,582262,3221
X,1063652,580977,5144
X,1063652,581062,1443
X,1063653,581182,2991
X,1063653,580911,6859
X,1063654,581992,4455
X,1063655,581478,1758
X,1063655,581959,1582
X,1063656,582076,818
X,1063656,581956,1512
X,1063657,581753,1857
X,1063657,580901,3683
X,1063658,581035,4961
X,1063659,581202,1756
X,1063659,581422,2090
X,1063660,581133,2058
X,1063660,580833,3103
X,1063661,581134,1896
X,1063661,581168,2921
X,1063662,581810,2923
X,1063663,581354,2878
X,1063663,581717,5328
X,1063664,581389,3153
X,1063664,581196,49527
X,1063665,581805,4621
X,1063665,581821,1353
X,1063666,581967,1384
X,1063667,581964,811
X,1063667,581784,1223
P,1063667,5107
X,1063668,581234,4413
X,1063668,581995,7083
X,1063669,581247,4745
X,1063669,582659,4289
X,1063670,581898,5660
X,1063671,581108,4435
X,1063671,580563,7823
X,1063672,581362,2738
X,1063672,581438,11023
X,1063673,582036,1085
X,1063673,581833,1326
X,1063674,581595,2019
X,1063675,581390,2508
X,1063675,582422,12771
X,1063676,581056,15819
X,1063676,581723,2571
X,1063676,581856,1616
X,1063676,582305,1510
X,1063677,582158,5475
X,1063678,581841,2752
X,1063678,581256,978
X,1063679,580934,1583
X,1063679,581415,2106
X,1063680,581420,1214
X,1063680,581779,1329
X,1063681,581795,1201
X,1063681,581842,1100
X,1063682,581937,686
X,1063683,582067,1030
X,1063683,582299,1662
X,1063684,582576,1397
X,1063684,582413,672
X,1063685,582564,405
X,1063685,581962,4878
X,1063686,582274,3027
X,1063687,582417,1912
X,1063687,582631,1088
X,1063688,582812,869
X,1063688,582693,966
X,1063689,582818,1088
X,1063689,582817,836
X,1063690,582379,1442
X,1063691,581735,1793
X,1063691,581854,1273
X,1063692,582147,1732
X,1063692,582538,1197
X,1063693,582495,1012
X,1063693,581952,1493
