H,1152150,233298
X,1152150,590726,2601
X,1152150,590332,1829
X,1152151,590309,804
X,1152151,590290,588
X,1152152,590295,710
X,1152152,590281,584
X,1152153,590387,691
X,1152153,590523,557
X,1152154,590356,961
X,1152155,590278,1511
X,1152155,590256,1005
X,1152156,590355,675
X,1152156,590312,712
X,1152157,590300,390
X,1152157,590390,983
X,1152158,590486,1196
X,1152159,590354,586
X,1152159,590419,739
A,1152159,590325,841
T,1152159,2778
X,1152161,590522,805
X,1152162,590422,806
X,1152162,590502,1158
X,1152163,590545,1195
X,1152163,590329,1055
X,1152164,590223,931
X,1152164,590287,861
X,1152165,590514,767
X,1152165,590452,709
X,1152166,590283,942
X,1152167,590427,522
X,1152167,590458,639
X,1152168,590334,1108
X,1152168,590250,975
X,1152169,590195,613
X,1152169,590157,551
X,1152170,590327,472
X,1152171,590365,885
X,1152171,590429,1177
X,1152172,590552,856
X,1152172,590530,1062
X,1152173,590449,1204
X,1152173,590645,554
P,1152174,5108
X,1152174,590575,501
X,1152175,590702,697
X,1152175,590735,826
X,1152176,591012,1089
X,1152176,591030,534
A,1152176,590456,873
T,1152176,2779
X,1152178,590373,1036
X,1152179,590340,1365
X,1152179,590578,857
X,1152180,590448,975
X,1152180,590462,479
X,1152181,590404,477
X,1152181,590466,538
X,1152182,590494,621
X,1152183,590424,368
X,1152183,590632,758
X,1152184,590591,858
X,1152184,590521,1028
X,1152185,590661,342
X,1152185,590551,762
X,1152186,590519,663
X,1152187,590569,489
X,1152187,590515,716
X,1152187,590544,421
X,1152187,590548,863
X,1152188,590428,1248
X,1152188,590416,1044
X,1152189,590474,841
X,1152190,590542,510
X,1152190,590575,671
X,1152191,590454,571
A,1152191,590522,257
T,1152191,2779
X,1152193,590480,755
X,1152193,590514,567
X,1152194,590573,552
X,1152194,590558,657
X,1152195,590747,1584
X,1152195,590599,1824
X,1152196,590396,1245
X,1152197,590369,1219
X,1152197,590358,13152
X,1152198,590366,569
X,1152198,590528,792
X,1152199,590562,731
X,1152199,590627,1070
X,1152200,590710,688
X,1152201,590691,988
X,1152201,590683,935
X,1152202,590667,975
X,1152202,590483,774
P,1152203,5113
X,1152203,590419,945
X,1152203,590460,593
X,1152204,590515,664
X,1152205,590618,633
X,1152205,590752,1183
X,1152206,590611,1352
X,1152206,590635,882
X,1152207,590672,958
X,1152207,590621,785
X,1152208,590767,1122
X,1152208,590594,964
A,1152208,590567,344
T,1152209,2779
X,1152210,590548,3918
X,1152211,590864,6537
X,1152211,591028,5457
X,1152212,591306,3537
X,1152213,590452,8868
X,1152213,590920,852
X,1152214,590961,1451
X,1152214,590387,4242
X,1152215,591152,1793
X,1152215,590928,1779
X,1152216,590503,1462
X,1152217,590418,944
X,1152217,590682,3278
X,1152218,590462,1204
X,1152218,590419,700
X,1152219,590320,815
X,1152219,590416,790
X,1152220,590278,672
X,1152220,590310,863
X,1152221,590663,1491
X,1152222,590531,1365
X,1152222,590229,710
X,1152223,590043,901
X,1152223,589873,689
X,1152224,589967,666
X,1152224,589766,821
X,1152225,589855,726
X,1152226,590026,875
X,1152226,590332,886
X,1152227,590483,814
X,1152227,590425,736
X,1152228,590434,2124
X,1152228,590573,771
X,1152228,590604,482
X,1152229,590649,819
A,1152229,590295,1154
T,1152229,2779
X,1152230,589656,549
X,1152231,589611,915
X,1152231,589577,846
P,1152232,5110
X,1152232,589986,1110
X,1152233,590125,575
X,1152233,590112,464
X,1152234,590136,795
X,1152234,589968,934
X,1152235,590112,531
X,1152235,589995,848
X,1152236,590006,1109
X,1152237,590498,473
X,1152237,590462,569
X,1152238,590385,615
X,1152238,590301,894
X,1152239,590289,795
X,1152239,589624,929
X,1152240,589346,988
X,1152241,589753,937
X,1152241,590075,896
X,1152242,590326,532
X,1152242,590522,435
A,1152242,590043,1176
T,1152242,2779
X,1152244,590899,783
