H,3207557,233298
P,3207557,5077
P,3207586,5078
P,3207615,5077
P,3207644,5079
P,3207674,5077
P,3207704,5078
P,3207734,5078
P,3207764,5077
P,3207793,5078
P,3207822,5079
P,3207851,5078
P,3207881,5078
P,3207910,5079
P,3207939,5078
P,3207969,5078
P,3207998,5078
P,3208028,5079
P,3208057,5078
P,3208087,5078
P,3208116,5078
P,3208145,5079
P,3208175,5077
P,3208204,5077
P,3208233,5077
P,3208262,5079
P,3208292,5078
P,3208322,5079
P,3208351,5079
P,3208381,5078
P,3208410,5078
P,3208439,5078
P,3208468,5078
P,3208498,5079
P,3208527,5076
P,3208556,5077
P,3208586,5077
P,3208616,5078
P,3208645,5079
P,3208674,5076
P,3208704,5079
P,3208733,5078
P,3208762,5076
P,3208792,5078
P,3208821,5078
P,3208850,5077
O,3208853,221207,2024
O,3208853,220754,1601
O,3208854,221551,1327
O,3208855,221310,719
O,3208855,221766,885
O,3208856,221193,634
O,3208856,220379,939
O,3208857,220819,1482
O,3208857,221542,1012
O,3208858,222436,515
O,3208859,221495,1768
O,3208859,221205,1320
O,3208860,221371,1126
O,3208860,221946,960
O,3208861,221765,662
O,3208861,220798,917
O,3208862,220650,988
O,3208862,220294,2011
O,3208863,220877,1204
O,3208864,220973,808
O,3208864,220627,888
O,3208865,221445,1752
O,3208865,221716,973
O,3208866,221611,1000
O,3208866,220259,1160
O,3208867,219767,2416
O,3208868,219424,1754
O,3208868,220734,729
O,3208869,219674,1543
O,3208869,220483,1485
O,3208870,221154,958
O,3208870,220781,1281
O,3208871,221103,1444
O,3208872,221271,838
O,3208872,221870,456
O,3208873,222259,350
O,3208873,222179,400
O,3208874,221920,889
O,3208874,221783,880
O,3208875,222058,261
O,3208875,221403,613
O,3208875,221389,669
O,3208876,221984,323
O,3208876,222046,789
O,3208877,221937,756
O,3208877,222346,523
O,3208878,222042,249
O,3208879,221186,2955
O,3208879,221595,1617
P,3208879,5060
O,3208880,221368,767
O,3208880,221749,477
O,3208881,222118,933
O,3208881,220969,1680
O,3208882,221083,538
O,3208883,221604,638
O,3208883,221893,1447
O,3208884,222710,958
O,3208884,222345,758
O,3208885,221970,1587
O,3208885,222914,1908
O,3208886,223114,585
O,3208887,222448,513
O,3208887,221937,375
O,3208888,222505,432
O,3208888,223205,460
O,3208889,223380,256
O,3208889,223952,678
O,3208890,223864,778
O,3208890,223302,1034
O,3208891,222419,820
O,3208892,222608,222
O,3208892,222752,443
O,3208893,222468,265
O,3208893,222857,304
O,3208894,222977,376
O,3208894,222721,601
O,3208895,222662,290
O,3208896,222340,660
O,3208896,222052,432
O,3208897,222120,541
O,3208897,221795,498
O,3208898,221918,509
O,3208898,222019,716
O,3208899,221879,702
O,3208900,222387,1602
O,3208900,220968,3895
O,3208901,221958,497
O,3208901,222193,394
O,3208902,222218,545
O,3208902,221858,600
O,3208903,222132,656
O,3208904,222392,224
O,3208904,222876,419
O,3208905,222509,1079
O,3208905,221788,1477
O,3208906,221734,952
O,3208906,221459,671
O,3208907,221529,446
O,3208908,221956,586
O,3208908,222239,602
O,3208909,222878,410
T,3208909,2735
P,3208910,5076
P,3208939,5077
P,3208968,5077
P,3208998,5079
P,3209027,5079
P,3209056,5079
P,3209085,5078
P,3209115,5078
P,3209144,5078
P,3209173,5080
P,3209203,5079
P,3209233,5078
P,3209262,5077
P,3209291,5078
P,3209321,5077
P,3209350,5077
P,3209379,5075
P,3209408,5073
P,3209438,5078
P,3209467,5076
P,3209497,5078
P,3209527,5078
P,3209556,5078
P,3209585,5077
P,3209614,5079
P,3209644,5078
P,3209673,5078
P,3209702,5078
P,3209732,5078
P,3209761,5077
P,3209791,5078
P,3209820,5078
P,3209850,5078
P,3209879,5078
P,3209908,5076
P,3209938,5078
P,3209967,5078
P,3209996,5077
P,3210025,5078
P,3210055,5077
P,3210085,5077
P,3210114,5077
P,3210144,5079
P,3210173,5078
P,3210202,5078
P,3210231,5079
P,3210261,5079
P,3210290,5079
P,3210320,5078
P,3210350,5077
P,3210380,5078
P,3210409,5079
P,3210438,5079
P,3210468,5077
P,3210497,5077
