T,33311,2968
X,33312,547250,533
X,33313,547260,525
X,33313,547216,553
X,33314,547253,401
X,33315,547250,380
X,33315,547268,318
X,33316,547265,204
X,33316,547252,292
X,33317,547285,437
X,33317,547239,538
X,33318,547222,465
X,33319,547223,599
X,33319,547259,398
X,33320,547266,368
X,33320,547276,252
X,33321,547249,182
P,33321,5607
X,33321,547269,181
X,33322,547258,277
X,33323,547234,212
X,33323,547275,267
A,33323,547253,69
T,33323,2968
X,33324,547233,431
X,33324,547230,421
X,33325,547260,319
X,33326,547256,241
X,33326,547260,355
X,33327,547248,240
X,33327,547246,278
X,33328,547237,329
X,33328,547243,291
X,33329,547219,460
X,33330,547256,491
X,33330,547270,511
X,33331,547271,649
X,33331,547293,645
X,33332,547275,601
X,33332,547243,571
X,33333,547234,537
X,33334,547213,497
X,33334,547229,616
X,33335,547246,371
A,33335,547248,80
T,33335,2968
X,33336,547240,360
X,33337,547247,402
X,33338,547276,443
X,33338,547260,351
X,33339,547229,463
X,33339,547245,452
X,33340,547241,715
X,33340,547235,501
X,33341,547256,614
X,33341,547270,745
X,33342,547287,576
X,33343,547279,597
X,33343,547287,563
X,33344,547252,663
X,33344,547237,592
X,33345,547208,705
X,33345,547220,758
X,33346,547249,598
X,33347,547282,582
X,33347,547280,361
A,33347,547254,79
T,33347,2968
X,33349,547265,482
X,33349,547290,360
X,33350,547255,405
P,33350,5616
X,33351,547233,322
X,33351,547244,199
X,33352,547255,175
X,33352,547258,206
X,33353,547254,235
X,33353,547236,215
X,33354,547249,228
X,33355,547245,320
X,33355,547258,535
X,33356,547270,614
X,33356,547277,675
X,33357,547268,383
X,33357,547257,380
X,33358,547246,677
X,33359,547232,452
X,33359,547245,275
X,33360,547230,402
A,33360,547253,60
T,33360,2968
X,33361,547252,226
X,33362,547250,119
X,33363,547236,237
X,33363,547259,282
X,33364,547244,97
X,33364,547258,228
X,33365,547255,305
X,33365,547277,279
X,33365,547263,294
X,33366,547247,255
X,33366,547250,245
X,33367,547263,298
X,33367,547265,421
X,33368,547262,451
X,33368,547253,421
X,33369,547207,688
X,33369,547217,650
X,33370,547235,933
X,33371,547281,747
X,33371,547291,736
A,33371,547253,84
T,33371,2968
X,33373,547269,464
X,33374,547291,542
X,33374,547268,413
X,33375,547260,496
X,33375,547250,537
X,33376,547246,432
X,33376,547233,455
X,33377,547227,371
X,33377,547246,430
X,33378,547279,214
X,33379,547260,362
X,33379,547268,239
P,33379,5627
X,33380,547253,284
X,33380,547239,201
X,33381,547254,258
X,33381,547265,309
X,33382,547265,365
X,33383,547271,277
X,33383,547232,278
X,33384,547252,160
A,33384,547256,64
T,33384,2968
X,33385,547265,462
X,33386,547257,350
X,33387,547244,354
X,33387,547243,431
X,33388,547257,437
X,33388,547281,607
X,33389,547289,461
X,33389,547290,374
X,33390,547278,576
X,33391,547262,598
X,33391,547228,682
X,33392,547215,584
X,33392,547223,585
X,33393,547264,548
X,33393,547276,399
X,33394,547274,408
X,33395,547269,653
X,33395,547269,462
X,33396,547245,355
X,33396,547231,479
A,33396,547258,75
T,33396,2968
X,33398,547246,284
X,33399,547265,353
X,33399,547253,412
X,33400,547255,475
X,33400,547265,345
X,33401,547278,304
X,33401,547269,260
X,33402,547240,187
X,33403,547260,328
X,33403,547258,242
X,33404,547280,356
X,33404,547271,283
X,33405,547268,344
X,33405,547253,528
X,33406,547217,620
X,33406,547199,758
