T,23849,2969
X,23850,547282,108
X,23850,547282,201
X,23851,547281,136
X,23851,547284,110
X,23852,547270,126
X,23852,547276,59
X,23853,547275,156
X,23854,547279,100
X,23854,547303,147
X,23855,547272,143
X,23855,547269,119
P,23856,5662
X,23856,547275,124
X,23856,547295,183
X,23857,547269,77
X,23858,547291,85
X,23858,547289,125
X,23859,547288,130
X,23859,547282,152
X,23860,547260,156
X,23860,547279,101
A,23860,547280,43
T,23861,2969
X,23862,547287,196
X,23863,547275,78
X,23863,547269,161
X,23864,547288,203
X,23864,547278,115
X,23865,547276,152
X,23866,547276,60
X,23866,547268,151
X,23867,547285,53
X,23867,547274,103
X,23868,547272,133
X,23868,547277,125
X,23869,547276,124
X,23870,547284,152
X,23870,547266,138
X,23871,547278,96
X,23871,547275,132
X,23872,547284,112
X,23872,547278,108
X,23873,547298,148
A,23873,547278,32
T,23873,2969
X,23875,547273,116
X,23875,547276,92
X,23876,547278,126
X,23876,547276,122
X,23877,547274,95
X,23878,547279,105
X,23878,547262,118
X,23879,547286,144
X,23879,547290,119
X,23880,547267,152
X,23880,547289,120
X,23881,547282,70
X,23881,547281,98
X,23882,547269,103
X,23883,547280,124
X,23883,547253,139
X,23884,547284,105
X,23884,547277,119
X,23885,547270,111
X,23885,547276,92
A,23885,547276,37
T,23886,2969
P,23886,5661
X,23887,547271,187
X,23888,547263,59
X,23888,547286,160
X,23889,547283,99
X,23889,547277,163
X,23890,547275,195
X,23891,547273,148
X,23891,547289,107
X,23891,547282,92
X,23891,547274,91
X,23892,547287,93
X,23892,547286,113
X,23893,547292,164
X,23894,547282,79
X,23894,547294,119
X,23895,547267,130
X,23895,547274,168
X,23896,547283,108
X,23896,547291,98
X,23897,547291,134
A,23897,547281,31
T,23897,2969
X,23899,547297,90
X,23899,547292,151
X,23900,547281,107
X,23900,547298,133
X,23901,547287,106
X,23902,547281,112
X,23902,547261,140
X,23903,547224,255
X,23903,547279,138
X,23904,547279,85
X,23904,547279,117
X,23905,547275,137
X,23906,547293,101
X,23906,547279,137
X,23907,547281,106
X,23907,547274,87
X,23908,547270,138
X,23908,547295,99
X,23909,547262,80
X,23909,547222,464
A,23909,547275,76
T,23910,2969
X,23911,547275,106
X,23912,547273,157
X,23912,547278,101
X,23913,547295,106
X,23914,547264,83
X,23914,547286,193
X,23915,547282,95
P,23915,5657
X,23915,547299,149
X,23916,547297,108
X,23916,547280,123
X,23917,547283,166
X,23917,547276,86
X,23918,547292,98
X,23919,547287,90
X,23919,547274,107
X,23920,547272,126
X,23920,547290,80
X,23921,547245,442
X,23921,547283,96
X,23922,547282,102
A,23922,547280,54
T,23922,2969
X,23924,547262,179
X,23924,547285,113
X,23925,547270,171
X,23925,547298,100
X,23926,547285,85
X,23927,547276,112
X,23927,547277,123
X,23928,547281,86
X,23928,547272,101
X,23929,547280,73
X,23929,547285,98
X,23930,547261,102
X,23931,547284,78
X,23931,547255,171
X,23932,547297,155
X,23932,547291,141
X,23932,547271,170
X,23932,547279,102
X,23933,547281,95
X,23934,547290,88
A,23934,547279,43
T,23934,2969
X,23935,547273,127
X,23936,547273,151
X,23936,547267,168
X,23937,547272,114
X,23938,547276,102
X,23938,547281,74
X,23939,547283,118
X,23939,547273,86
X,23940,547270,90
X,23940,547293,198
X,23941,547283,118
X,23942,547275,107
X,23942,547286,96
X,23943,547271,135
X,23943,547277,79
X,23944,547297,149
