T,4922,2972
X,4924,547267,118
X,4924,547252,129
X,4925,547272,134
P,4925,5724
X,4925,547275,136
X,4926,547273,106
X,4927,547270,97
X,4927,547271,136
X,4928,547283,146
X,4928,547283,156
X,4929,547260,70
X,4929,547295,118
X,4930,547267,120
X,4931,547269,51
X,4931,547268,107
X,4932,547283,68
X,4932,547277,146
X,4933,547278,136
X,4933,547275,128
X,4934,547264,133
X,4934,547262,127
A,4934,547272,43
T,4935,2972
X,4936,547268,74
X,4937,547275,161
X,4937,547280,74
X,4938,547273,110
X,4938,547269,107
X,4939,547259,107
X,4940,547266,117
X,4940,547280,94
X,4941,547288,140
X,4941,547262,109
X,4942,547257,127
X,4942,547264,78
X,4943,547280,87
X,4944,547277,156
X,4944,547283,135
X,4945,547267,91
X,4945,547280,104
X,4946,547267,114
X,4946,547293,111
X,4947,547265,115
A,4947,547272,36
T,4947,2972
X,4949,547268,68
X,4949,547279,117
X,4950,547273,101
X,4950,547279,128
X,4951,547292,89
X,4952,547279,135
X,4952,547272,110
X,4953,547276,95
X,4953,547275,71
X,4954,547283,114
X,4954,547267,56
X,4955,547289,113
P,4956,5753
X,4956,547273,129
X,4956,547278,89
X,4957,547282,112
X,4957,547278,110
X,4958,547284,124
X,4958,547281,114
X,4959,547267,117
X,4960,547288,91
A,4960,547278,25
T,4960,2972
X,4961,547285,123
X,4962,547270,100
X,4962,547288,94
X,4963,547296,110
X,4964,547284,115
X,4964,547273,132
X,4965,547293,80
X,4965,547279,142
X,4966,547278,122
X,4966,547283,93
X,4967,547281,104
X,4967,547266,81
X,4968,547266,126
X,4969,547258,74
X,4969,547275,90
X,4970,547286,119
X,4970,547272,113
X,4971,547299,69
X,4971,547281,154
X,4972,547267,76
A,4972,547279,41
T,4972,2972
X,4974,547275,120
X,4974,547291,129
X,4975,547264,102
X,4975,547294,73
X,4976,547289,67
X,4977,547285,82
X,4977,547286,127
X,4978,547277,110
X,4978,547287,93
X,4979,547273,91
X,4979,547271,149
X,4980,547271,101
X,4981,547297,96
X,4981,547285,125
X,4982,547287,81
X,4982,547284,98
X,4983,547266,110
X,4983,547289,151
X,4983,547282,113
X,4984,547283,104
A,4984,547281,33
T,4984,2972
P,4985,5753
X,4985,547282,117
X,4986,547269,93
X,4986,547268,125
X,4987,547288,83
X,4988,547276,107
X,4988,547296,116
X,4989,547285,204
X,4989,547271,88
X,4990,547271,130
X,4990,547277,104
X,4991,547286,95
X,4992,547287,65
X,4992,547278,110
X,4993,547277,81
X,4993,547270,196
X,4994,547273,56
X,4994,547306,103
X,4995,547284,69
X,4995,547288,109
X,4996,547281,98
A,4996,547280,38
T,4996,2972
X,4998,547293,84
X,4998,547278,147
X,4999,547282,95
X,5000,547284,126
X,5000,547290,50
X,5001,547275,101
X,5001,547277,90
X,5002,547290,106
X,5002,547283,122
X,5003,547283,68
X,5003,547275,70
X,5004,547276,108
X,5005,547281,144
X,5005,547288,129
X,5006,547275,218
X,5006,547248,126
X,5007,547263,149
X,5007,547277,174
X,5008,547260,166
X,5009,547285,192
A,5009,547278,45
T,5009,2972
X,5010,547276,92
X,5011,547272,148
X,5011,547260,145
X,5012,547290,93
X,5013,547269,142
X,5013,547285,179
X,5014,547288,173
X,5014,547284,269
P,5015,5752
X,5015,547254,190
X,5015,547274,273
X,5016,547263,266
X,5017,547262,301
X,5017,547263,240
X,5018,547292,257
X,5018,547275,185
