T,31134,2969
X,31136,547288,429
X,31137,547281,392
X,31137,547255,454
X,31138,547242,403
X,31138,547244,382
X,31139,547231,344
X,31139,547260,343
X,31140,547285,263
X,31141,547291,286
X,31141,547248,297
X,31142,547253,216
X,31142,547225,384
X,31143,547235,424
X,31143,547265,480
X,31144,547265,427
X,31145,547265,223
X,31145,547257,122
P,31146,5628
X,31146,547267,149
X,31146,547274,124
X,31147,547262,101
A,31147,547259,66
T,31147,2969
X,31149,547248,306
X,31149,547255,327
X,31150,547232,472
X,31150,547253,478
X,31150,547293,380
X,31150,547293,424
X,31151,547289,492
X,31152,547266,517
X,31152,547265,517
X,31153,547253,449
X,31153,547235,554
X,31154,547255,771
X,31154,547286,803
X,31155,547312,792
X,31155,547302,1016
X,31156,547258,1027
X,31157,547204,759
X,31157,547194,1211
X,31158,547252,1089
X,31158,547294,1243
A,31158,547261,118
T,31158,2969
X,31160,547263,1064
X,31161,547295,860
X,31161,547288,489
X,31162,547283,496
X,31162,547251,571
X,31163,547213,735
X,31163,547262,817
X,31164,547285,880
X,31165,547307,903
X,31165,547284,978
X,31166,547291,1276
X,31166,547213,1259
X,31167,547180,1396
X,31167,547162,1538
X,31168,547206,1428
X,31169,547281,1409
X,31169,547308,1270
X,31170,547298,1054
X,31170,547295,447
X,31171,547247,534
A,31171,547260,146
T,31171,2969
X,31173,547280,520
X,31173,547249,406
X,31174,547242,366
X,31174,547248,251
P,31175,5635
X,31175,547233,197
X,31175,547254,261
X,31176,547262,274
X,31177,547251,255
X,31177,547240,282
X,31178,547255,78
X,31178,547251,205
X,31179,547248,138
X,31179,547238,216
X,31180,547269,160
X,31181,547271,134
X,31181,547259,125
X,31182,547274,191
X,31182,547256,255
X,31183,547268,275
X,31183,547266,320
A,31183,547255,47
T,31184,2969
X,31185,547282,327
X,31186,547276,238
X,31186,547267,177
X,31187,547259,206
X,31187,547267,88
X,31188,547243,195
X,31189,547282,197
X,31189,547272,141
X,31190,547260,148
X,31190,547241,259
X,31191,547253,157
X,31191,547243,206
X,31192,547237,345
X,31192,547249,307
X,31193,547269,201
X,31194,547275,225
X,31194,547287,360
X,31195,547264,389
X,31195,547240,274
X,31196,547223,272
A,31196,547259,64
T,31196,2969
X,31198,547266,203
X,31198,547244,167
X,31199,547247,225
X,31199,547275,222
X,31200,547261,264
X,31200,547245,313
X,31201,547255,349
X,31202,547256,179
X,31202,547253,270
X,31203,547275,392
X,31203,547271,268
X,31204,547274,216
X,31204,547263,117
P,31205,5635
X,31205,547265,119
X,31206,547248,270
X,31206,547275,254
X,31207,547270,286
X,31207,547256,237
X,31208,547261,141
X,31208,547247,197
A,31208,547260,31
T,31209,2969
X,31210,547294,218
X,31211,547253,227
X,31211,547257,194
X,31212,547248,203
X,31212,547255,92
X,31213,547239,261
X,31214,547263,225
X,31214,547268,162
X,31215,547259,210
X,31215,547260,191
X,31216,547266,234
X,31216,547231,147
X,31217,547256,209
X,31218,547266,281
X,31218,547250,202
X,31219,547245,285
X,31219,547247,324
X,31220,547264,301
X,31220,547275,438
X,31221,547259,296
A,31221,547257,63
T,31221,2969
X,31223,547280,553
X,31223,547274,530
X,31224,547285,384
X,31224,547265,628
X,31225,547247,708
X,31226,547248,520
X,31226,547227,458
X,31227,547237,286
X,31227,547262,359
X,31228,547254,586
X,31228,547238,699
X,31229,547220,576
X,31229,547240,708
X,31230,547246,425
X,31231,547281,605
