T,57339,2972
X,57340,547229,644
X,57341,547187,737
X,57342,547177,692
X,57342,547171,818
X,57343,547228,788
X,57343,547234,685
X,57344,547240,649
X,57344,547210,591
X,57345,547195,450
X,57346,547186,513
X,57346,547197,349
X,57347,547220,293
X,57347,547222,376
X,57348,547202,281
X,57348,547179,189
X,57349,547212,275
X,57350,547168,266
X,57350,547207,246
X,57351,547218,316
X,57351,547213,227
A,57351,547204,72
T,57351,2972
X,57353,547228,177
X,57354,547222,187
X,57354,547198,272
X,57355,547204,259
X,57355,547207,206
X,57356,547192,112
X,57356,547193,240
X,57357,547190,196
X,57358,547197,228
X,57358,547203,253
X,57359,547204,511
X,57359,547197,376
X,57359,547202,410
X,57359,547231,454
X,57360,547230,381
X,57361,547210,98
X,57361,547205,193
X,57362,547209,172
X,57362,547203,80
X,57363,547221,137
A,57363,547207,41
T,57363,2972
X,57365,547199,244
P,57365,5567
X,57365,547210,229
X,57366,547205,391
X,57366,547197,347
X,57367,547241,355
X,57367,547216,431
X,57368,547194,374
X,57368,547177,248
X,57369,547180,323
X,57370,547216,295
X,57370,547195,440
X,57371,547217,265
X,57371,547233,251
X,57372,547218,363
X,57372,547208,371
X,57373,547199,371
X,57374,547186,276
X,57374,547196,388
X,57375,547211,541
X,57375,547213,533
A,57375,547205,64
T,57375,2972
X,57377,547220,675
X,57378,547237,546
X,57378,547246,467
X,57379,547206,556
X,57379,547193,449
X,57380,547181,452
X,57380,547207,160
X,57381,547210,137
X,57382,547200,183
X,57382,547191,197
X,57383,547211,375
X,57383,547229,409
X,57384,547254,459
X,57384,547235,513
X,57385,547246,505
X,57386,547228,464
X,57386,547211,188
X,57387,547229,312
X,57387,547226,289
X,57388,547215,193
A,57388,547218,73
T,57388,2972
X,57390,547182,575
X,57390,547206,461
X,57391,547198,277
X,57391,547215,199
X,57392,547221,126
X,57392,547191,286
X,57393,547178,327
X,57394,547178,459
X,57394,547190,382
X,57395,547223,290
P,57395,5571
X,57395,547203,151
X,57396,547207,300
X,57396,547209,82
X,57397,547195,248
X,57397,547182,254
X,57398,547194,183
X,57399,547205,142
X,57399,547191,115
X,57400,547194,228
X,57400,547205,130
A,57400,547198,45
T,57400,2972
X,57401,547237,340
X,57402,547206,328
X,57402,547210,324
X,57403,547181,351
X,57403,547183,350
X,57404,547212,424
X,57404,547193,324
X,57405,547220,368
X,57406,547224,418
X,57406,547219,350
X,57407,547222,532
X,57407,547176,417
X,57408,547194,445
X,57408,547179,432
X,57409,547194,458
X,57410,547209,285
X,57410,547232,183
X,57411,547210,162
X,57411,547199,129
X,57412,547204,182
A,57412,547205,61
T,57412,2972
X,57414,547234,308
X,57414,547209,174
X,57415,547223,276
X,57415,547203,279
X,57416,547180,408
X,57416,547188,650
X,57417,547199,562
X,57418,547224,635
X,57418,547220,415
X,57419,547250,619
X,57419,547209,552
X,57420,547189,433
X,57420,547193,302
X,57421,547186,387
X,57422,547200,237
X,57422,547212,147
X,57423,547188,157
X,57423,547208,137
X,57424,547174,270
P,57424,5566
X,57424,547212,241
A,57424,547205,76
T,57425,2972
X,57426,547188,255
X,57427,547187,195
X,57427,547231,218
X,57428,547211,295
X,57428,547209,185
X,57429,547212,300
X,57430,547212,201
X,57430,547191,224
X,57431,547195,192
X,57431,547204,216
X,57432,547210,164
X,57432,547221,117
X,57433,547203,114
X,57433,547207,213
X,57434,547201,300
X,57435,547206,274
