T,7478,2972
X,7479,547304,748
X,7480,547274,659
X,7480,547261,738
X,7481,547256,727
X,7481,547298,732
X,7482,547327,719
X,7483,547338,693
P,7483,5718
X,7483,547307,696
X,7484,547259,641
X,7484,547261,657
X,7484,547286,635
X,7484,547317,606
X,7485,547324,632
X,7486,547302,652
X,7486,547281,588
X,7487,547249,640
X,7487,547282,662
X,7488,547306,708
X,7488,547346,644
X,7489,547325,633
A,7489,547295,97
T,7489,2972
X,7491,547337,692
X,7491,547328,775
X,7492,547297,515
X,7492,547275,440
X,7493,547257,329
X,7494,547278,284
X,7494,547315,389
X,7495,547317,483
X,7495,547298,471
X,7496,547299,513
X,7496,547305,373
X,7497,547271,199
X,7497,547285,152
X,7498,547303,286
X,7499,547318,298
X,7499,547312,393
X,7500,547298,362
X,7500,547281,307
X,7501,547290,186
X,7501,547280,139
A,7501,547297,80
T,7502,2972
X,7503,547283,140
X,7504,547278,207
X,7504,547288,146
X,7505,547288,140
X,7505,547284,107
X,7506,547292,131
X,7507,547306,155
X,7507,547283,126
X,7508,547287,80
X,7508,547289,181
X,7509,547292,107
X,7509,547307,110
X,7510,547295,128
X,7511,547299,125
X,7511,547308,112
X,7512,547293,116
P,7512,5737
X,7512,547279,113
X,7513,547295,53
X,7513,547291,120
X,7514,547297,105
A,7514,547291,30
T,7514,2972
X,7516,547301,95
X,7516,547273,70
X,7517,547276,80
X,7517,547290,74
X,7518,547295,122
X,7519,547274,125
X,7519,547277,137
X,7520,547287,57
X,7520,547283,84
X,7521,547299,112
X,7521,547298,150
X,7522,547286,96
X,7523,547279,67
X,7523,547278,122
X,7524,547282,109
X,7524,547309,130
X,7525,547296,76
X,7525,547281,101
X,7525,547261,81
X,7525,547287,93
A,7525,547285,48
T,7526,2972
X,7527,547299,132
X,7528,547294,64
X,7528,547290,95
X,7529,547291,112
X,7530,547285,116
X,7530,547289,89
X,7531,547290,73
X,7531,547296,76
X,7532,547303,58
X,7532,547270,47
X,7533,547280,103
X,7533,547304,104
X,7534,547305,100
X,7535,547292,104
X,7535,547297,115
X,7536,547291,121
X,7536,547296,109
X,7537,547297,96
X,7537,547300,128
X,7538,547289,80
A,7538,547292,35
T,7538,2972
X,7540,547303,125
X,7540,547289,100
X,7541,547274,84
P,7541,5736
X,7541,547281,84
X,7542,547300,123
X,7543,547289,141
X,7543,547302,115
X,7544,547280,164
X,7544,547284,157
X,7545,547287,87
X,7545,547282,79
X,7546,547268,77
X,7547,547284,80
X,7547,547292,110
X,7548,547279,75
X,7548,547284,77
X,7549,547288,131
X,7549,547276,137
X,7550,547284,125
X,7551,547299,126
A,7551,547286,35
T,7551,2972
X,7552,547303,100
X,7553,547277,116
X,7553,547295,79
X,7554,547296,123
X,7555,547285,92
X,7555,547303,121
X,7556,547294,91
X,7556,547274,55
X,7557,547289,86
X,7557,547290,104
X,7558,547283,76
X,7559,547290,119
X,7559,547288,106
X,7560,547294,128
X,7560,547286,106
X,7561,547290,139
X,7561,547287,94
X,7562,547291,82
X,7562,547293,92
X,7563,547297,60
A,7563,547290,29
T,7563,2972
X,7565,547286,117
X,7565,547286,141
X,7566,547297,74
X,7567,547289,142
X,7567,547294,88
X,7568,547266,110
X,7568,547309,103
X,7569,547275,115
X,7569,547280,101
X,7570,547296,103
X,7570,547276,131
X,7571,547281,84
P,7571,5740
X,7572,547276,123
X,7572,547294,106
