T,56299,2973
X,56300,547242,632
X,56301,547229,414
X,56301,547230,352
X,56302,547269,517
X,56303,547260,411
X,56303,547275,426
X,56304,547264,389
X,56304,547250,453
X,56305,547245,317
X,56305,547231,283
X,56306,547234,229
X,56307,547256,261
X,56307,547246,370
P,56307,5572
X,56308,547278,298
X,56308,547264,364
X,56309,547259,308
X,56309,547235,175
X,56310,547260,247
X,56310,547266,100
X,56311,547266,104
A,56311,547252,49
T,56311,2973
X,56313,547278,254
X,56313,547253,273
X,56314,547259,195
X,56314,547255,189
X,56315,547229,325
X,56316,547232,309
X,56316,547241,458
X,56317,547263,334
X,56317,547244,450
X,56318,547275,461
X,56318,547232,343
X,56319,547222,187
X,56320,547235,380
X,56320,547244,341
X,56321,547242,343
X,56321,547271,393
X,56322,547266,298
X,56322,547252,406
X,56323,547255,308
X,56324,547228,377
A,56324,547248,56
T,56324,2973
X,56325,547263,461
X,56326,547246,286
X,56326,547228,352
X,56327,547227,445
X,56328,547217,491
X,56328,547264,526
X,56329,547287,473
X,56329,547272,404
X,56330,547263,496
X,56330,547252,507
X,56331,547222,448
X,56332,547222,518
X,56332,547241,411
X,56333,547227,317
X,56333,547257,287
X,56334,547258,252
X,56334,547244,169
X,56334,547246,342
X,56335,547255,351
X,56335,547220,371
A,56335,547245,70
T,56335,2973
P,56336,5571
X,56337,547235,390
X,56337,547242,272
X,56338,547240,390
X,56339,547261,277
X,56339,547268,257
X,56340,547268,304
X,56340,547247,162
X,56341,547247,213
X,56341,547252,278
X,56342,547240,220
X,56342,547243,213
X,56343,547247,256
X,56344,547269,258
X,56344,547256,262
X,56345,547268,337
X,56345,547237,296
X,56346,547243,144
X,56346,547258,239
X,56347,547245,269
X,56348,547267,257
A,56348,547251,34
T,56348,2973
X,56349,547215,575
X,56350,547241,511
X,56350,547270,418
X,56351,547276,376
X,56352,547237,376
X,56352,547239,309
X,56353,547240,378
X,56353,547237,314
X,56354,547247,301
X,56354,547278,472
X,56355,547250,354
X,56356,547232,213
X,56356,547238,305
X,56357,547246,122
X,56357,547257,143
X,56358,547229,362
X,56358,547221,647
X,56359,547236,492
X,56360,547258,343
X,56360,547272,375
A,56360,547245,63
T,56360,2973
X,56362,547255,215
X,56362,547251,296
X,56363,547251,291
X,56364,547259,501
X,56364,547250,362
X,56365,547240,361
X,56365,547236,244
X,56366,547264,270
P,56366,5568
X,56366,547258,298
X,56367,547272,260
X,56368,547258,366
X,56368,547274,300
X,56369,547242,160
X,56369,547253,102
X,56370,547262,162
X,56370,547260,111
X,56371,547252,148
X,56371,547248,239
X,56372,547275,308
X,56373,547273,272
A,56373,547256,39
T,56373,2972
X,56374,547240,209
X,56375,547255,244
X,56375,547246,144
X,56375,547246,174
X,56376,547267,326
X,56376,547269,297
X,56377,547250,419
X,56377,547217,435
X,56378,547241,424
X,56378,547259,352
X,56379,547254,531
X,56380,547259,464
X,56380,547249,445
X,56381,547242,437
X,56381,547230,369
X,56382,547226,341
X,56382,547240,513
X,56383,547262,284
X,56384,547246,384
X,56384,547272,347
A,56384,547248,55
T,56384,2972
X,56386,547255,128
X,56386,547255,182
X,56387,547248,312
X,56388,547254,272
X,56388,547249,223
X,56389,547243,209
X,56389,547236,286
X,56390,547257,144
X,56390,547254,186
X,56391,547262,196
X,56392,547245,219
X,56392,547245,172
X,56393,547251,112
X,56393,547231,81
X,56394,547262,131
