T,12209,2971
X,12210,547287,121
X,12211,547299,163
X,12211,547300,154
X,12212,547299,154
X,12213,547300,217
X,12213,547306,209
X,12214,547314,123
X,12214,547289,148
X,12215,547300,159
P,12215,5717
X,12215,547282,133
X,12216,547318,184
X,12217,547289,82
X,12217,547296,121
X,12218,547284,146
X,12218,547296,151
X,12219,547294,133
X,12219,547303,133
X,12220,547307,134
X,12221,547300,119
X,12221,547309,104
A,12221,547298,36
T,12221,2971
X,12223,547306,98
X,12223,547310,127
X,12224,547311,122
X,12225,547307,69
X,12225,547314,87
X,12226,547292,129
X,12226,547287,174
X,12227,547298,102
X,12227,547299,127
X,12228,547288,114
X,12229,547290,158
X,12229,547288,152
X,12230,547308,169
X,12230,547302,107
X,12231,547289,103
X,12231,547311,93
X,12232,547310,169
X,12232,547294,196
X,12233,547293,165
X,12234,547286,116
A,12234,547299,28
T,12234,2971
X,12235,547286,128
X,12236,547278,200
X,12237,547303,127
X,12237,547299,147
X,12238,547309,90
X,12238,547297,125
X,12239,547290,140
X,12239,547282,144
X,12240,547292,91
X,12240,547312,106
X,12241,547306,86
X,12242,547296,98
X,12242,547304,157
X,12242,547314,114
X,12242,547307,60
X,12243,547307,176
X,12243,547294,90
X,12244,547310,109
P,12244,5711
X,12245,547290,150
X,12245,547300,118
A,12245,547298,36
T,12245,2971
X,12247,547302,209
X,12247,547306,105
X,12248,547316,112
X,12249,547315,128
X,12249,547312,171
X,12250,547306,118
X,12250,547311,173
X,12251,547311,111
X,12251,547297,91
X,12252,547324,127
X,12253,547313,142
X,12253,547312,142
X,12254,547328,180
X,12254,547313,172
X,12255,547301,220
X,12255,547287,181
X,12256,547286,140
X,12257,547294,184
X,12257,547310,161
X,12258,547309,176
A,12258,547307,42
T,12258,2971
X,12259,547299,216
X,12260,547302,121
X,12261,547307,65
X,12261,547310,111
X,12262,547299,121
X,12262,547294,124
X,12263,547304,159
X,12263,547311,190
X,12264,547292,97
X,12265,547301,155
X,12265,547299,92
X,12266,547292,93
X,12266,547298,87
X,12267,547296,121
X,12267,547302,136
X,12268,547281,113
X,12268,547282,101
X,12269,547302,138
X,12270,547288,156
X,12270,547300,109
A,12270,547297,30
T,12270,2971
X,12272,547293,125
X,12273,547306,97
X,12273,547297,140
X,12274,547304,140
X,12274,547289,123
P,12274,5708
X,12275,547287,159
X,12275,547293,165
X,12276,547296,108
X,12276,547317,148
X,12277,547307,115
X,12278,547301,114
X,12278,547311,86
X,12279,547310,133
X,12279,547300,151
X,12280,547296,124
X,12280,547313,121
X,12281,547293,116
X,12282,547302,64
X,12282,547298,114
X,12283,547323,92
A,12283,547301,36
T,12283,2971
X,12283,547315,107
X,12284,547314,67
X,12285,547286,93
X,12285,547294,144
X,12286,547297,74
X,12286,547306,82
X,12287,547301,97
X,12287,547291,118
X,12288,547292,119
X,12289,547288,95
X,12289,547287,92
X,12290,547305,110
X,12290,547312,189
X,12291,547293,98
X,12291,547295,173
X,12292,547312,118
X,12293,547327,64
X,12293,547314,100
X,12294,547291,79
X,12294,547299,79
A,12294,547300,41
T,12294,2971
X,12296,547302,135
X,12297,547287,154
X,12297,547283,125
X,12298,547308,143
X,12298,547308,82
X,12299,547293,99
X,12299,547312,161
X,12300,547299,138
X,12301,547303,102
X,12301,547287,98
X,12302,547284,98
X,12302,547285,144
X,12303,547313,155
X,12303,547320,177
P,12304,5710
