T,54500,2974
X,54502,547253,564
X,54503,547264,1040
X,54503,547306,794
X,54504,547321,629
X,54504,547318,766
X,54505,547263,873
X,54505,547214,774
X,54506,547244,726
X,54507,547244,739
X,54507,547301,518
X,54508,547282,350
X,54508,547294,239
X,54509,547266,247
X,54509,547320,324
X,54510,547323,371
X,54510,547275,324
X,54511,547264,399
X,54512,547241,487
X,54512,547280,516
X,54513,547302,428
A,54513,547278,109
T,54513,2974
P,54514,5559
X,54515,547281,442
X,54515,547337,520
X,54516,547295,436
X,54516,547261,530
X,54517,547260,435
X,54517,547282,367
X,54518,547281,317
X,54518,547266,369
X,54519,547274,454
X,54520,547278,345
X,54520,547278,580
X,54521,547315,435
X,54521,547294,352
X,54522,547300,421
X,54522,547267,442
X,54523,547257,468
X,54524,547271,522
X,54524,547291,446
X,54525,547292,339
X,54525,547286,158
A,54525,547283,80
T,54525,2974
X,54527,547269,394
X,54528,547256,349
X,54528,547253,338
X,54529,547284,288
X,54529,547291,336
X,54529,547282,221
X,54529,547291,263
X,54530,547302,257
X,54531,547293,198
X,54531,547282,171
X,54532,547266,352
X,54532,547266,161
X,54533,547286,426
X,54533,547284,352
X,54534,547337,596
X,54535,547318,664
X,54535,547286,783
X,54536,547257,683
X,54536,547257,571
X,54537,547295,496
A,54537,547282,84
T,54537,2974
X,54539,547276,642
X,54539,547303,801
X,54540,547333,863
X,54540,547333,760
X,54541,547309,803
X,54541,547292,654
X,54542,547278,669
X,54543,547249,571
X,54543,547261,513
P,54543,5569
X,54544,547283,653
X,54544,547321,703
X,54545,547326,737
X,54545,547305,707
X,54546,547255,909
X,54546,547247,807
X,54547,547257,741
X,54548,547294,617
X,54548,547324,757
X,54549,547309,898
X,54549,547311,690
A,54549,547293,86
T,54549,2974
X,54551,547316,545
X,54552,547304,621
X,54552,547269,457
X,54553,547262,318
X,54553,547254,411
X,54554,547272,465
X,54554,547303,549
X,54555,547314,469
X,54556,547312,429
X,54556,547300,424
X,54557,547324,423
X,54557,547296,536
X,54558,547292,266
X,54558,547292,117
X,54559,547281,319
X,54560,547319,392
X,54560,547314,521
X,54561,547325,789
X,54561,547300,851
X,54562,547286,524
A,54562,547296,71
T,54562,2974
X,54564,547302,211
X,54564,547283,222
X,54565,547293,157
X,54565,547278,193
X,54566,547260,215
X,54566,547280,212
X,54567,547279,197
X,54568,547298,147
X,54568,547273,162
X,54569,547283,148
X,54569,547293,135
X,54570,547291,143
X,54570,547295,336
X,54570,547306,477
X,54571,547312,284
X,54571,547275,306
X,54572,547275,378
X,54572,547271,341
P,54572,5569
X,54573,547277,373
X,54573,547309,340
A,54573,547286,52
T,54574,2974
X,54575,547307,221
X,54576,547295,234
X,54576,547292,161
X,54577,547279,241
X,54577,547284,277
X,54578,547288,314
X,54579,547283,270
X,54579,547288,423
X,54580,547298,518
X,54580,547306,455
X,54581,547284,584
X,54581,547275,578
X,54582,547255,638
X,54582,547267,588
X,54583,547276,544
X,54584,547308,436
X,54584,547302,295
X,54585,547282,298
X,54585,547259,324
X,54586,547263,486
A,54586,547284,53
T,54586,2974
X,54588,547290,390
X,54588,547260,431
X,54589,547278,480
X,54589,547293,379
X,54590,547303,278
X,54590,547289,175
X,54591,547277,306
X,54592,547271,318
X,54592,547266,419
X,54593,547239,559
X,54593,547285,402
X,54594,547299,352
X,54594,547304,357
X,54595,547278,402
X,54596,547260,281
X,54596,547273,333
