T,28580,2968
X,28582,547265,107
X,28582,547272,104
X,28583,547271,90
X,28583,547283,154
X,28584,547261,137
X,28584,547268,130
X,28585,547251,94
X,28585,547263,111
X,28586,547263,132
X,28587,547277,96
X,28587,547246,97
X,28588,547271,116
X,28588,547260,101
X,28589,547264,81
P,28589,5647
X,28589,547263,95
X,28590,547268,140
X,28591,547258,135
X,28591,547265,109
X,28592,547295,93
X,28592,547258,88
A,28592,547266,49
T,28592,2968
X,28594,547261,88
X,28595,547259,83
X,28595,547265,106
X,28596,547263,117
X,28596,547254,112
X,28597,547246,68
X,28597,547265,94
X,28598,547262,68
X,28599,547268,57
X,28599,547267,91
X,28600,547254,89
X,28600,547259,127
X,28601,547255,126
X,28601,547267,63
X,28602,547257,58
X,28603,547268,89
X,28603,547289,75
X,28604,547254,62
X,28604,547283,122
X,28605,547262,77
A,28605,547262,43
T,28605,2968
X,28607,547272,69
X,28607,547280,107
X,28608,547253,110
X,28608,547249,93
X,28608,547271,102
X,28608,547267,120
X,28609,547278,89
X,28610,547254,58
X,28610,547273,102
X,28611,547262,75
X,28611,547258,126
X,28612,547265,89
X,28612,547266,70
X,28613,547252,83
X,28613,547264,122
X,28614,547272,132
X,28615,547261,137
X,28615,547266,102
X,28616,547277,107
X,28616,547274,79
A,28616,547265,31
T,28616,2968
P,28618,5639
X,28618,547249,110
X,28619,547268,121
X,28619,547257,132
X,28620,547269,106
X,28620,547259,57
X,28621,547261,108
X,28621,547252,100
X,28622,547273,95
X,28623,547256,114
X,28623,547272,116
X,28624,547260,131
X,28624,547234,104
X,28625,547256,107
X,28625,547243,150
X,28626,547264,103
X,28627,547263,75
X,28627,547271,173
X,28628,547262,176
X,28628,547261,58
X,28629,547275,105
A,28629,547260,41
T,28629,2968
X,28631,547256,89
X,28631,547271,147
X,28632,547272,77
X,28632,547252,90
X,28633,547264,94
X,28633,547266,87
X,28634,547275,101
X,28635,547273,134
X,28635,547270,100
X,28636,547262,151
X,28636,547250,83
X,28637,547255,127
X,28637,547271,123
X,28638,547271,93
X,28639,547277,102
X,28639,547252,143
X,28640,547259,92
X,28640,547255,153
X,28641,547274,86
X,28641,547264,99
A,28641,547264,27
T,28641,2968
X,28643,547279,115
X,28644,547295,123
X,28644,547265,85
X,28645,547267,119
X,28645,547257,110
X,28646,547261,145
X,28646,547256,117
X,28647,547269,136
X,28648,547248,70
P,28648,5644
X,28648,547285,90
X,28649,547274,117
X,28649,547266,145
X,28649,547259,84
X,28649,547276,131
X,28650,547251,105
X,28651,547265,95
X,28651,547264,142
X,28652,547294,120
X,28652,547264,117
X,28653,547248,69
A,28653,547267,47
T,28653,2968
X,28655,547253,127
X,28655,547284,116
X,28656,547259,104
X,28656,547283,89
X,28657,547274,97
X,28657,547261,110
X,28658,547273,108
X,28659,547272,131
X,28659,547272,88
X,28660,547252,151
X,28660,547266,116
X,28661,547265,110
X,28661,547251,82
X,28662,547269,90
X,28663,547267,96
X,28663,547264,110
X,28664,547278,118
X,28664,547293,119
X,28665,547259,116
X,28665,547264,129
A,28665,547267,42
T,28666,2968
X,28667,547250,113
X,28668,547274,100
X,28668,547259,114
X,28669,547232,73
X,28669,547254,115
X,28670,547248,92
X,28671,547258,84
X,28671,547252,105
X,28672,547244,87
X,28672,547259,116
X,28673,547262,100
X,28673,547255,93
X,28674,547272,118
X,28674,547244,117
X,28675,547280,120
X,28676,547244,62
