T,38042,2969
X,38043,547252,454
X,38044,547260,466
X,38044,547262,296
X,38045,547267,250
X,38045,547257,421
X,38046,547237,416
X,38047,547243,369
X,38047,547224,451
X,38048,547221,426
X,38048,547269,463
X,38049,547284,371
X,38049,547285,373
X,38050,547255,315
X,38051,547245,200
X,38051,547255,267
X,38052,547273,348
X,38052,547268,133
X,38053,547265,106
P,38053,5600
X,38053,547268,222
X,38054,547254,203
A,38054,547257,64
T,38054,2969
X,38056,547285,251
X,38056,547269,222
X,38057,547256,415
X,38057,547242,326
X,38058,547222,282
X,38059,547227,394
X,38059,547260,340
X,38060,547286,306
X,38060,547271,238
X,38061,547267,277
X,38061,547254,220
X,38062,547236,197
X,38062,547241,308
X,38063,547250,516
X,38064,547270,405
X,38064,547273,375
X,38065,547289,546
X,38065,547261,500
X,38066,547258,592
X,38066,547246,547
A,38066,547258,67
T,38067,2969
X,38068,547259,801
X,38069,547232,686
X,38069,547222,733
X,38070,547276,675
X,38070,547307,781
X,38071,547295,745
X,38072,547286,866
X,38072,547249,761
X,38073,547217,770
X,38073,547212,646
X,38074,547226,811
X,38074,547279,889
X,38075,547304,773
X,38076,547297,601
X,38076,547285,500
X,38077,547251,553
X,38077,547235,619
X,38078,547236,437
X,38078,547234,514
X,38079,547250,662
A,38079,547257,95
T,38079,2969
X,38081,547212,613
X,38081,547269,515
X,38082,547287,587
X,38082,547291,645
X,38082,547298,567
P,38082,5613
X,38083,547252,595
X,38083,547237,625
X,38084,547216,750
X,38084,547260,639
X,38085,547281,622
X,38085,547295,409
X,38086,547287,567
X,38087,547250,452
X,38087,547236,244
X,38088,547234,247
X,38088,547255,438
X,38089,547262,541
X,38089,547305,435
X,38090,547291,360
X,38090,547258,507
A,38090,547263,93
T,38091,2969
X,38092,547274,588
X,38093,547277,651
X,38093,547237,671
X,38094,547233,527
X,38095,547237,578
X,38095,547253,533
X,38096,547267,509
X,38096,547277,428
X,38097,547288,575
X,38097,547261,596
X,38098,547215,522
X,38098,547229,685
X,38099,547220,738
X,38100,547233,812
X,38100,547277,576
X,38101,547296,527
X,38101,547262,372
X,38102,547277,459
X,38102,547261,428
X,38103,547226,294
A,38103,547255,81
T,38103,2969
X,38105,547255,223
X,38105,547244,292
X,38106,547244,210
X,38106,547254,176
X,38107,547265,437
X,38108,547256,346
X,38108,547236,221
X,38109,547246,270
X,38109,547249,153
X,38110,547252,156
X,38110,547276,217
X,38111,547265,184
X,38112,547270,345
X,38112,547263,318
P,38112,5617
X,38113,547257,178
X,38113,547239,317
X,38114,547250,280
X,38114,547265,194
X,38115,547247,154
X,38116,547261,308
A,38116,547254,40
T,38116,2969
X,38117,547254,207
X,38118,547241,156
X,38118,547263,223
X,38119,547242,243
X,38120,547238,214
X,38120,547243,249
X,38121,547273,292
X,38121,547272,369
X,38122,547263,343
X,38122,547243,404
X,38123,547233,323
X,38123,547243,294
X,38123,547268,365
X,38124,547278,363
X,38124,547289,544
X,38125,547279,451
X,38125,547258,479
X,38126,547220,489
X,38126,547239,553
X,38127,547253,219
A,38127,547254,69
T,38127,2969
X,38129,547248,221
X,38129,547250,293
X,38130,547269,239
X,38131,547262,161
X,38131,547249,391
X,38132,547244,426
X,38132,547239,436
X,38133,547246,568
X,38133,547243,548
X,38134,547278,641
X,38134,547290,568
X,38135,547272,600
X,38136,547247,540
X,38136,547215,527
X,38137,547228,514
X,38137,547260,540
