T,26403,2969
X,26405,547281,149
X,26406,547289,106
X,26406,547265,103
X,26407,547263,122
X,26407,547275,101
X,26408,547255,143
X,26408,547263,126
X,26409,547290,132
X,26410,547258,81
X,26410,547270,174
X,26411,547272,163
X,26411,547264,173
X,26412,547296,150
X,26412,547273,105
X,26413,547273,131
P,26414,5625
X,26414,547272,121
X,26414,547276,174
X,26415,547281,91
X,26415,547282,198
X,26416,547280,202
A,26416,547273,41
T,26416,2969
X,26418,547279,174
X,26418,547256,144
X,26419,547252,162
X,26419,547279,178
X,26420,547276,208
X,26420,547287,182
X,26421,547294,170
X,26422,547262,157
X,26422,547267,234
X,26423,547261,223
X,26423,547277,187
X,26424,547287,172
X,26424,547298,92
X,26425,547277,190
X,26426,547293,159
X,26426,547259,104
X,26427,547282,87
X,26427,547281,151
X,26428,547279,202
X,26428,547299,190
A,26428,547277,47
T,26429,2969
X,26430,547291,188
X,26431,547293,141
X,26431,547284,178
X,26432,547295,120
X,26432,547286,123
X,26433,547269,157
X,26434,547281,140
X,26434,547272,132
X,26434,547274,166
X,26434,547285,213
X,26435,547280,160
X,26435,547279,133
X,26436,547278,109
X,26436,547282,185
X,26437,547283,150
X,26438,547277,176
X,26438,547259,113
X,26439,547302,126
X,26439,547290,125
X,26440,547298,93
A,26440,547282,43
T,26440,2969
X,26442,547272,110
X,26442,547281,111
P,26443,5652
X,26443,547279,144
X,26443,547290,122
X,26444,547289,106
X,26444,547273,184
X,26445,547285,112
X,26446,547285,101
X,26446,547279,74
X,26447,547279,145
X,26447,547280,131
X,26448,547299,106
X,26448,547270,87
X,26449,547281,179
X,26450,547278,102
X,26450,547291,128
X,26451,547284,107
X,26451,547283,83
X,26452,547273,74
X,26452,547274,97
A,26452,547281,29
T,26453,2969
X,26454,547295,101
X,26455,547272,92
X,26455,547289,105
X,26456,547284,93
X,26456,547269,96
X,26457,547271,131
X,26458,547291,87
X,26458,547283,94
X,26459,547270,79
X,26459,547291,61
X,26460,547279,126
X,26460,547282,124
X,26461,547287,95
X,26462,547294,154
X,26462,547277,94
X,26463,547280,136
X,26463,547282,128
X,26464,547272,81
X,26464,547285,94
X,26465,547293,195
A,26465,547282,26
T,26465,2969
X,26467,547271,127
X,26467,547272,43
X,26468,547290,91
X,26468,547283,123
X,26469,547268,91
X,26470,547274,146
X,26470,547277,79
X,26471,547283,127
X,26471,547291,123
X,26472,547276,91
X,26472,547284,67
P,26473,5654
X,26473,547280,86
X,26473,547262,110
X,26474,547290,93
X,26475,547262,100
X,26475,547284,90
X,26475,547283,59
X,26475,547301,90
X,26476,547261,116
X,26476,547264,110
A,26476,547277,40
T,26477,2969
X,26478,547268,117
X,26479,547284,112
X,26479,547287,123
X,26480,547276,102
X,26480,547267,127
X,26481,547273,90
X,26482,547271,96
X,26482,547283,115
X,26483,547276,77
X,26483,547292,96
X,26484,547279,83
X,26484,547282,126
X,26485,547275,92
X,26486,547292,90
X,26486,547266,156
X,26487,547282,86
X,26487,547266,109
X,26488,547261,86
X,26488,547285,117
X,26489,547275,123
A,26489,547277,31
T,26489,2969
X,26491,547262,150
X,26491,547283,164
X,26492,547273,158
X,26492,547284,134
X,26493,547280,90
X,26494,547289,97
X,26494,547283,144
X,26495,547289,105
X,26495,547265,71
X,26496,547277,94
X,26496,547304,106
X,26497,547289,101
X,26498,547274,104
X,26498,547275,85
X,26499,547279,117
