T,59610,2972
X,59612,547193,775
X,59613,547215,890
X,59613,547207,969
X,59614,547145,1156
X,59614,547120,1152
X,59615,547104,1009
X,59615,547165,801
X,59615,547209,787
X,59616,547238,822
X,59616,547200,1207
X,59617,547140,757
X,59617,547139,673
X,59618,547187,631
X,59618,547188,512
X,59619,547213,663
X,59620,547175,1130
X,59620,547117,1019
X,59621,547132,785
X,59621,547170,571
X,59622,547200,765
A,59622,547172,134
T,59622,2972
X,59624,547192,595
X,59624,547184,507
X,59625,547183,234
X,59625,547159,126
X,59626,547163,297
X,59626,547187,767
X,59627,547150,560
X,59628,547140,802
X,59628,547123,804
P,59629,5563
X,59629,547135,592
X,59629,547178,783
X,59630,547221,1180
X,59630,547227,1374
X,59631,547174,1059
X,59632,547124,891
X,59632,547108,990
X,59633,547174,983
X,59633,547215,906
X,59634,547215,907
X,59634,547186,688
A,59634,547171,119
T,59635,2972
X,59636,547153,586
X,59637,547117,609
X,59637,547143,651
X,59638,547156,428
X,59638,547185,255
X,59639,547185,214
X,59640,547155,419
X,59640,547139,435
X,59641,547190,587
X,59641,547190,521
X,59642,547210,688
X,59642,547160,574
X,59643,547145,609
X,59643,547167,645
X,59644,547191,427
X,59645,547171,307
X,59645,547171,259
X,59646,547155,230
X,59646,547144,360
X,59647,547174,308
A,59647,547165,93
T,59647,2972
X,59649,547211,816
X,59649,547205,776
X,59650,547161,819
X,59650,547134,826
X,59651,547122,970
X,59651,547181,835
X,59652,547195,839
X,59653,547211,874
X,59653,547177,713
X,59654,547147,676
X,59654,547161,534
X,59655,547202,588
X,59655,547189,951
X,59656,547186,847
X,59656,547136,689
X,59656,547125,663
X,59657,547162,787
X,59657,547214,981
P,59658,5560
X,59658,547228,934
X,59658,547168,912
A,59658,547175,106
T,59659,2972
X,59660,547165,929
X,59661,547150,625
X,59661,547156,435
X,59662,547126,754
X,59662,547187,621
X,59663,547199,625
X,59664,547207,303
X,59664,547182,420
X,59665,547178,361
X,59665,547165,261
X,59666,547161,498
X,59666,547136,503
X,59667,547140,797
X,59668,547165,785
X,59668,547185,646
X,59669,547190,511
X,59669,547160,518
X,59670,547133,687
X,59670,547141,698
X,59671,547167,665
A,59671,547164,81
T,59671,2972
X,59673,547207,432
X,59673,547206,639
X,59674,547206,699
X,59674,547156,589
X,59675,547139,478
X,59676,547136,445
X,59676,547152,196
X,59677,547181,265
X,59677,547183,250
X,59678,547168,281
X,59678,547174,269
X,59679,547177,255
X,59679,547166,215
X,59680,547178,479
X,59681,547138,603
X,59681,547135,629
X,59682,547175,621
X,59682,547164,448
X,59683,547170,220
X,59683,547176,390
A,59683,547169,72
T,59684,2972
X,59685,547152,497
X,59686,547136,568
X,59686,547178,569
X,59687,547212,729
X,59687,547207,980
P,59688,5567
X,59688,547149,1276
X,59689,547103,1293
X,59689,547102,1214
X,59690,547166,1235
X,59690,547199,1316
X,59691,547237,1285
X,59691,547217,1163
X,59692,547173,876
X,59693,547157,788
X,59693,547125,770
X,59694,547126,1067
X,59694,547153,1058
X,59695,547200,1065
X,59695,547223,1061
X,59696,547206,566
A,59696,547171,135
T,59696,2972
X,59697,547215,957
X,59697,547207,1068
X,59698,547165,1057
X,59698,547122,981
X,59699,547124,877
X,59700,547149,743
X,59700,547195,715
X,59701,547202,486
X,59701,547174,536
X,59702,547133,648
X,59702,547125,654
X,59703,547156,554
X,59704,547165,296
X,59704,547173,188
X,59705,547188,259
X,59705,547170,304
