T,19117,2970
X,19119,547313,924
X,19119,547332,877
X,19120,547321,834
X,19120,547305,787
X,19121,547278,803
X,19122,547254,687
X,19122,547286,597
X,19123,547290,591
X,19123,547336,609
P,19124,5666
X,19124,547325,615
X,19124,547315,613
X,19125,547271,585
X,19125,547284,576
X,19126,547289,566
X,19127,547309,655
X,19127,547324,494
X,19128,547302,544
X,19128,547281,514
X,19129,547266,453
X,19129,547284,572
A,19129,547298,82
T,19130,2970
X,19131,547271,590
X,19132,547294,488
X,19132,547316,489
X,19133,547336,447
X,19133,547299,457
X,19133,547291,451
X,19134,547294,395
X,19134,547277,379
X,19135,547282,491
X,19135,547308,624
X,19136,547323,605
X,19136,547305,640
X,19137,547289,646
X,19138,547298,545
X,19138,547283,447
X,19139,547282,339
X,19139,547283,197
X,19140,547304,255
X,19140,547296,334
X,19141,547281,399
A,19141,547295,65
T,19141,2970
X,19143,547306,360
X,19143,547302,190
X,19144,547309,151
X,19144,547282,223
X,19145,547279,254
X,19146,547292,289
X,19146,547291,258
X,19147,547298,270
X,19147,547290,177
X,19148,547301,198
X,19148,547301,152
X,19149,547293,136
X,19150,547297,114
X,19150,547286,148
X,19151,547283,176
X,19151,547286,153
X,19152,547301,121
X,19152,547287,136
P,19153,5678
X,19153,547286,108
X,19153,547317,129
A,19153,547294,38
T,19154,2970
X,19155,547287,134
X,19156,547294,110
X,19156,547290,100
X,19157,547297,154
X,19158,547293,174
X,19158,547291,132
X,19159,547291,94
X,19159,547269,144
X,19160,547287,129
X,19160,547266,143
X,19161,547279,135
X,19161,547276,161
X,19162,547305,144
X,19163,547293,99
X,19163,547290,97
X,19164,547287,95
X,19164,547311,121
X,19165,547290,88
X,19165,547305,140
X,19166,547307,93
A,19166,547290,45
T,19166,2970
X,19168,547296,147
X,19168,547281,88
X,19169,547291,97
X,19169,547300,155
X,19170,547291,90
X,19171,547275,92
X,19171,547298,162
X,19172,547282,67
X,19172,547286,89
X,19173,547299,120
X,19173,547285,70
X,19174,547314,96
X,19174,547300,106
X,19174,547285,91
X,19175,547287,187
X,19175,547296,110
X,19176,547305,133
X,19176,547290,170
X,19177,547296,128
X,19178,547301,101
A,19178,547292,39
T,19178,2970
X,19179,547308,109
X,19180,547291,124
X,19180,547297,105
X,19181,547300,102
X,19182,547294,152
P,19182,5677
X,19182,547293,78
X,19183,547293,121
X,19183,547302,91
X,19184,547279,78
X,19184,547293,142
X,19185,547296,74
X,19186,547280,161
X,19186,547292,137
X,19187,547278,153
X,19187,547313,122
X,19188,547291,79
X,19188,547295,179
X,19189,547308,125
X,19189,547302,79
X,19190,547293,110
A,19190,547294,35
T,19190,2970
X,19192,547303,51
X,19192,547305,188
X,19193,547292,67
X,19194,547277,72
X,19194,547289,116
X,19195,547298,141
X,19195,547294,98
X,19196,547292,106
X,19196,547309,150
X,19197,547302,78
X,19197,547309,81
X,19198,547297,108
X,19199,547298,104
X,19199,547305,141
X,19200,547306,91
X,19200,547287,139
X,19201,547294,164
X,19201,547299,145
X,19202,547294,117
X,19203,547305,140
A,19203,547297,32
T,19203,2970
X,19204,547300,99
X,19205,547302,159
X,19205,547304,105
X,19206,547300,103
X,19207,547282,115
X,19207,547290,135
X,19208,547288,127
X,19208,547287,119
X,19209,547303,91
X,19209,547297,201
X,19210,547304,138
X,19211,547319,163
X,19211,547285,123
X,19212,547291,59
P,19212,5675
X,19212,547303,127
