T,53461,2974
X,53462,547296,401
X,53463,547306,334
X,53463,547281,337
X,53463,547273,264
X,53464,547264,364
X,53464,547293,208
X,53465,547270,269
X,53465,547290,210
X,53466,547292,112
X,53467,547298,251
X,53467,547274,197
X,53468,547293,211
X,53468,547272,264
X,53469,547273,284
X,53469,547296,231
X,53470,547288,303
X,53471,547315,352
X,53471,547288,365
X,53472,547285,366
X,53472,547277,301
A,53472,547286,51
T,53472,2974
X,53474,547297,335
X,53475,547267,401
X,53475,547255,348
X,53476,547264,302
X,53476,547274,515
X,53477,547290,564
X,53477,547285,584
X,53478,547286,379
X,53479,547288,196
X,53479,547288,285
X,53480,547268,313
X,53480,547269,497
X,53481,547293,397
X,53481,547269,319
X,53482,547293,356
X,53482,547260,428
X,53483,547275,431
X,53484,547286,325
X,53484,547299,475
X,53485,547287,513
A,53485,547279,44
T,53485,2974
P,53486,5572
X,53487,547263,413
X,53487,547291,486
X,53488,547319,384
X,53488,547306,523
X,53489,547278,556
X,53489,547260,470
X,53490,547255,464
X,53490,547261,590
X,53491,547298,605
X,53492,547307,614
X,53492,547317,315
X,53493,547298,499
X,53493,547282,528
X,53494,547256,676
X,53494,547268,664
X,53495,547276,682
X,53496,547291,679
X,53496,547323,524
X,53497,547307,507
X,53497,547303,572
A,53497,547287,68
T,53497,2974
X,53499,547318,467
X,53500,547273,558
X,53500,547263,482
X,53501,547277,386
X,53501,547267,423
X,53502,547277,342
X,53502,547304,386
X,53503,547291,367
X,53504,547262,289
X,53504,547269,364
X,53504,547261,343
X,53504,547298,488
X,53505,547273,372
X,53505,547308,555
X,53506,547304,675
X,53507,547291,802
X,53507,547267,714
X,53508,547267,780
X,53508,547246,753
X,53509,547235,669
A,53509,547277,83
T,53509,2974
X,53511,547260,590
X,53511,547274,674
X,53512,547304,631
X,53512,547314,695
X,53513,547314,634
X,53513,547301,590
X,53514,547277,594
X,53515,547262,596
P,53515,5563
X,53515,547265,531
X,53516,547263,503
X,53516,547298,552
X,53517,547308,593
X,53517,547319,426
X,53518,547282,330
X,53518,547282,554
X,53519,547284,424
X,53520,547292,333
X,53520,547299,220
X,53521,547289,407
X,53521,547302,321
A,53521,547289,59
T,53521,2974
X,53523,547286,233
X,53524,547286,352
X,53524,547274,380
X,53525,547275,280
X,53525,547287,126
X,53526,547287,157
X,53526,547294,428
X,53527,547303,334
X,53528,547279,233
X,53528,547276,339
X,53529,547278,365
X,53529,547283,336
X,53530,547281,365
X,53530,547302,467
X,53531,547312,312
X,53532,547289,360
X,53532,547311,303
X,53533,547291,222
X,53533,547292,247
X,53534,547282,231
A,53534,547288,38
T,53534,2974
X,53536,547299,264
X,53536,547283,163
X,53537,547271,231
X,53537,547283,465
X,53538,547293,337
X,53538,547297,324
X,53539,547296,306
X,53540,547303,372
X,53540,547300,429
X,53541,547278,316
X,53541,547280,590
X,53542,547275,328
X,53542,547288,323
X,53543,547318,369
X,53544,547308,408
X,53544,547297,554
X,53545,547271,627
P,53545,5574
X,53545,547261,640
X,53545,547296,582
X,53545,547298,444
A,53545,547289,57
T,53545,2974
X,53547,547324,507
X,53548,547320,504
X,53548,547329,662
X,53549,547294,557
X,53549,547271,478
X,53550,547260,370
X,53550,547293,400
X,53551,547284,339
X,53552,547316,407
X,53552,547293,291
X,53553,547290,314
X,53553,547276,292
X,53554,547275,413
X,53554,547287,259
X,53555,547284,364
