H,1548402228,381601
X,1548402228,607822,346
X,1548402229,607950,486
X,1548402230,607881,896
X,1548402230,607950,532
X,1548402231,607995,370
X,1548402231,607983,356
X,1548402232,607908,265
X,1548402232,607794,294
X,1548402233,607725,269
X,1548402234,607667,302
X,1548402234,607749,235
X,1548402235,607725,301
X,1548402235,607784,432
X,1548402236,607506,443
X,1548402236,607652,1714
X,1548402237,608003,2599
P,1548402237,5047
X,1548402238,608664,1783
X,1548402238,606823,1619
X,1548402239,621540,27676
X,1548402239,487385,63513
X,1548402240,366159,4147
X,1548402240,364643,4077
X,1548402241,365142,1375
X,1548402241,364985,1091
X,1548402242,364629,953
X,1548402243,364724,438
X,1548402243,364297,856
X,1548402244,364699,1060
X,1548402244,365497,3336
X,1548402245,365821,3162
X,1548402245,569137,52610
X,1548402246,977955,32132
X,1548402247,969633,28069
X,1548402247,1098562,26804
X,1548402248,752049,28624
X,1548402248,727044,35611
X,1548402249,726600,20823
X,1548402249,727390,5327
X,1548402250,727107,5274
X,1548402251,727215,3263
X,1548402251,727169,697
X,1548402252,727164,1511
X,1548402252,727133,2225
X,1548402253,727362,1728
X,1548402253,727518,461
X,1548402254,727721,675
X,1548402255,727733,1190
X,1548402255,727880,1636
X,1548402256,728338,876
X,1548402256,728265,1943
X,1548402257,728419,1170
X,1548402257,728680,1149
X,1548402258,728416,1773
X,1548402258,728610,1413
X,1548402259,728687,994
X,1548402260,728446,1477
X,1548402260,728391,703
A,1548402260,643863,55645
T,1548402260,2776
U,1548402261,0
X,1548402262,728492,456
X,1548402263,728370,723
X,1548402263,728387,602
X,1548402264,728350,1152
X,1548402264,728373,1015
X,1548402264,728674,1391
X,1548402265,728406,1269
X,1548402265,728357,429
X,1548402266,728390,957
X,1548402266,728364,613
P,1548402266,5058
X,1548402267,728332,466
X,1548402267,728301,368
X,1548402268,728162,307
X,1548402269,728103,312
X,1548402269,728172,112
X,1548402270,728098,506
X,1548402270,728054,832
X,1548402271,728094,914
X,1548402271,727930,1228
X,1548402272,727985,702
X,1548402273,727889,347
X,1548402273,727957,342
X,1548402274,727904,606
X,1548402274,727886,414
X,1548402275,727792,555
A,1548402275,728154,700
T,1548402275,2777
U,1548402275,0
X,1548402277,727865,2684
X,1548402278,728513,1554
X,1548402278,729063,1345
X,1548402279,727140,5778
X,1548402279,726827,2315
X,1548402280,728599,12679
X,1548402280,760529,53591
X,1548402281,799766,40401
X,1548402281,824414,2877
X,1548402282,820405,23451
X,1548402283,923082,18128
X,1548402283,951170,59948
X,1548402284,988000,63715
X,1548402284,1051342,24170
X,1548402285,922434,43039
X,1548402285,853635,25164
X,1548402286,849703,6324
X,1548402287,849094,6242
X,1548402287,848454,3228
X,1548402288,848569,2296
X,1548402288,848243,2526
X,1548402289,848067,2149
X,1548402289,847867,1938
X,1548402290,847782,1339
X,1548402291,847918,913
X,1548402291,847918,976
X,1548402292,847900,498
X,1548402292,847822,434
X,1548402293,847718,352
X,1548402293,847824,770
X,1548402294,847892,691
X,1548402295,847893,845
X,1548402295,847544,545
X,1548402296,847884,693
X,1548402296,847914,613
P,1548402296,5055
X,1548402297,847732,599
X,1548402297,847748,550
X,1548402298,847793,1349
X,1548402298,847769,600
X,1548402299,847766,781
X,1548402300,847710,334
X,1548402300,847894,618
X,1548402301,847771,550
X,1548402301,847953,659
X,1548402302,847830,979
A,1548402302,847820,409
T,1548402302,2777
U,1548402303,0
X,1548402304,847672,679
X,1548402305,847873,644
X,1548402305,847803,450
X,1548402305,847617,1401
X,1548402305,847698,809
X,1548402306,847682,632
X,1548402306,847666,707
X,1548402307,847709,437
X,1548402308,847753,480
X,1548402308,847737,664
X,1548402309,847627,318
X,1548402309,847830,620
X,1548402310,847718,868
X,1548402310,847752,806
X,1548402311,847792,634
X,1548402312,847482,739
X,1548402312,848070,3925
X,1548402313,848212,3828
X,1548402313,847858,3547
X,1548402314,847523,2472
X,1548402314,848365,3767
X,1548402315,822703,8306
X,1548402316,729472,9181
X,1548402316,728460,9933
X,1548402317,727559,7430
X,1548402317,728139,3605
X,1548402318,727342,1280
X,1548402318,727224,2864
X,1548402319,726200,1402
X,1548402319,726853,2444
X,1548402320,727461,4045
X,1548402321,727848,5604
X,1548402321,727363,3818
