H,1548402899,381601
X,1548402899,708867,2229
X,1548402900,709360,1330
X,1548402900,709699,1288
X,1548402901,709284,1523
X,1548402901,709518,1165
X,1548402902,709073,1010
X,1548402902,709194,931
X,1548402903,709045,699
X,1548402904,709074,745
X,1548402904,709065,759
X,1548402905,708865,636
X,1548402905,708885,763
X,1548402906,709127,1225
X,1548402906,709116,613
X,1548402907,708936,593
X,1548402908,708945,684
X,1548402908,709142,517
X,1548402909,709003,1103
X,1548402909,709389,1044
X,1548402910,709477,803
X,1548402910,709166,2207
X,1548402911,708914,1896
X,1548402911,710062,1797
X,1548402912,709648,918
X,1548402913,709904,1364
X,1548402913,709657,1831
P,1548402914,5002
X,1548402914,709281,1527
X,1548402914,709426,1636
X,1548402915,709510,917
X,1548402915,709558,938
X,1548402916,709321,1257
X,1548402917,709245,641
X,1548402917,709276,947
A,1548402917,709424,1570
T,1548402917,2764
U,1548402918,57277
X,1548402919,709013,430
X,1548402920,708859,651
X,1548402920,709084,890
X,1548402920,709174,674
X,1548402920,708795,1215
X,1548402921,709080,827
X,1548402921,709026,777
X,1548402922,709244,868
X,1548402923,709063,1107
X,1548402923,709360,1968
X,1548402924,709064,1701
X,1548402924,709179,1430
X,1548402925,709334,1125
X,1548402925,708845,534
X,1548402926,709188,671
X,1548402927,710054,1721
X,1548402927,710673,7887
X,1548402928,710543,6217
X,1548402928,710179,9129
X,1548402929,709875,6905
X,1548402929,708726,24736
X,1548402930,711696,23793
X,1548402931,442111,31876
X,1548402931,352824,8868
X,1548402932,351039,5784
X,1548402932,351343,3561
X,1548402933,351512,2309
X,1548402933,351600,1029
X,1548402934,351955,1898
X,1548402935,351290,2071
X,1548402935,352636,6343
X,1548402936,353668,3621
X,1548402936,353055,3778
X,1548402937,351316,3257
O,1548402937,351132,1106
O,1548402938,354874,4352
O,1548402938,354241,3555
O,1548402939,354777,3246
O,1548402940,354674,2662
O,1548402940,353708,1162
O,1548402941,353727,759
O,1548402941,353836,878
O,1548402942,353565,580
O,1548402942,353365,487
P,1548402943,5004
O,1548402943,353367,860
O,1548402944,353097,820
O,1548402944,353301,1003
O,1548402945,353658,632
O,1548402945,353048,783
O,1548402946,353505,5302
O,1548402946,353393,2494
O,1548402947,353591,2741
O,1548402948,353087,2109
O,1548402948,353141,1544
O,1548402949,353074,826
O,1548402949,352996,496
O,1548402950,353003,1226
O,1548402950,352645,619
O,1548402951,351655,1588
O,1548402952,352624,4631
O,1548402952,351298,2021
O,1548402953,351108,1585
O,1548402953,351910,3389
O,1548402954,351198,4220
O,1548402954,351420,3195
O,1548402955,353617,3484
O,1548402955,354526,4947
O,1548402956,354737,3928
O,1548402957,353281,6369
O,1548402957,352367,3991
O,1548402958,352646,4281
O,1548402958,351547,2918
O,1548402959,351963,1775
O,1548402959,350950,3403
O,1548402960,351363,2937
O,1548402961,350036,1631
O,1548402961,349732,1125
O,1548402961,349103,1107
O,1548402961,349104,1040
O,1548402962,349360,783
O,1548402962,349390,1013
O,1548402963,349405,1753
O,1548402964,348533,1090
O,1548402964,348451,661
O,1548402965,348381,961
O,1548402965,348535,1064
O,1548402966,348649,649
O,1548402966,349387,1013
O,1548402967,349105,723
O,1548402968,348716,955
O,1548402968,348943,1312
O,1548402969,348566,605
O,1548402969,348860,246
O,1548402970,349027,455
O,1548402970,348961,465
O,1548402971,348873,530
O,1548402972,348799,341
P,1548402972,5004
O,1548402972,348642,445
O,1548402973,348688,436
O,1548402973,349037,852
O,1548402974,348656,544
O,1548402974,348859,1461
O,1548402975,348352,631
O,1548402975,348435,1250
O,1548402976,348588,1110
O,1548402977,348657,987
O,1548402977,348170,922
O,1548402978,348720,1352
O,1548402978,348176,1239
O,1548402979,348392,823
O,1548402979,348131,378
O,1548402980,348689,847
O,1548402981,348641,548
O,1548402981,348429,978
O,1548402982,348287,1696
O,1548402982,348823,1654
O,1548402983,348074,586
O,1548402983,347970,1100
O,1548402984,348025,1534
O,1548402985,347771,924
O,1548402985,347985,760
O,1548402986,347718,385
O,1548402986,347782,288
O,1548402987,347803,759
T,1548402987,2763
D,1548402988,227072
X,1548402990,347435,2020
X,1548402991,347727,1542
X,1548402991,347642,1128
X,1548402992,347286,1347
X,1548402992,347296,1106
X,1548402993,347302,1216
X,1548402993,347754,1431
X,1548402994,346896,1233
