H,1548334465,367706
X,1548334465,649878,144
C,1548334466,1
X,1548334466,649761,371
X,1548334466,649679,289
X,1548334467,649911,346
X,1548334468,647686,4851
X,1548334468,645292,1724
X,1548334469,648968,3838
X,1548334469,649154,2045
X,1548334470,649543,1210
X,1548334470,649813,413
X,1548334471,649868,280
X,1548334472,649910,208
X,1548334472,649880,171
X,1548334473,649885,127
X,1548334473,650049,196
X,1548334474,649833,483
X,1548334474,649611,256
X,1548334475,649691,226
A,1548334475,649638,999
T,1548334475,2764
U,1548334476,36731
X,1548334477,648817,795
X,1548334478,648553,592
X,1548334478,648829,402
X,1548334479,649757,434
X,1548334479,649820,357
X,1548334480,649622,530
X,1548334481,650132,568
X,1548334481,650487,117
X,1548334482,650540,175
X,1548334482,649770,561
X,1548334483,649244,830
X,1548334483,648861,3261
X,1548334484,648518,4285
X,1548334484,650482,3610
X,1548334484,650838,1524
X,1548334485,650789,2433
X,1548334485,652140,2705
X,1548334486,652865,1349
P,1548334486,5034
X,1548334486,651839,4766
X,1548334487,648656,4252
X,1548334487,642738,8910
X,1548334488,641505,19418
X,1548334489,366546,18804
X,1548334489,358598,7071
X,1548334490,362446,2724
X,1548334490,359337,2298
X,1548334491,357691,827
X,1548334491,356752,777
X,1548334492,356151,707
X,1548334493,355561,647
X,1548334493,355566,523
X,1548334494,355368,762
X,1548334494,921625,3485
X,1548334495,959294,32919
X,1548334495,1064286,23777
X,1548334496,1171509,61546
X,1548334497,868412,54930
X,1548334497,808997,16596
X,1548334498,808709,5434
X,1548334498,810698,9944
X,1548334499,810001,4563
X,1548334499,809852,12058
X,1548334500,809935,3739
X,1548334501,808555,2114
X,1548334501,808695,2041
X,1548334502,808699,1072
X,1548334502,808881,1018
X,1548334503,809002,604
X,1548334503,809018,771
X,1548334504,809331,663
X,1548334505,809641,747
X,1548334505,809819,556
X,1548334506,809901,668
X,1548334506,809922,828
X,1548334507,809609,480
X,1548334507,809417,619
A,1548334507,721561,30297
T,1548334508,2766
U,1548334508,36731
X,1548334509,809198,605
X,1548334510,809242,552
X,1548334510,809316,792
X,1548334511,808790,8139
X,1548334512,808553,2159
X,1548334512,809261,1637
X,1548334513,809331,1097
X,1548334513,809138,1494
X,1548334514,809069,718
X,1548334514,808980,337
X,1548334515,809005,642
X,1548334516,808941,376
X,1548334516,808938,516
P,1548334516,5030
X,1548334517,808984,674
X,1548334517,809042,837
X,1548334518,809887,3814
X,1548334518,810867,12184
X,1548334519,810350,3458
X,1548334520,809704,1817
X,1548334520,808459,4389
X,1548334521,808460,2603
X,1548334521,809222,2013
X,1548334522,808307,3376
X,1548334522,808129,5932
X,1548334523,813402,32601
X,1548334524,970410,16905
X,1548334524,940809,57479
X,1548334525,871512,8298
X,1548334525,804303,17074
X,1548334525,804337,6344
X,1548334525,804187,4730
X,1548334526,803315,4908
X,1548334527,803161,1800
X,1548334527,802830,1763
X,1548334528,802221,966
X,1548334528,966462,26398
X,1548334529,958721,47346
X,1548334529,939300,30194
X,1548334530,955633,36544
X,1548334531,943196,6280
X,1548334531,943473,3318
X,1548334532,945768,4325
X,1548334532,944159,15494
X,1548334533,943405,12322
X,1548334533,943716,2289
X,1548334534,943815,2768
X,1548334534,943700,1103
X,1548334535,943787,648
X,1548334536,943612,508
X,1548334536,944570,1705
X,1548334537,943873,1686
X,1548334537,943600,1033
X,1548334538,943055,528
X,1548334538,942535,945
X,1548334539,942345,648
X,1548334540,942598,1014
X,1548334540,943026,810
X,1548334541,943167,687
X,1548334541,943267,525
X,1548334542,943558,385
A,1548334542,869064,10494
T,1548334542,2768
U,1548334542,36731
X,1548334544,944132,1153
X,1548334544,944915,748
X,1548334545,944665,885
P,1548334546,5025
X,1548334546,945195,1097
X,1548334546,945599,1414
X,1548334547,946073,1572
X,1548334547,947059,1244
X,1548334548,947109,2001
X,1548334548,947126,2681
X,1548334549,947054,1768
X,1548334550,947277,1465
X,1548334550,948267,1511
X,1548334551,949070,1452
X,1548334551,950568,2387
X,1548334552,950352,2150
X,1548334552,950228,5612
X,1548334553,949975,3209
X,1548334553,950447,3848
X,1548334554,948197,1648
X,1548334555,950353,2274
X,1548334555,953782,7597
X,1548334556,956905,7585
X,1548334556,950718,9183
X,1548334557,949206,2036
X,1548334557,947665,3146
X,1548334558,947631,1984
