H,1556402935,268731
P,1556402935,5028
P,1556402964,5027
D,1556402966,353280
R,1556402966,700D9DFBA
R,1556402966,700D9DFBA
R,1556402966,700D9DFBA
X,1556402968,539872,13844
X,1556402968,545646,14325
X,1556402969,545359,12658
X,1556402969,544530,29532
X,1556402970,549231,27201
X,1556402970,544380,25883
X,1556402971,547418,35913
X,1556402972,545905,24778
X,1556402972,547904,17765
X,1556402973,547785,12985
X,1556402973,548037,17751
X,1556402974,548775,10352
X,1556402974,548264,18084
X,1556402975,548319,52942
X,1556402976,549495,10722
X,1556402976,544489,49465
X,1556402977,441539,23835
X,1556402977,243854,1725
X,1556402978,244316,1412
X,1556402978,245356,680
X,1556402979,245506,260
X,1556402980,245056,318
X,1556402980,244762,163
X,1556402981,244793,214
X,1556402981,244966,195
X,1556402982,245131,162
X,1556402982,245726,765
X,1556402983,246260,693
O,1556402983,245573,446
O,1556402984,245788,585
O,1556402985,245728,332
O,1556402985,245626,146
O,1556402986,245707,192
O,1556402986,245824,130
O,1556402987,245434,480
O,1556402987,245289,140
O,1556402988,245218,61
O,1556402989,245475,247
O,1556402989,245351,234
O,1556402990,245287,112
O,1556402990,245251,172
O,1556402991,245128,178
O,1556402991,245046,168
O,1556402992,245117,159
O,1556402993,245132,214
O,1556402993,245017,121
O,1556402994,244904,440
P,1556402994,5019
O,1556402994,244874,413
O,1556402995,244830,392
O,1556402995,244574,455
O,1556402996,244562,370
O,1556402996,244312,664
O,1556402997,244337,760
O,1556402998,244989,475
O,1556402998,245451,222
O,1556402999,245472,92
O,1556402999,245478,167
O,1556403000,245639,460
O,1556403000,246289,454
O,1556403001,246699,580
O,1556403002,247093,819
O,1556403002,247877,858
O,1556403003,248496,921
O,1556403003,248428,2123
O,1556403003,249563,3474
O,1556403003,247081,2507
O,1556403004,245913,1563
O,1556403005,246885,879
O,1556403005,246840,793
O,1556403006,247095,627
O,1556403006,245783,2156
O,1556403007,245054,482
O,1556403007,244914,199
O,1556403008,245230,402
O,1556403009,245354,141
O,1556403009,245264,204
O,1556403010,245346,160
O,1556403010,245336,161
O,1556403011,245463,128
O,1556403011,245268,403
O,1556403012,245089,308
O,1556403012,245114,489
O,1556403013,245263,331
O,1556403014,422798,6708
T,1556403014,2794
D,1556403015,357888
R,1556403015,700D9DFBA
R,1556403015,700D9DFBA
R,1556403015,700D9DFBA
X,1556403017,545043,58531
X,1556403017,535226,3016
X,1556403018,539168,49114
X,1556403018,537627,33649
X,1556403019,533099,3277
X,1556403020,540628,38210
X,1556403020,542552,39627
X,1556403021,539615,27772
X,1556403021,539361,23942
X,1556403022,539870,33369
X,1556403022,537432,13505
X,1556403023,539310,4535
P,1556403023,5019
X,1556403024,540819,8055
X,1556403024,538662,26960
X,1556403025,541295,14774
X,1556403025,541555,3983
X,1556403026,540744,2088
X,1556403026,541098,2116
X,1556403027,540413,5120
X,1556403028,540750,5029
X,1556403028,540542,10240
X,1556403029,540958,9267
X,1556403029,540820,3583
X,1556403030,540960,6646
X,1556403030,540863,6053
X,1556403031,541136,8468
X,1556403031,541126,8060
X,1556403032,540917,4466
X,1556403033,541137,3958
X,1556403033,540526,5652
X,1556403034,540594,2911
X,1556403034,540848,1683
X,1556403035,540882,7735
X,1556403035,540705,6064
X,1556403036,540714,3929
X,1556403037,540675,2110
X,1556403037,540905,18383
X,1556403038,540192,8661
X,1556403038,541249,2310
X,1556403039,541043,2202
X,1556403039,541406,2021
X,1556403040,541178,3096
X,1556403041,541125,2756
X,1556403041,541203,4233
X,1556403042,541646,2098
X,1556403042,541765,4207
X,1556403043,541268,1520
X,1556403043,541468,2252
X,1556403044,541682,2540
X,1556403044,541565,1710
X,1556403044,541707,1090
X,1556403045,541664,3446
X,1556403045,541948,2277
X,1556403046,542129,1314
X,1556403046,541889,1592
X,1556403047,541875,1410
X,1556403047,541590,2898
X,1556403048,542225,16823
X,1556403049,541659,2640
X,1556403049,541283,14624
X,1556403050,541798,2143
X,1556403050,541350,1992
X,1556403051,541305,1304
X,1556403051,541493,3039
X,1556403052,541360,2234
P,1556403052,5020
X,1556403053,541486,2012
X,1556403053,541564,1769
X,1556403054,541579,1989
X,1556403054,541875,1544
X,1556403055,541713,1961
X,1556403055,541770,1582
X,1556403056,541768,3432
X,1556403057,542135,3771
X,1556403057,541887,7386
