H,1556833317,268731
P,1556833317,4986
P,1556833347,4988
P,1556833376,4985
P,1556833405,4986
P,1556833434,4984
P,1556833465,4986
D,1556833492,375040
R,1556833492,700D9DFBA
R,1556833492,700D9DFBA
R,1556833492,700D9DFBA
X,1556833493,578160,35180
P,1556833494,4976
X,1556833494,580414,31342
X,1556833495,581381,4508
X,1556833495,581955,5530
X,1556833496,582826,12365
X,1556833496,582209,4740
X,1556833497,582273,4992
X,1556833497,581692,17869
X,1556833498,582341,13898
X,1556833499,581969,16488
X,1556833499,582547,12646
X,1556833500,581671,16293
X,1556833500,581444,13109
X,1556833501,582627,8099
X,1556833501,582390,4240
X,1556833502,582899,4048
X,1556833503,582696,5274
X,1556833503,582902,4487
X,1556833504,582515,6416
X,1556833504,582551,9704
X,1556833505,582257,4395
X,1556833505,582358,3848
X,1556833506,582597,6994
X,1556833506,582362,51511
X,1556833507,578924,65087
X,1556833508,583187,43373
X,1556833508,578739,49068
X,1556833509,582925,20154
X,1556833509,581996,54495
X,1556833510,582860,44696
X,1556833510,585698,44392
X,1556833511,579800,34319
X,1556833512,579160,29684
X,1556833512,581968,22513
X,1556833513,582611,13092
X,1556833513,582592,14307
X,1556833514,582176,15116
X,1556833514,581938,29589
X,1556833515,583747,55704
X,1556833515,580546,65124
X,1556833515,585335,51733
X,1556833516,585018,59699
X,1556833516,580866,35978
X,1556833517,561707,16880
X,1556833517,273311,60432
X,1556833518,244059,3940
X,1556833518,245195,2000
X,1556833519,243336,605
X,1556833520,244819,1026
X,1556833520,244334,1065
X,1556833521,244052,678
X,1556833521,244547,355
X,1556833522,244046,218
X,1556833522,244324,320
P,1556833523,4978
X,1556833523,244196,314
O,1556833524,244116,261
O,1556833524,244203,95
O,1556833525,244034,153
O,1556833525,244116,154
O,1556833526,244095,191
O,1556833526,244092,125
O,1556833527,244116,140
O,1556833528,244135,173
O,1556833528,244185,99
O,1556833529,244179,124
O,1556833529,244062,135
O,1556833530,244068,49
O,1556833530,244100,106
O,1556833531,244101,154
O,1556833532,244105,120
O,1556833532,244119,188
O,1556833533,243992,51
O,1556833533,244060,71
O,1556833534,243988,125
O,1556833534,244016,71
O,1556833535,243986,97
O,1556833535,243993,114
O,1556833536,243978,99
O,1556833537,243953,77
O,1556833537,243951,146
O,1556833538,243971,134
O,1556833538,244034,149
O,1556833539,243930,157
O,1556833539,243913,89
O,1556833540,243923,102
O,1556833541,243994,133
O,1556833541,243988,131
O,1556833542,243968,128
O,1556833542,243942,103
O,1556833543,243965,126
O,1556833543,243937,114
O,1556833544,243893,130
O,1556833545,243905,159
O,1556833545,243859,136
O,1556833546,243848,98
O,1556833546,243924,108
O,1556833547,243915,130
O,1556833547,243886,214
O,1556833548,243926,144
O,1556833549,243949,165
O,1556833549,243905,210
O,1556833550,243857,173
O,1556833550,243868,100
O,1556833551,243855,151
O,1556833551,243871,125
O,1556833552,243902,249
O,1556833552,495053,19840
T,1556833553,2831
P,1556833553,4981
D,1556833554,358400
R,1556833554,700D9DFBA
R,1556833554,700D9DFBA
R,1556833554,700D9DFBA
X,1556833556,539756,17404
X,1556833556,535222,58003
X,1556833556,534918,60505
X,1556833556,536497,39132
X,1556833557,539624,40770
X,1556833557,535898,10245
X,1556833558,540668,63123
X,1556833559,536736,48829
X,1556833559,538294,23279
X,1556833560,538311,21703
X,1556833560,538370,10287
X,1556833561,538659,9713
X,1556833561,538173,9740
X,1556833562,538971,7921
X,1556833563,537783,5256
X,1556833563,539110,16338
X,1556833564,538991,15092
X,1556833564,537781,3995
X,1556833565,538342,28878
X,1556833565,538160,6446
X,1556833566,537530,12351
X,1556833567,538051,19728
X,1556833567,537359,17440
X,1556833568,538741,23411
X,1556833568,537158,26088
X,1556833569,538448,18350
X,1556833569,538309,15409
X,1556833570,538095,11742
X,1556833571,538049,8587
X,1556833571,540246,16309
X,1556833572,536952,10151
X,1556833572,538403,9409
X,1556833573,538246,11989
X,1556833573,538519,4215
X,1556833574,538316,7814
X,1556833574,538494,3740
X,1556833575,538660,2961
X,1556833576,538377,1951
X,1556833576,538442,2666
X,1556833577,538802,1882
X,1556833577,538773,1565
X,1556833578,538546,2730
X,1556833578,538543,2100
X,1556833579,538609,2238
X,1556833580,538602,8334
X,1556833580,538628,2196
X,1556833581,538665,2070
X,1556833581,538419,1418
X,1556833582,538446,2526
